,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
43,SUB,1,6:27,SUB: Jonathan Kuminga FOR Andrew Wiggins,16 - 23,7,Andrew Wiggins,GSW,Jonathan Kuminga,GSW,,
44,2POINT.ASSIST,1,6:14,Josh Giddey 3' Driving Layup (2 PTS) (Shai Gilgeous-Alexander 2 AST),18 - 23,5,Josh Giddey,OKC,Shai Gilgeous-Alexander,OKC,,
45,3POINTMISS,1,5:59,MISS Donte DiVincenzo 26' 3PT Jump Shot,18 - 23,5,Donte DiVincenzo,GSW,,,,
46,REBOUND,1,5:55,Aaron Wiggins REBOUND (Off:0 Def:1),18 - 23,5,Aaron Wiggins,OKC,,,,
47,3POINT,1,5:51,Luguentz Dort 27' 3PT Jump Shot (6 PTS),21 - 23,2,Luguentz Dort,OKC,,,,
48,3POINT,1,5:36,Jordan Poole 25' 3PT Step Back Jump Shot (11 PTS),21 - 26,5,Jordan Poole,GSW,,,,
49,FOUL,1,5:22,JaMychal Green S.FOUL (P1.T3),21 - 26,5,JaMychal Green,GSW,Josh Giddey,OKC,,
50,FTMAKE,1,5:22,Josh Giddey Free Throw 1 of 2 (3 PTS),22 - 26,4,Josh Giddey,OKC,,,,
51,FTMAKE,1,5:22,Josh Giddey Free Throw 2 of 2 (4 PTS),23 - 26,3,Josh Giddey,OKC,,,,
52,2POINT.ASSIST,1,5:06,Draymond Green 2' Layup (2 PTS) (Jordan Poole 1 AST),23 - 28,5,Draymond Green,GSW,Jordan Poole,GSW,,
53,2POINT.ASSIST,1,4:50,Shai Gilgeous-Alexander 2' Layup (8 PTS) (Josh Giddey 3 AST),25 - 28,3,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
54,3POINTMISS,1,4:35,MISS Donte DiVincenzo 3PT Jump Shot,25 - 28,3,Donte DiVincenzo,GSW,,,,
55,REBOUND,1,4:32,Aaron Wiggins REBOUND (Off:0 Def:2),25 - 28,3,Aaron Wiggins,OKC,,,,
56,2POINTMISS,1,4:24,MISS Shai Gilgeous-Alexander 16' Jump Shot,25 - 28,3,Shai Gilgeous-Alexander,OKC,,,,
57,REBOUND,1,4:21,Draymond Green REBOUND (Off:0 Def:1),25 - 28,3,Draymond Green,GSW,,,,
58,2POINT.ASSIST,1,4:17,Jonathan Kuminga 2' Dunk (2 PTS) (Draymond Green 5 AST),25 - 30,5,Jonathan Kuminga,GSW,Draymond Green,GSW,,
59,SUB,1,4:17,SUB: Tre Mann FOR Shai Gilgeous-Alexander,25 - 30,5,Shai Gilgeous-Alexander,OKC,Tre Mann,OKC,,
60,SUB,1,4:17,SUB: Kenrich Williams FOR Isaiah Joe,25 - 30,5,Isaiah Joe,OKC,Kenrich Williams,OKC,,
61,3POINT,1,4:01,Luguentz Dort 26' 3PT Jump Shot (9 PTS),28 - 30,2,Luguentz Dort,OKC,,,,
62,2POINT,1,3:47,JaMychal Green 20' Jump Shot (2 PTS),28 - 32,4,JaMychal Green,GSW,,,,
63,3POINTMISS,1,3:28,MISS Tre Mann 27' 3PT Jump Shot,28 - 32,4,Tre Mann,OKC,,,,
64,REBOUND,1,3:25,Draymond Green REBOUND (Off:0 Def:2),28 - 32,4,Draymond Green,GSW,,,,
65,TURNOVER,1,3:10,Jordan Poole Bad Pass Turnover (P1.T3),28 - 32,4,Jordan Poole,GSW,,,,
66,3POINT,1,2:55,Josh Giddey 28' 3PT Jump Shot (7 PTS),31 - 32,1,Josh Giddey,OKC,,,,
67,FOUL,1,2:37,Luguentz Dort P.FOUL (P1.T2),31 - 32,1,Luguentz Dort,OKC,Jordan Poole,GSW,,
68,3POINT,1,2:30,Jordan Poole 27' 3PT Step Back Jump Shot (14 PTS),31 - 35,4,Jordan Poole,GSW,,,,
69,2POINT.ASSIST,1,2:13,Kenrich Williams 2' Cutting Layup Shot (2 PTS) (Josh Giddey 4 AST),33 - 35,2,Kenrich Williams,OKC,Josh Giddey,OKC,,
70,FOUL,1,1:59,Aaron Wiggins P.FOUL (P1.T3),33 - 35,2,Aaron Wiggins,OKC,Donte DiVincenzo,GSW,,
71,SUB,1,1:59,SUB: Darius Bazley FOR Aaron Wiggins,33 - 35,2,Aaron Wiggins,OKC,Darius Bazley,OKC,,
72,FTMAKE,1,1:59,Donte DiVincenzo Free Throw 1 of 2 (1 PTS),33 - 36,3,Donte DiVincenzo,GSW,,,,
73,FTMAKE,1,1:59,Donte DiVincenzo Free Throw 2 of 2 (2 PTS),33 - 37,4,Donte DiVincenzo,GSW,,,,
74,2POINT,1,1:45,Tre Mann 6' Floating Jump Shot (2 PTS),35 - 37,2,Tre Mann,OKC,,,,
75,3POINTMISS,1,1:30,MISS Donte DiVincenzo 26' 3PT Jump Shot,35 - 37,2,Donte DiVincenzo,GSW,,,,
76,REBOUND,1,1:27,Darius Bazley REBOUND (Off:0 Def:1),35 - 37,2,Darius Bazley,OKC,,,,
77,2POINT.ASSIST,1,1:15,Kenrich Williams 2' Layup (4 PTS) (Josh Giddey 5 AST),37 - 37,TIE,Kenrich Williams,OKC,Josh Giddey,OKC,,
78,TIMEOUT,1,1:14,GSW Timeout: Regular (Reg.1 Short 0),37 - 37,TIE,,,,,,
79,SUB,1,1:14,SUB: Kevon Looney FOR JaMychal Green,37 - 37,TIE,JaMychal Green,GSW,Kevon Looney,GSW,,
80,SUB,1,1:14,SUB: Andrew Wiggins FOR Donte DiVincenzo,37 - 37,TIE,Donte DiVincenzo,GSW,Andrew Wiggins,GSW,,
81,SUB,1,1:14,SUB: Stephen Curry FOR Jonathan Kuminga,37 - 37,TIE,Jonathan Kuminga,GSW,Stephen Curry,GSW,,
82,2POINT.ASSIST,1,0:58,Andrew Wiggins 1' Dunk (4 PTS) (Draymond Green 6 AST),37 - 39,2,Andrew Wiggins,GSW,Draymond Green,GSW,,
83,2POINT,1,0:46,Tre Mann 8' Floating Jump Shot (4 PTS),39 - 39,TIE,Tre Mann,OKC,,,,
84,TURNOVER,1,0:29,Stephen Curry Lost Ball Turnover (P2.T4),39 - 39,TIE,Stephen Curry,GSW,,,,
85,3POINT,1,0:06,Kenrich Williams 25' 3PT Jump Shot (7 PTS),42 - 39,-3,Kenrich Williams,OKC,,,,
86,2POINT,1,0:00,Stephen Curry 7' Floating Jump Shot (8 PTS),42 - 41,-1,Stephen Curry,GSW,,,,
87,ENDOFPERIOD,1,0:00,End of 1st Period,42 - 41,-1,,,,,,
88,STARTOFPERIOD,2,12:00,Start of 2nd Period,42 - 41,-1,,,,,,
89,2POINT,2,11:45,Jordan Poole 17' Jump Shot (16 PTS),42 - 43,1,Jordan Poole,GSW,,,,
90,2POINT,2,11:30,Darius Bazley 2' Layup (2 PTS),44 - 43,-1,Darius Bazley,OKC,,,,
91,2POINTMISS,2,11:15,MISS Kevon Looney 2' Layup,44 - 43,-1,Kevon Looney,GSW,,,,
92,REBOUND,2,11:13,Kenrich Williams REBOUND (Off:0 Def:1),44 - 43,-1,Kenrich Williams,OKC,,,,
93,3POINT,2,11:08,Tre Mann 26' 3PT Jump Shot (7 PTS),47 - 43,-4,Tre Mann,OKC,,,,
94,FOUL,2,10:55,Eugene Omoruyi P.FOUL (P1.T1),47 - 43,-4,Eugene Omoruyi,OKC,Jordan Poole,GSW,,
95,FTMAKE,2,10:55,Jordan Poole Free Throw 1 of 2 (17 PTS),47 - 44,-3,Jordan Poole,GSW,,,,
96,FTMAKE,2,10:55,Jordan Poole Free Throw 2 of 2 (18 PTS),47 - 45,-2,Jordan Poole,GSW,,,,
97,3POINTMISS,2,10:40,MISS Luguentz Dort 26' 3PT Jump Shot,47 - 45,-2,Luguentz Dort,OKC,,,,
98,REBOUND,2,10:37,Anthony Lamb REBOUND (Off:0 Def:1),47 - 45,-2,Anthony Lamb,GSW,,,,
99,2POINT,2,10:30,Anthony Lamb 15' Jump Shot (2 PTS),47 - 47,TIE,Anthony Lamb,GSW,,,,
100,2POINTMISS,2,10:18,MISS Darius Bazley 6' Hook Shot,47 - 47,TIE,Darius Bazley,OKC,,,,
101,REBOUND,2,10:15,Kevon Looney REBOUND (Off:0 Def:3),47 - 47,TIE,Kevon Looney,GSW,,,,
102,2POINT,2,10:09,Moses Moody 2' Layup (2 PTS),47 - 49,2,Moses Moody,GSW,,,,
103,TIMEOUT,2,10:08,Thunder Timeout: Regular (Reg.3 Short 0),47 - 49,2,,,,,,
104,SUB,2,10:08,SUB: Jalen Williams FOR Luguentz Dort,47 - 49,2,Luguentz Dort,OKC,Jalen Williams,OKC,,
105,SUB,2,10:08,SUB: Isaiah Joe FOR Eugene Omoruyi,47 - 49,2,Eugene Omoruyi,OKC,Isaiah Joe,OKC,,
106,SUB,2,10:08,SUB: Draymond Green FOR Jordan Poole,47 - 49,2,Jordan Poole,GSW,Draymond Green,GSW,,
107,SUB,2,10:08,SUB: Stephen Curry FOR Anthony Lamb,47 - 49,2,Anthony Lamb,GSW,Stephen Curry,GSW,,
108,3POINTMISS,2,9:55,MISS Kenrich Williams 25' 3PT Jump Shot,47 - 49,2,Kenrich Williams,OKC,,,,
109,REBOUND,2,9:52,Kevon Looney REBOUND (Off:0 Def:4),47 - 49,2,Kevon Looney,GSW,,,,
110,3POINT.ASSIST,2,9:45,Stephen Curry 28' 3PT Jump Shot (11 PTS) (Draymond Green 7 AST),47 - 52,5,Stephen Curry,GSW,Draymond Green,GSW,,
111,TURNOVER,2,9:30,Tre Mann Lost Ball Turnover (P1.T1),47 - 52,5,Tre Mann,OKC,,,,
112,3POINT.ASSIST,2,9:22,Klay Thompson 25' 3PT Jump Shot (5 PTS) (Draymond Green 8 AST),47 - 55,8,Klay Thompson,GSW,Draymond Green,GSW,,
113,TURNOVER,2,9:06,Isaiah Joe Bad Pass Turnover (P1.T2),47 - 55,8,Isaiah Joe,OKC,,,,
114,2POINT.ASSIST,2,8:58,Draymond Green 2' Layup (4 PTS) (Stephen Curry 2 AST),47 - 57,10,Draymond Green,GSW,Stephen Curry,GSW,,
115,TIMEOUT,2,8:58,Thunder Timeout: Regular (Reg.4 Short 0),47 - 57,10,,,,,,
116,SUB,2,8:58,SUB: Shai Gilgeous-Alexander FOR Darius Bazley,47 - 57,10,Darius Bazley,OKC,Shai Gilgeous-Alexander,OKC,,
117,SUB,2,8:58,SUB: Jaylin Williams FOR Kenrich Williams,47 - 57,10,Kenrich Williams,OKC,Jaylin Williams,OKC,,
118,SUB,2,8:58,SUB: Josh Giddey FOR Tre Mann,47 - 57,10,Tre Mann,OKC,Josh Giddey,OKC,,
119,2POINT.ASSIST,2,8:40,Jalen Williams 2' Layup (9 PTS) (Shai Gilgeous-Alexander 3 AST),49 - 57,8,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
120,FOUL,2,8:29,Isaiah Joe P.FOUL (P1.T2),49 - 57,8,Isaiah Joe,OKC,Klay Thompson,GSW,,
121,FTMAKE,2,8:29,Klay Thompson Free Throw 1 of 2 (6 PTS),49 - 58,9,Klay Thompson,GSW,,,,
122,FTMAKE,2,8:29,Klay Thompson Free Throw 2 of 2 (7 PTS),49 - 59,10,Klay Thompson,GSW,,,,
123,3POINT,2,8:15,Josh Giddey 26' 3PT Jump Shot (10 PTS),52 - 59,7,Josh Giddey,OKC,,,,
124,2POINTMISS,2,7:58,MISS Stephen Curry 16' Jump Shot,52 - 59,7,Stephen Curry,GSW,,,,
125,REBOUND,2,7:55,Isaiah Joe REBOUND (Off:0 Def:1),52 - 59,7,Isaiah Joe,OKC,,,,
126,3POINT.ASSIST,2,7:50,Josh Giddey 27' 3PT Jump Shot (13 PTS) (Shai Gilgeous-Alexander 4 AST),55 - 59,4,Josh Giddey,OKC,Shai Gilgeous-Alexander,OKC,,
127,2POINT,2,7:35,Stephen Curry 8' Floating Jump Shot (13 PTS),55 - 61,6,Stephen Curry,GSW,,,,
128,2POINTMISS,2,7:22,MISS Shai Gilgeous-Alexander 5' Driving Layup,55 - 61,6,Shai Gilgeous-Alexander,OKC,,,,
129,REBOUND,2,7:19,Kevon Looney REBOUND (Off:0 Def:5),55 - 61,6,Kevon Looney,GSW,,,,
130,2POINTMISS,2,7:14,MISS Kevon Looney 2' Hook Shot,55 - 61,6,Kevon Looney,GSW,,,,
131,REBOUND,2,7:12,Jaylin Williams REBOUND (Off:0 Def:1),55 - 61,6,Jaylin Williams,OKC,,,,
132,3POINT,2,7:06,Isaiah Joe 28' 3PT Jump Shot (3 PTS),58 - 61,3,Isaiah Joe,OKC,,,,
133,2POINTMISS,2,6:51,MISS Kevon Looney 3' Driving Hook Shot,58 - 61,3,Kevon Looney,GSW,,,,
134,REBOUND,2,6:48,Jaylin Williams REBOUND (Off:0 Def:2),58 - 61,3,Jaylin Williams,OKC,,,,
135,3POINTMISS,2,6:41,MISS Shai Gilgeous-Alexander 26' 3PT Jump Shot,58 - 61,3,Shai Gilgeous-Alexander,OKC,,,,
136,REBOUND,2,6:38,Draymond Green REBOUND (Off:0 Def:3),58 - 61,3,Draymond Green,GSW,,,,
137,2POINT,2,6:30,Klay Thompson 12' Fadeaway Jump Shot (9 PTS),58 - 63,5,Klay Thompson,GSW,,,,
138,2POINT,2,6:15,Shai Gilgeous-Alexander 8' Turnaround Jump Shot (10 PTS),60 - 63,3,Shai Gilgeous-Alexander,OKC,,,,
139,3POINT.ASSIST,2,6:05,Stephen Curry 26' 3PT Jump Shot (16 PTS) (Draymond Green 9 AST),60 - 66,6,Stephen Curry,GSW,Draymond Green,GSW,,
140,FOUL,2,5:53,Kevon Looney P.FOUL (P1.T1),60 - 66,6,Kevon Looney,GSW,Josh Giddey,OKC,,
141,SUB,2,5:53,SUB: Luguentz Dort FOR Isaiah Joe,60 - 66,6,Isaiah Joe,OKC,Luguentz Dort,OKC,,
142,SUB,2,5:53,SUB: Kenrich Williams FOR Jaylin Williams,60 - 66,6,Jaylin Williams,OKC,Kenrich Williams,OKC,,
143,SUB,2,5:53,SUB: Jordan Poole FOR Stephen Curry,60 - 66,6,Stephen Curry,GSW,Jordan Poole,GSW,,
144,SUB,2,5:53,SUB: JaMychal Green FOR Kevon Looney,60 - 66,6,Kevon Looney,GSW,JaMychal Green,GSW,,
145,FTMAKE,2,5:53,Josh Giddey Free Throw 1 of 2 (14 PTS),61 - 66,5,Josh Giddey,OKC,,,,
146,FTMISS,2,5:53,MISS Josh Giddey Free Throw 2 of 2,61 - 66,5,Josh Giddey,OKC,,,,
147,REBOUND,2,5:51,Klay Thompson REBOUND (Off:0 Def:1),61 - 66,5,Klay Thompson,GSW,,,,
148,FOUL,2,5:42,Luguentz Dort S.FOUL (P2.T3),61 - 66,5,Luguentz Dort,OKC,Draymond Green,GSW,,
149,FTMAKE,2,5:42,Draymond Green Free Throw 1 of 2 (5 PTS),61 - 67,6,Draymond Green,GSW,,,,
150,FTMAKE,2,5:42,Draymond Green Free Throw 2 of 2 (6 PTS),61 - 68,7,Draymond Green,GSW,,,,
151,3POINT.ASSIST,2,5:28,Kenrich Williams 25' 3PT Jump Shot (10 PTS) (Shai Gilgeous-Alexander 5 AST),64 - 68,4,Kenrich Williams,OKC,Shai Gilgeous-Alexander,OKC,,
152,3POINT,2,5:14,Jordan Poole 26' 3PT Jump Shot (21 PTS),64 - 71,7,Jordan Poole,GSW,,,,
153,2POINT,2,5:01,Shai Gilgeous-Alexander 12' Pullup Jump Shot (12 PTS),66 - 71,5,Shai Gilgeous-Alexander,OKC,,,,
154,3POINTMISS,2,4:45,MISS Jordan Poole 27' 3PT Jump Shot,66 - 71,5,Jordan Poole,GSW,,,,
155,REBOUND,2,4:42,Jalen Williams REBOUND (Off:0 Def:1),66 - 71,5,Jalen Williams,OKC,,,,
156,2POINTMISS,2,4:35,MISS Shai Gilgeous-Alexander 6' Fadeaway Jump Shot,66 - 71,5,Shai Gilgeous-Alexander,OKC,,,,
157,REBOUND,2,4:32,Jalen Williams REBOUND (Off:1 Def:1),66 - 71,5,Jalen Williams,OKC,,,,
158,2POINT,2,4:31,Jalen Williams Tip Layup Shot (11 PTS),68 - 71,3,Jalen Williams,OKC,,,,
159,2POINTMISS,2,4:16,MISS Jordan Poole 5' Driving Layup,68 - 71,3,Jordan Poole,GSW,,,,
160,REBOUND,2,4:14,Josh Giddey REBOUND (Off:0 Def:1),68 - 71,3,Josh Giddey,OKC,,,,
161,3POINTMISS,2,4:09,MISS Josh Giddey 26' 3PT Jump Shot,68 - 71,3,Josh Giddey,OKC,,,,
162,REBOUND,2,4:06,Draymond Green REBOUND (Off:0 Def:4),68 - 71,3,Draymond Green,GSW,,,,
163,3POINT.ASSIST,2,4:01,Klay Thompson 27' 3PT Jump Shot (12 PTS) (Draymond Green 10 AST),68 - 74,6,Klay Thompson,GSW,Draymond Green,GSW,,
164,FOUL,2,3:46,JaMychal Green P.FOUL (P2.T2),68 - 74,6,JaMychal Green,GSW,Shai Gilgeous-Alexander,OKC,,
165,FTMAKE,2,3:46,Shai Gilgeous-Alexander Free Throw 1 of 2 (13 PTS),69 - 74,5,Shai Gilgeous-Alexander,OKC,,,,
166,SUB,2,3:46,SUB: Stephen Curry FOR Jordan Poole,69 - 74,5,Jordan Poole,GSW,Stephen Curry,GSW,,
167,SUB,2,3:46,SUB: Kevon Looney FOR JaMychal Green,69 - 74,5,JaMychal Green,GSW,Kevon Looney,GSW,,
168,FTMAKE,2,3:46,Shai Gilgeous-Alexander Free Throw 2 of 2 (14 PTS),70 - 74,4,Shai Gilgeous-Alexander,OKC,,,,
169,3POINT.ASSIST,2,3:32,Klay Thompson 26' 3PT Jump Shot (15 PTS) (Stephen Curry 3 AST),70 - 77,7,Klay Thompson,GSW,Stephen Curry,GSW,,
170,3POINTMISS,2,3:18,MISS Luguentz Dort 27' 3PT Jump Shot,70 - 77,7,Luguentz Dort,OKC,,,,
171,REBOUND,2,3:15,Kevon Looney REBOUND (Off:0 Def:6),70 - 77,7,Kevon Looney,GSW,,,,
172,3POINT,2,3:09,Stephen Curry 28' 3PT Jump Shot (19 PTS),70 - 80,10,Stephen Curry,GSW,,,,
173,TIMEOUT,2,3:09,Thunder Timeout: Regular (Reg.5 Short 0),70 - 80,10,,,,,,
174,SUB,2,3:09,SUB: Darius Bazley FOR Kenrich Williams,70 - 80,10,Kenrich Williams,OKC,Darius Bazley,OKC,,
175,SUB,2,3:09,SUB: Tre Mann FOR Josh Giddey,70 - 80,10,Josh Giddey,OKC,Tre Mann,OKC,,
176,SUB,2,3:09,SUB: Moses Moody FOR Klay Thompson,70 - 80,10,Klay Thompson,GSW,Moses Moody,GSW,,
177,2POINT,2,2:54,Shai Gilgeous-Alexander 6' Turnaround Jump Shot (16 PTS),72 - 80,8,Shai Gilgeous-Alexander,OKC,,,,
178,2POINTMISS,2,2:42,MISS Stephen Curry 19' Step Back Jump Shot,72 - 80,8,Stephen Curry,GSW,,,,
179,REBOUND,2,2:39,Darius Bazley REBOUND (Off:0 Def:2),72 - 80,8,Darius Bazley,OKC,,,,
180,2POINT.ASSIST,2,2:33,Luguentz Dort 2' Layup (11 PTS) (Shai Gilgeous-Alexander 6 AST),74 - 80,6,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
181,FOUL,2,2:25,Shai Gilgeous-Alexander P.FOUL (P1.T4),74 - 80,6,Shai Gilgeous-Alexander,OKC,Stephen Curry,GSW,,
182,FTMAKE,2,2:25,Stephen Curry Free Throw 1 of 2 (20 PTS),74 - 81,7,Stephen Curry,GSW,,,,
183,FTMAKE,2,2:25,Stephen Curry Free Throw 2 of 2 (21 PTS),74 - 82,8,Stephen Curry,GSW,,,,
184,3POINT,2,2:12,Tre Mann 28' 3PT Jump Shot (10 PTS),77 - 82,5,Tre Mann,OKC,,,,
185,3POINT.ASSIST,2,1:59,Moses Moody 26' 3PT Jump Shot (5 PTS) (Draymond Green 11 AST),77 - 85,8,Moses Moody,GSW,Draymond Green,GSW,,
186,2POINTMISS,2,1:45,MISS Shai Gilgeous-Alexander 8' Driving Layup,77 - 85,8,Shai Gilgeous-Alexander,OKC,,,,
187,REBOUND,2,1:42,Kevon Looney REBOUND (Off:0 Def:7),77 - 85,8,Kevon Looney,GSW,,,,
188,3POINTMISS,2,1:35,MISS Stephen Curry 27' 3PT Step Back Jump Shot,77 - 85,8,Stephen Curry,GSW,,,,
189,REBOUND,2,1:32,Jalen Williams REBOUND (Off:1 Def:2),77 - 85,8,Jalen Williams,OKC,,,,
190,2POINTMISS,2,1:25,MISS Darius Bazley 9' Driving Floating Jump Shot,77 - 85,8,Darius Bazley,OKC,,,,
191,REBOUND,2,1:22,Kevon Looney REBOUND (Off:0 Def:8),77 - 85,8,Kevon Looney,GSW,,,,
192,2POINT,2,1:17,Draymond Green 2' Layup (8 PTS),77 - 87,10,Draymond Green,GSW,,,,
193,TIMEOUT,2,1:16,Thunder Timeout: Regular (Reg.6 Short 0),77 - 87,10,,,,,,
194,3POINTMISS,2,1:07,MISS Luguentz Dort 25' 3PT Jump Shot,77 - 87,10,Luguentz Dort,OKC,,,,
195,REBOUND,2,1:04,Kevon Looney REBOUND (Off:0 Def:9),77 - 87,10,Kevon Looney,GSW,,,,
196,2POINTMISS,2,0:52,MISS Stephen Curry 5' Driving Layup,77 - 87,10,Stephen Curry,GSW,,,,
197,REBOUND,2,0:50,Kevon Looney REBOUND (Off:1 Def:9),77 - 87,10,Kevon Looney,GSW,,,,
