,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
82,2POINT,1,1:30,Poole 3' Driving Finger Roll Layup (11 PTS),42 - 32,-10,Jordan Poole,GSW,,,,
83,3POINTMISS,1,1:13,MISS Dort 27' 3PT Jump Shot,42 - 32,-10,Luguentz Dort,OKC,,,,
84,REBOUND,1,1:10,Kuminga REBOUND (Off:0 Def:1),42 - 32,-10,Jonathan Kuminga,GSW,,,,
85,2POINT,1,1:06,Kuminga 2' Running Dunk (8 PTS),44 - 32,-12,Jonathan Kuminga,GSW,,,,
86,3POINTMISS,1,0:48,MISS Jal. Williams 25' 3PT Jump Shot,44 - 32,-12,Jalen Williams,OKC,,,,
87,REBOUND,1,0:45,Poole REBOUND (Off:0 Def:3),44 - 32,-12,Jordan Poole,GSW,,,,
88,3POINT,1,0:28,Thompson 27' 3PT Jump Shot (13 PTS),47 - 32,-15,Klay Thompson,GSW,,,,
89,2POINT,1,0:14,Gilgeous-Alexander 12' Pullup Jump Shot (9 PTS),47 - 34,-13,Shai Gilgeous-Alexander,OKC,,,,
90,3POINTMISS,1,0:00,MISS Poole 29' 3PT Pullup Jump Shot,47 - 34,-13,Jordan Poole,GSW,,,,
91,REBOUND,1,0:00,THUNDER Rebound,47 - 34,-13,,,,,,
92,ENDOFPERIOD,1,0:00,End of 1st Period,47 - 34,-13,,,,,,
