,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
34,3POINT.ASSIST,1,6:30,Gilgeous-Alexander 27' 3PT Jump Shot (5 PTS) (Holmgren 1 AST),13 - 14,-1,Shai Gilgeous-Alexander,OKC,Chet Holmgren,OKC,,
35,TURNOVER,1,6:15,Harden Turnover: Lost Ball (T#3),13 - 14,-1,James Harden,PHI,,,,
36,STEAL,1,6:13,Gilgeous-Alexander STEAL (2 STL),13 - 14,-1,Shai Gilgeous-Alexander,OKC,,,,
37,2POINT,1,6:00,Dort 5' Driving Layup (7 PTS),13 - 16,-3,Luguentz Dort,OKC,,,,
38,TIMEOUT,1,5:50,76ERS Timeout: Regular,13 - 16,-3,,,,,,
39,SUB,1,5:50,SUB: Curry FOR Harden,13 - 16,-3,James Harden,PHI,Seth Curry,PHI,,
40,2POINT,1,5:40,Curry 8' Pull-up Jump Shot (2 PTS),15 - 16,-1,Seth Curry,PHI,,,,
41,REBOUND,1,5:30,Gilgeous-Alexander REBOUND (Def:2),15 - 16,-1,Shai Gilgeous-Alexander,OKC,,,,
42,2POINTMISS,1,5:20,MISS Holmgren 6' Layup,15 - 16,-1,Chet Holmgren,OKC,,,,
43,REBOUND,1,5:18,Embiid REBOUND (Def:2),15 - 16,-1,Joel Embiid,PHI,,,,
44,3POINT,1,5:00,Curry 23' 3PT Jump Shot (5 PTS),18 - 16,2,Seth Curry,PHI,,,,
45,TURNOVER,1,4:45,Thunder Turnover: Bad Pass by Giddey,18 - 16,2,Josh Giddey,OKC,,,,
46,STEAL,1,4:43,Thybulle STEAL (1 STL),18 - 16,2,Matisse Thybulle,PHI,,,,
47,2POINT,1,4:30,Thybulle 10' Jump Shot (2 PTS),20 - 16,4,Matisse Thybulle,PHI,,,,
48,FOUL,1,4:15,Embiid S.FOUL (P1.T4) (Washington),20 - 16,4,Joel Embiid,PHI,Luguentz Dort,OKC,,
49,FTMISS,1,4:15,Dort Free Throw 1 of 2 Miss,20 - 16,4,Luguentz Dort,OKC,,,,
50,FTMAKE,1,4:15,Dort Free Throw 2 of 2 (8 PTS),20 - 17,3,Luguentz Dort,OKC,,,,
51,3POINT.ASSIST,1,3:50,Curry 28' 3PT Jump Shot (8 PTS) (Maxey 1 AST),23 - 17,6,Seth Curry,PHI,Tyrese Maxey,PHI,,
52,TURNOVER,1,3:35,Thunder Turnover: Traveling by Dort,23 - 17,6,Luguentz Dort,OKC,,,,
53,STEAL.TURNOVER,1,3:20,Maxey Lost Ball Turnover (P1.T3),Holmgren STEAL (2 STL),23 - 17,6,Tyrese Maxey,PHI,Chet Holmgren,OKC,
54,2POINT.ASSIST,1,3:10,Gilgeous-Alexander 12' Jump Shot (7 PTS) (Holmgren 2 AST),23 - 19,4,Shai Gilgeous-Alexander,OKC,Chet Holmgren,OKC,,
55,2POINT,1,2:55,Embiid 15' Fadeaway Jump Shot (6 PTS),25 - 19,6,Joel Embiid,PHI,,,,
56,3POINTMISS,1,2:40,MISS Gilgeous-Alexander 25' 3PT,25 - 19,6,Shai Gilgeous-Alexander,OKC,,,,
57,REBOUND,1,2:38,Curry REBOUND (Def:1),25 - 19,6,Seth Curry,PHI,,,,
58,2POINT,1,2:20,Curry 10' Floater (10 PTS),27 - 19,8,Seth Curry,PHI,,,,
59,TURNOVER,1,2:05,Thunder Turnover: Out of Bounds by Holmgren,27 - 19,8,Chet Holmgren,OKC,,,,
60,REBOUND,1,2:00,Embiid REBOUND (Def:3),27 - 19,8,Joel Embiid,PHI,,,,
61,3POINTMISS,1,1:45,MISS Thybulle 24' 3PT,27 - 19,8,Matisse Thybulle,PHI,,,,
62,REBOUND,1,1:43,Gilgeous-Alexander REBOUND (Def:3),27 - 19,8,Shai Gilgeous-Alexander,OKC,,,,
63,2POINT.ASSIST,1,1:30,Dort 14' Jump Shot (10 PTS) (Gilgeous-Alexander 3 AST),27 - 21,6,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
64,TIMEOUT,1,1:15,THUNDER Timeout: Regular,27 - 21,6,,,,,,
65,SUB,1,1:15,SUB: Bazley FOR Holmgren,27 - 21,6,Chet Holmgren,OKC,Darius Bazley,OKC,,
66,2POINT,1,1:00,Embiid 18' Jump Shot (8 PTS),29 - 21,8,Joel Embiid,PHI,,,,
67,FOUL,1,0:50,Curry P.FOUL (P1.T5) (Washington),29 - 21,8,Seth Curry,PHI,Josh Giddey,OKC,,
68,FTMAKE,1,0:50,Giddey Free Throw 1 of 2 (2 PTS),29 - 22,7,Josh Giddey,OKC,,,,
69,FTMAKE,1,0:50,Giddey Free Throw 2 of 2 (3 PTS),29 - 23,6,Josh Giddey,OKC,,,,
70,2POINT,1,0:35,Maxey 15' Pull-up Jump Shot (6 PTS),31 - 23,8,Tyrese Maxey,PHI,,,,
71,3POINT,1,0:15,Dort 27' 3PT Jump Shot (13 PTS),31 - 26,5,Luguentz Dort,OKC,,,,
72,ENDOFPERIOD,1,0:00,End of 1st Period,31 - 26,5,,,,,,
73,STARTOFPERIOD,2,12:00,Start of 2nd Period,31 - 26,5,,,,,,
74,SUB,2,12:00,SUB: Reed FOR Embiid,31 - 26,5,Joel Embiid,PHI,Paul Reed,PHI,,
75,2POINT,2,11:45,Reed 5' Layup (2 PTS),33 - 26,7,Paul Reed,PHI,,,,
76,3POINTMISS,2,11:30,MISS Bazley 23' 3PT,33 - 26,7,Darius Bazley,OKC,,,,
77,REBOUND,2,11:28,Curry REBOUND (Def:2),33 - 26,7,Seth Curry,PHI,,,,
78,3POINT,2,11:10,Curry 26' 3PT Jump Shot (13 PTS),36 - 26,10,Seth Curry,PHI,,,,
79,TIMEOUT,2,11:05,THUNDER Timeout: Short,36 - 26,10,,,,,,
80,SUB,2,11:05,SUB: Muscala FOR Bazley,36 - 26,10,Darius Bazley,OKC,Mike Muscala,OKC,,
81,2POINT,2,10:50,Gilgeous-Alexander 12' Jump Shot (9 PTS),36 - 28,8,Shai Gilgeous-Alexander,OKC,,,,
82,TURNOVER,2,10:30,76ers Turnover: Out of Bounds by Maxey,36 - 28,8,Tyrese Maxey,PHI,,,,
83,STEAL,2,10:28,Dort STEAL (1 STL),36 - 28,8,Luguentz Dort,OKC,,,,
84,2POINT,2,10:15,Dort 8' Layup (15 PTS),36 - 30,6,Luguentz Dort,OKC,,,,
85,3POINTMISS,2,10:00,MISS Curry 27' 3PT,36 - 30,6,Seth Curry,PHI,,,,
86,REBOUND,2,9:58,Gilgeous-Alexander REBOUND (Def:4),36 - 30,6,Shai Gilgeous-Alexander,OKC,,,,
87,2POINT,2,9:45,Dort 18' Jump Shot (17 PTS),36 - 32,4,Luguentz Dort,OKC,,,,
88,TURNOVER,2,9:25,76ers Turnover: Bad Pass by Thybulle,36 - 32,4,Matisse Thybulle,PHI,,,,
89,STEAL,2,9:23,Giddey STEAL (1 STL),36 - 32,4,Josh Giddey,OKC,,,,
90,3POINT,2,9:10,Giddey 25' 3PT Jump Shot (6 PTS),36 - 35,1,Josh Giddey,OKC,,,,
91,TIMEOUT,2,8:55,76ERS Timeout: Regular,36 - 35,1,,,,,,
92,SUB,2,8:55,SUB: Harris FOR Thybulle,36 - 35,1,Matisse Thybulle,PHI,Tobias Harris,PHI,,
93,2POINT,2,8:40,Harris 16' Pull-up Jump Shot (2 PTS),38 - 35,3,Tobias Harris,PHI,,,,
94,FOUL,2,8:25,Reed S.FOUL (P1.T1) (Foster),38 - 35,3,Paul Reed,PHI,Shai Gilgeous-Alexander,OKC,,
95,FTMAKE,2,8:25,Gilgeous-Alexander Free Throw 1 of 2 (10 PTS),38 - 36,2,Shai Gilgeous-Alexander,OKC,,,,
96,FTMAKE,2,8:25,Gilgeous-Alexander Free Throw 2 of 2 (11 PTS),38 - 37,1,Shai Gilgeous-Alexander,OKC,,,,
97,3POINT,2,8:10,Maxey 27' 3PT Jump Shot (9 PTS),41 - 37,4,Tyrese Maxey,PHI,,,,
98,2POINTMISS,2,7:55,MISS Giddey 15' Jump Shot,41 - 37,4,Josh Giddey,OKC,,,,
99,REBOUND,2,7:53,Harris REBOUND (Def:1),41 - 37,4,Tobias Harris,PHI,,,,
100,2POINT,2,7:35,Maxey 12' Floater (11 PTS),43 - 37,6,Tyrese Maxey,PHI,,,,
101,FOUL,2,7:20,Muscala P.FOUL (P1.T1) (Capers),43 - 37,6,Mike Muscala,OKC,Paul Reed,PHI,,
102,FTMISS,2,7:20,Reed Free Throw 1 of 2 Miss,43 - 37,6,Paul Reed,PHI,,,,
103,FTMAKE,2,7:20,Reed Free Throw 2 of 2 (3 PTS),44 - 37,7,Paul Reed,PHI,,,,
104,TURNOVER,2,7:05,Thunder Turnover: Bad Pass by Muscala,44 - 37,7,Mike Muscala,OKC,,,,
105,STEAL,2,7:03,Curry STEAL (1 STL),44 - 37,7,Seth Curry,PHI,,,,
106,3POINT,2,6:50,Curry 25' 3PT Jump Shot (16 PTS),47 - 37,10,Seth Curry,PHI,,,,
107,2POINTMISS,2,6:35,MISS Dort 18' Jump Shot,47 - 37,10,Luguentz Dort,OKC,,,,
108,REBOUND,2,6:33,Reed REBOUND (Def:3),47 - 37,10,Paul Reed,PHI,,,,
109,2POINT,2,6:15,Harris 8' Driving Layup (4 PTS),49 - 37,12,Tobias Harris,PHI,,,,
110,TURNOVER,2,6:00,Thunder Turnover: Traveling by Gilgeous-Alexander,49 - 37,12,Shai Gilgeous-Alexander,OKC,,,,
111,STEAL,2,5:58,Maxey STEAL (1 STL),49 - 37,12,Tyrese Maxey,PHI,,,,
112,2POINT,2,5:45,Maxey 10' Pull-up Jump Shot (13 PTS),51 - 37,14,Tyrese Maxey,PHI,,,,
113,TIMEOUT,2,5:30,THUNDER Timeout: Regular,51 - 37,14,,,,,,
114,SUB,2,5:30,SUB: Embiid FOR Reed,51 - 37,14,Paul Reed,PHI,Joel Embiid,PHI,,
115,3POINT.ASSIST,2,5:15,Dort 23' 3PT Jump Shot (20 PTS) (Giddey 1 AST),51 - 40,11,Luguentz Dort,OKC,Josh Giddey,OKC,,
116,2POINTMISS,2,5:00,MISS Embiid 17' Jump Shot,51 - 40,11,Joel Embiid,PHI,,,,
117,REBOUND,2,4:58,Muscala REBOUND (Def:1),51 - 40,11,Mike Muscala,OKC,,,,
118,2POINT,2,4:40,Gilgeous-Alexander 15' Fadeaway Jump Shot (13 PTS),51 - 42,9,Shai Gilgeous-Alexander,OKC,,,,
119,FOUL,2,4:25,Harris P.FOUL (P1.T2) (Foster),51 - 42,9,Tobias Harris,PHI,Luguentz Dort,OKC,,
120,FTMAKE,2,4:25,Dort Free Throw 1 of 2 (21 PTS),51 - 43,8,Luguentz Dort,OKC,,,,
121,FTMISS,2,4:25,Dort Free Throw 2 of 2 Miss,51 - 43,8,Luguentz Dort,OKC,,,,
122,REBOUND,2,4:24,Embiid REBOUND (Def:4),51 - 43,8,Joel Embiid,PHI,,,,
123,3POINT,2,4:10,Maxey 27' 3PT Jump Shot (16 PTS),54 - 43,11,Tyrese Maxey,PHI,,,,
124,TURNOVER,2,3:55,Thunder Turnover: Bad Pass by Giddey,54 - 43,11,Josh Giddey,OKC,,,,
125,STEAL,2,3:53,Curry STEAL (2 STL),54 - 43,11,Seth Curry,PHI,,,,
126,3POINT,2,3:40,Curry 28' 3PT Jump Shot (19 PTS),57 - 43,14,Seth Curry,PHI,,,,
127,2POINTMISS,2,3:25,MISS Gilgeous-Alexander 12' Jump Shot,57 - 43,14,Shai Gilgeous-Alexander,OKC,,,,
128,REBOUND,2,3:23,Harris REBOUND (Def:2),57 - 43,14,Tobias Harris,PHI,,,,
129,2POINT,2,3:05,Harris 6' Layup (6 PTS),59 - 43,16,Tobias Harris,PHI,,,,
130,TIMEOUT,2,2:50,THUNDER Timeout: Regular,59 - 43,16,,,,,,
131,SUB,2,2:50,SUB: Bazley FOR Muscala,59 - 43,16,Mike Muscala,OKC,Darius Bazley,OKC,,
132,3POINT,2,2:35,Dort 24' 3PT Jump Shot (24 PTS),59 - 46,13,Luguentz Dort,OKC,,,,
133,2POINT,2,2:20,Embiid 10' Hook Shot (10 PTS),61 - 46,15,Joel Embiid,PHI,,,,
134,FOUL,2,2:05,Curry P.FOUL (P1.T3) (Fitzgerald),61 - 46,15,Seth Curry,PHI,Gilgeous-Alexander,OKC,,
135,FTMAKE,2,2:05,Gilgeous-Alexander Free Throw 1 of 2 (14 PTS),61 - 47,14,Shai Gilgeous-Alexander,OKC,,,,
136,FTMAKE,2,2:05,Gilgeous-Alexander Free Throw 2 of 2 (15 PTS),61 - 49,12,Shai Gilgeous-Alexander,OKC,,,,
137,3POINTMISS,2,1:50,MISS Curry 26' 3PT,61 - 49,12,Seth Curry,PHI,,,,
138,REBOUND,2,1:48,Giddey REBOUND (Def:2),61 - 49,12,Josh Giddey,OKC,,,,
139,2POINT,2,1:30,Giddey 10' Floater (8 PTS),61 - 51,10,Josh Giddey,OKC,,,,
140,FOUL,2,1:15,Embiid S.FOUL (P2.T4) (Washington),61 - 51,10,Joel Embiid,PHI,Darius Bazley,OKC,,
141,FTMISS,2,1:15,Bazley Free Throw 1 of 2 Miss,61 - 51,10,Darius Bazley,OKC,,,,
142,FTMAKE,2,1:15,Bazley Free Throw 2 of 2 (1 PTS),61 - 52,9,Darius Bazley,OKC,,,,
143,2POINT,2,1:00,Maxey 15' Pull-up Jump Shot (18 PTS),63 - 52,11,Tyrese Maxey,PHI,,,,
144,3POINT,2,0:45,Gilgeous-Alexander 27' 3PT Jump Shot (18 PTS),63 - 55,8,Shai Gilgeous-Alexander,OKC,,,,
145,2POINT,2,0:30,Embiid 8' Fadeaway Jump Shot (12 PTS),65 - 55,10,Joel Embiid,PHI,,,,
146,3POINTMISS,2,0:15,MISS Dort 28' 3PT,65 - 55,10,Luguentz Dort,OKC,,,,
147,REBOUND,2,0:13,Maxey REBOUND (Def:3),65 - 55,10,Tyrese Maxey,PHI,,,,
148,ENDOFPERIOD,2,0:00,End of 2nd Period,65 - 55,10,,,,,,
149,STARTOFPERIOD,3,12:00,Start of 3rd Period,65 - 55,10,,,,,,
150,SUB,3,12:00,SUB: Embiid FOR Reed,65 - 55,10,Paul Reed,PHI,Joel Embiid,PHI,,
151,2POINT,3,11:45,Embiid 6' Layup (14 PTS),67 - 55,12,Joel Embiid,PHI,,,,
152,FOUL,3,11:30,Holmgren S.FOUL (P1.T1) (Foster),67 - 55,12,Chet Holmgren,OKC,Joel Embiid,PHI,,
153,FTMAKE,3,11:30,Embiid Free Throw 1 of 1 (15 PTS),68 - 55,13,Joel Embiid,PHI,,,,
154,3POINT,3,11:15,Gilgeous-Alexander 27' 3PT Jump Shot (21 PTS),68 - 58,10,Shai Gilgeous-Alexander,OKC,,,,
155,TURNOVER,3,11:00,76ers Turnover: Traveling by Maxey,68 - 58,10,Tyrese Maxey,PHI,,,,
156,STEAL,3,10:58,Dort STEAL (2 STL),68 - 58,10,Luguentz Dort,OKC,,,,
157,2POINT,3,10:45,Dort 8' Layup (26 PTS),68 - 60,8,Luguentz Dort,OKC,,,,
158,2POINTMISS,3,10:30,MISS Embiid 12' Hook Shot,68 - 60,8,Joel Embiid,PHI,,,,
159,REBOUND,3,10:28,Bazley REBOUND (Def:3),68 - 60,8,Darius Bazley,OKC,,,,
160,3POINTMISS,3,10:15,MISS Giddey 25' 3PT,68 - 60,8,Josh Giddey,OKC,,,,
161,REBOUND,3,10:13,Embiid REBOUND (Def:5),68 - 60,8,Joel Embiid,PHI,,,,
162,2POINT,3,10:00,Embiid 8' Turnaround Jump Shot (17 PTS),70 - 60,10,Joel Embiid,PHI,,,,
163,FOUL,3,9:45,Harris S.FOUL (P2.T2) (Fitzgerald),70 - 60,10,Tobias Harris,PHI,Shai Gilgeous-Alexander,OKC,,
164,FTMISS,3,9:45,Gilgeous-Alexander Free Throw 1 of 2 Miss,70 - 60,10,Shai Gilgeous-Alexander,OKC,,,,
165,FTMAKE,3,9:45,Gilgeous-Alexander Free Throw 2 of 2 (22 PTS),70 - 61,9,Shai Gilgeous-Alexander,OKC,,,,
166,3POINT,3,9:30,Curry 24' 3PT Jump Shot (22 PTS),73 - 61,12,Seth Curry,PHI,,,,
167,2POINTMISS,3,9:15,MISS Dort 16' Jump Shot,73 - 61,12,Luguentz Dort,OKC,,,,
168,REBOUND,3,9:13,Curry REBOUND (Def:3),73 - 61,12,Seth Curry,PHI,,,,
169,2POINT,3,9:00,Maxey 10' Pull-up Jump Shot (20 PTS),75 - 61,14,Tyrese Maxey,PHI,,,,
170,TURNOVER,3,8:45,Thunder Turnover: Lost Ball by Holmgren,75 - 61,14,Chet Holmgren,OKC,,,,
171,STEAL,3,8:43,Harris STEAL (1 STL),75 - 61,14,Tobias Harris,PHI,,,,
172,3POINTMISS,3,8:30,MISS Harris 27' 3PT,75 - 61,14,Tobias Harris,PHI,,,,
173,REBOUND,3,8:28,Gilgeous-Alexander REBOUND (Def:5),75 - 61,14,Shai Gilgeous-Alexander,OKC,,,,
174,2POINT,3,8:15,Gilgeous-Alexander 12' Floater (24 PTS),75 - 63,12,Shai Gilgeous-Alexander,OKC,,,,
175,3POINTMISS,3,8:00,MISS Curry 26' 3PT,75 - 63,12,Seth Curry,PHI,,,,
176,REBOUND,3,7:58,Dort REBOUND (Def:3),75 - 63,12,Luguentz Dort,OKC,,,,
177,2POINT,3,7:45,Dort 14' Jump Shot (28 PTS),75 - 65,10,Luguentz Dort,OKC,,,,
178,TIMEOUT,3,7:30,76ERS Timeout: Regular,75 - 65,10,,,,,,
179,SUB,3,7:30,SUB: Thybulle FOR Harris,75 - 65,10,Tobias Harris,PHI,Matisse Thybulle,PHI,,
180,3POINT,3,7:15,Maxey 25' 3PT Jump Shot (23 PTS),78 - 65,13,Tyrese Maxey,PHI,,,,
181,2POINTMISS,3,7:00,MISS Bazley 18' Jump Shot,78 - 65,13,Darius Bazley,OKC,,,,
182,REBOUND,3,6:58,Embiid REBOUND (Def:6),78 - 65,13,Joel Embiid,PHI,,,,
183,2POINT,3,6:45,Curry 12' Floater (24 PTS),80 - 65,15,Seth Curry,PHI,,,,
184,FOUL,3,6:30,Embiid S.FOUL (P3.T3) (Washington),80 - 65,15,Joel Embiid,PHI,Darius Bazley,OKC,,
185,FTMISS,3,6:30,Bazley Free Throw 1 of 2 Miss,80 - 65,15,Darius Bazley,OKC,,,,
186,FTMAKE,3,6:30,Bazley Free Throw 2 of 2 (2 PTS),80 - 66,14,Darius Bazley,OKC,,,,
187,2POINT,3,6:15,Embiid 15' Fadeaway Jump Shot (19 PTS),82 - 66,16,Joel Embiid,PHI,,,,
188,3POINT,3,6:00,Gilgeous-Alexander 27' 3PT Jump Shot (27 PTS),82 - 69,13,Shai Gilgeous-Alexander,OKC,,,,
189,TURNOVER,3,5:45,76ers Turnover: Bad Pass by Maxey,82 - 69,13,Tyrese Maxey,PHI,,,,
190,STEAL,3,5:43,Dort STEAL (3 STL),82 - 69,13,Luguentz Dort,OKC,,,,
191,2POINT,3,5:30,Dort 6' Layup (30 PTS),82 - 71,11,Luguentz Dort,OKC,,,,
192,3POINTMISS,3,5:15,MISS Maxey 23' 3PT,82 - 71,11,Tyrese Maxey,PHI,,,,
193,REBOUND,3,5:13,Giddey REBOUND (Def:3),82 - 71,11,Josh Giddey,OKC,,,,
194,3POINT,3,5:00,Giddey 27' 3PT Jump Shot (11 PTS),82 - 74,8,Josh Giddey,OKC,,,,
195,2POINTMISS,3,4:45,MISS Embiid 18' Jump Shot,82 - 74,8,Joel Embiid,PHI,,,,
196,REBOUND,3,4:43,Holmgren REBOUND (Def:4),82 - 74,8,Chet Holmgren,OKC,,,,
197,2POINT,3,4:30,Holmgren 8' Layup (2 PTS),82 - 76,6,Chet Holmgren,OKC,,,,
198,TURNOVER,3,4:15,76ers Turnover: Traveling by Curry,82 - 76,6,Seth Curry,PHI,,,,
199,STEAL,3,4:13,Gilgeous-Alexander STEAL (3 STL),82 - 76,6,Shai Gilgeous-Alexander,OKC,,,,
200,2POINT,3,4:00,Gilgeous-Alexander 10' Pull-up Jump Shot (29 PTS),82 - 78,4,Shai Gilgeous-Alexander,OKC,,,,
201,TIMEOUT,3,3:45,76ERS Timeout: Regular,82 - 78,4,,,,,,
202,SUB,3,3:45,SUB: Reed FOR Embiid,82 - 78,4,Joel Embiid,PHI,Paul Reed,PHI,,
203,3POINT,3,3:30,Curry 25' 3PT Jump Shot (27 PTS),85 - 78,7,Seth Curry,PHI,,,,
204,FOUL,3,3:15,Reed P.FOUL (P2.T4) (Maddox),85 - 78,7,Paul Reed,PHI,Darius Bazley,OKC,,
205,FTMISS,3,3:15,Bazley Free Throw 1 of 2 Miss,85 - 78,7,Darius Bazley,OKC,,,,
206,FTMAKE,3,3:15,Bazley Free Throw 2 of 2 (3 PTS),85 - 79,6,Darius Bazley,OKC,,,,
207,2POINT,3,3:00,Maxey 12' Floater (25 PTS),87 - 79,8,Tyrese Maxey,PHI,,,,
208,3POINTMISS,3,2:45,MISS Dort 26' 3PT,87 - 79,8,Luguentz Dort,OKC,,,,
209,REBOUND,3,2:43,Curry REBOUND (Def:4),87 - 79,8,Seth Curry,PHI,,,,
210,2POINT,3,2:30,Curry 15' Jump Shot (29 PTS),89 - 79,10,Seth Curry,PHI,,,,
211,FOUL,3,2:15,Holmgren S.FOUL (P2.T2) (Washington),89 - 79,10,Chet Holmgren,OKC,Tyrese Maxey,PHI,,
212,FTMAKE,3,2:15,Maxey Free Throw 1 of 1 (26 PTS),90 - 79,11,Tyrese Maxey,PHI,,,,
213,2POINTMISS,3,2:00,MISS Giddey 16' Jump Shot,90 - 79,11,Josh Giddey,OKC,,,,
214,REBOUND,3,1:58,Reed REBOUND (Def:4),90 - 79,11,Paul Reed,PHI,,,,
215,3POINT,3,1:45,Maxey 27' 3PT Jump Shot (29 PTS),93 - 79,14,Tyrese Maxey,PHI,,,,
216,TURNOVER,3,1:30,Thunder Turnover: Out of Bounds by Bazley,93 - 79,14,Darius Bazley,OKC,,,,
217,STEAL,3,1:28,Curry STEAL (3 STL),93 - 79,14,Seth Curry,PHI,,,,
218,2POINT,3,1:15,Curry 10' Floater (31 PTS),95 - 79,16,Seth Curry,PHI,,,,
219,FOUL,3,1:00,Reed P.FOUL (P3.T5) (Fitzgerald),95 - 79,16,Paul Reed,PHI,Shai Gilgeous-Alexander,OKC,,
220,FTMAKE,3,1:00,Gilgeous-Alexander Free Throw 1 of 2 (30 PTS),95 - 80,15,Shai Gilgeous-Alexander,OKC,,,,
221,FTMAKE,3,1:00,Gilgeous-Alexander Free Throw 2 of 2 (31 PTS),95 - 82,13,Shai Gilgeous-Alexander,OKC,,,,
222,3POINTMISS,3,0:45,MISS Maxey 28' 3PT,95 - 82,13,Tyrese Maxey,PHI,,,,
223,REBOUND,3,0:43,Dort REBOUND (Def:4),95 - 82,13,Luguentz Dort,OKC,,,,
224,2POINT,3,0:30,Dort 15' Pull-up Jump Shot (32 PTS),95 - 84,11,Luguentz Dort,OKC,,,,
