,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
66,SUB,1,4:36,SUB: Horton-Tucker FOR Williams,24 - 33,9,Jalen Williams,OKC,Talen Horton-Tucker,OKC,,
67,2POINT.ASSIST,1,4:16,Looney 2' Cutting Dunk Shot (8 PTS) (Curry 5 AST),24 - 35,11,Kevon Looney,GSW,Stephen Curry,GSW,,
68,FOUL,1,4:09,Curry P.FOUL (P2.T7) (J.Capers),24 - 35,11,Stephen Curry,GSW,Horton-Tucker,OKC,,
69,TURNOVER,1,4:09,Curry Personal Foul Turnover (P1.T5),24 - 35,11,Stephen Curry,GSW,,,,
70,2POINT,1,3:56,Horton-Tucker 13' Pullup Jump Shot (2 PTS),26 - 35,9,Talen Horton-Tucker,OKC,,,,
71,FOUL,1,3:44,Kuminga S.FOUL (P4.T8) (D.Guthrie),26 - 35,9,Jonathan Kuminga,GSW,Horton-Tucker,OKC,,
72,FTMAKE,1,3:44,Horton-Tucker Free Throw 1 of 2 (3 PTS),27 - 35,8,Talen Horton-Tucker,OKC,,,,
73,FTMAKE,1,3:44,Horton-Tucker Free Throw 2 of 2 (4 PTS),28 - 35,7,Talen Horton-Tucker,OKC,,,,
74,2POINT,1,3:31,Kuminga 11' Fadeaway Jump Shot (2 PTS),28 - 37,9,Jonathan Kuminga,GSW,,,,
75,2POINT.ASSIST,1,3:18,Horton-Tucker 1' Driving Layup (6 PTS) (Holmgren 1 AST),30 - 37,7,Talen Horton-Tucker,OKC,Chet Holmgren,OKC,,
76,2POINT.ASSIST,1,3:04,Poole 6' Driving Layup (10 PTS) (Curry 6 AST),30 - 39,9,Jordan Poole,GSW,Stephen Curry,GSW,,
77,2POINTMISS,1,2:55,MISS Holmgren 3' Layup,30 - 39,9,Chet Holmgren,OKC,,,,
78,REBOUND,1,2:52,Kuminga REBOUND (Off:0 Def:1),30 - 39,9,Jonathan Kuminga,GSW,,,,
79,3POINTMISS,1,2:47,MISS Curry 26' 3PT Jump Shot,30 - 39,9,Stephen Curry,GSW,,,,
80,REBOUND,1,2:44,Looney REBOUND (Off:1 Def:1),30 - 39,9,Kevon Looney,GSW,,,,
81,2POINT,1,2:38,Looney 5' Putback Layup (10 PTS),30 - 41,11,Kevon Looney,GSW,,,,
82,FOUL,1,2:29,Holmgren P.FOUL (P2.T2) (J.Capers),30 - 41,11,Chet Holmgren,OKC,Kuminga,GSW,,
83,TURNOVER,1,2:29,Holmgren Personal Foul Turnover (P1.T5),30 - 41,11,Chet Holmgren,OKC,,,,
84,SUB,1,2:29,SUB: Muscala FOR Holmgren,30 - 41,11,Chet Holmgren,OKC,Mike Muscala,OKC,,
85,2POINT,1,2:18,Poole 15' Pullup Jump Shot (12 PTS),30 - 43,13,Jordan Poole,GSW,,,,
86,2POINT,1,2:01,Horton-Tucker 9' Driving Jump Shot (8 PTS),32 - 43,11,Talen Horton-Tucker,OKC,,,,
87,FOUL,1,1:43,Muscala P.FOUL (P1.T3) (J.Capers),32 - 43,11,Mike Muscala,OKC,Looney,GSW,,
88,FTMAKE,1,1:43,Looney Free Throw 1 of 2 (11 PTS),32 - 44,12,Kevon Looney,GSW,,,,
89,FTMISS,1,1:43,MISS Looney Free Throw 2 of 2,32 - 44,12,Kevon Looney,GSW,,,,
90,REBOUND,1,1:41,Muscala REBOUND (Off:0 Def:1),32 - 44,12,Mike Muscala,OKC,,,,
91,2POINTMISS,1,1:36,MISS Muscala 15' Fadeaway Jump Shot,32 - 44,12,Mike Muscala,OKC,,,,
92,REBOUND,1,1:33,Poole REBOUND (Off:0 Def:1),32 - 44,12,Jordan Poole,GSW,,,,
93,2POINT,1,1:21,Poole 12' Step Back Jump Shot (14 PTS),32 - 46,14,Jordan Poole,GSW,,,,
94,FOUL,1,1:04,Muscala P.FOUL (P2.T4) (D.Guthrie),32 - 46,14,Mike Muscala,OKC,Poole,GSW,,
95,FTMAKE,1,1:04,Poole Free Throw 1 of 2 (15 PTS),32 - 47,15,Jordan Poole,GSW,,,,
96,FTMAKE,1,1:04,Poole Free Throw 2 of 2 (16 PTS),32 - 48,16,Jordan Poole,GSW,,,,
97,2POINTMISS,1,0:47,MISS Horton-Tucker 4' Hook Shot,32 - 48,16,Talen Horton-Tucker,OKC,,,,
98,REBOUND,1,0:45,Looney REBOUND (Off:1 Def:2),32 - 48,16,Kevon Looney,GSW,,,,
99,FOUL,1,0:41,Horton-Tucker P.FOUL (P1.T5) (J.Capers),32 - 48,16,Talen Horton-Tucker,OKC,Thompson,GSW,,
100,FTMAKE,1,0:41,Thompson Free Throw 1 of 2 (11 PTS),32 - 49,17,Klay Thompson,GSW,,,,
101,FTMAKE,1,0:41,Thompson Free Throw 2 of 2 (12 PTS),32 - 50,18,Klay Thompson,GSW,,,,
102,TURNOVER,1,0:30,Muscala Bad Pass Turnover (P1.T6),32 - 50,18,Mike Muscala,OKC,,,,
103,2POINT.ASSIST,1,0:21,Poole 2' Layup (18 PTS) (Curry 7 AST),32 - 52,20,Jordan Poole,GSW,Stephen Curry,GSW,,
104,FOUL,1,0:16,Horton-Tucker P.FOUL (P2.PN) (J.Capers),32 - 52,20,Talen Horton-Tucker,OKC,Poole,GSW,,
105,FTMAKE,1,0:16,Poole Free Throw 1 of 2 (19 PTS),32 - 53,21,Jordan Poole,GSW,,,,
106,FTMISS,1,0:16,MISS Poole Free Throw 2 of 2,32 - 53,21,Jordan Poole,GSW,,,,
107,REBOUND,1,0:14,Muscala REBOUND (Off:0 Def:2),32 - 53,21,Mike Muscala,OKC,,,,
108,2POINTMISS,1,0:00,MISS Horton-Tucker 8' Pullup Jump Shot,32 - 53,21,Talen Horton-Tucker,OKC,,,,
109,REBOUND,1,0:00,Poole REBOUND (Off:0 Def:2),32 - 53,21,Jordan Poole,GSW,,,,
110,ENDOFPERIOD,1,0:00,End of 1st Period (7:23 PM EST),32 - 53,21,,,,,,
111,STARTOFPERIOD,2,12:00,Start of 2nd Period (7:26 PM EST),32 - 53,21,,,,,,
112,3POINTMISS,2,11:41,MISS Curry 27' 3PT Pull-Up Jump Shot,32 - 53,21,Stephen Curry,GSW,,,,
113,REBOUND,2,11:38,Horton-Tucker REBOUND (Off:0 Def:1),32 - 53,21,Talen Horton-Tucker,OKC,,,,
114,2POINT.ASSIST,2,11:28,Horton-Tucker 10' Pullup Jump Shot (10 PTS) (Muscala 1 AST),34 - 53,19,Talen Horton-Tucker,OKC,Mike Muscala,OKC,,
115,FOUL,2,11:18,Poole P.FOUL (P1.T1) (J.Capers),34 - 53,19,Jordan Poole,GSW,Jalen Williams,OKC,,
116,FTMAKE,2,11:18,Williams Free Throw 1 of 2 (11 PTS),35 - 53,18,Jalen Williams,OKC,,,,
117,SUB,2,11:18,SUB: DiVincenzo FOR Thompson,35 - 53,18,Klay Thompson,GSW,Donte DiVincenzo,GSW,,
118,FTMAKE,2,11:18,Williams Free Throw 2 of 2 (12 PTS),36 - 53,17,Jalen Williams,OKC,,,,
119,FOUL,2,11:08,Horton-Tucker S.FOUL (P3.T1) (D.Guthrie),36 - 53,17,Talen Horton-Tucker,OKC,Curry,GSW,,
120,FTMAKE,2,11:08,Curry Free Throw 1 of 2 (12 PTS),36 - 54,18,Stephen Curry,GSW,,,,
121,SUB,2,11:08,SUB: Kennard FOR Horton-Tucker,36 - 54,18,Talen Horton-Tucker,OKC,Luke Kennard,OKC,,
122,FTMAKE,2,11:08,Curry Free Throw 2 of 2 (13 PTS),36 - 55,19,Stephen Curry,GSW,,,,
123,2POINT.ASSIST,2,10:56,Kennard 13' Pullup Jump Shot (2 PTS) (Muscala 2 AST),38 - 55,17,Luke Kennard,OKC,Mike Muscala,OKC,,
124,3POINTMISS,2,10:43,MISS DiVincenzo 27' 3PT Jump Shot,38 - 55,17,Donte DiVincenzo,GSW,,,,
125,REBOUND,2,10:41,Muscala REBOUND (Off:0 Def:3),38 - 55,17,Mike Muscala,OKC,,,,
126,2POINTMISS,2,10:34,MISS Kennard 18' Pullup Jump Shot,38 - 55,17,Luke Kennard,OKC,,,,
127,REBOUND,2,10:33,Curry REBOUND (Off:0 Def:3),38 - 55,17,Stephen Curry,GSW,,,,
128,2POINT,2,10:24,Poole 13' Pullup Jump Shot (20 PTS),38 - 57,19,Jordan Poole,GSW,,,,
129,FOUL,2,10:06,Kuminga S.FOUL (P5.T9) (D.Guthrie),38 - 57,19,Jonathan Kuminga,GSW,Kennard,OKC,,
130,FTMAKE,2,10:06,Kennard Free Throw 1 of 2 (3 PTS),39 - 57,18,Luke Kennard,OKC,,,,
131,FTMAKE,2,10:06,Kennard Free Throw 2 of 2 (4 PTS),40 - 57,17,Luke Kennard,OKC,,,,
132,2POINT.ASSIST,2,9:46,Curry 13' Pullup Jump Shot (15 PTS) (DiVincenzo 1 AST),40 - 59,19,Stephen Curry,GSW,Donte DiVincenzo,GSW,,
133,2POINT,2,9:34,Kennard 13' Pullup Jump Shot (6 PTS),42 - 59,17,Luke Kennard,OKC,,,,
134,FOUL,2,9:13,Muscala S.FOUL (P3.T2) (J.Capers),42 - 59,17,Mike Muscala,OKC,Looney,GSW,,
135,FTMAKE,2,9:13,Looney Free Throw 1 of 2 (12 PTS),42 - 60,18,Kevon Looney,GSW,,,,
136,FTMAKE,2,9:13,Looney Free Throw 2 of 2 (13 PTS),42 - 61,19,Kevon Looney,GSW,,,,
137,SUB,2,9:13,SUB: Green FOR Holmgren,42 - 61,19,Chet Holmgren,OKC,Josh Green,OKC,,
138,3POINTMISS,2,9:00,MISS Curry 27' 3PT Pull-Up Jump Shot,42 - 61,19,Stephen Curry,GSW,,,,
139,REBOUND,2,8:56,Kennard REBOUND (Off:0 Def:1),42 - 61,19,Luke Kennard,OKC,,,,
140,2POINT.ASSIST,2,8:47,Green 4' Driving Layup (2 PTS) (Muscala 3 AST),44 - 61,17,Josh Green,OKC,Mike Muscala,OKC,,
141,FOUL,2,8:35,Looney P.FOUL (P2.T1) (D.Guthrie),44 - 61,17,Kevon Looney,GSW,Green,OKC,,
142,SUB,2,8:35,SUB: Lamb FOR Kennard,44 - 61,17,Luke Kennard,OKC,Rodney Lamb,OKC,,
143,FTMAKE,2,8:35,Green Free Throw 1 of 2 (3 PTS),45 - 61,16,Josh Green,OKC,,,,
144,FTMAKE,2,8:35,Green Free Throw 2 of 2 (4 PTS),46 - 61,15,Josh Green,OKC,,,,
145,3POINT.ASSIST,2,8:26,Lamb 3PT Jump Shot (3 PTS) (Williams 2 AST),49 - 61,12,Rodney Lamb,OKC,Jalen Williams,OKC,,
146,FOUL,2,8:14,DiVincenzo S.FOUL (P1.T2) (D.Guthrie),49 - 61,12,Donte DiVincenzo,GSW,Lamb,OKC,,
147,FTMAKE,2,8:14,Lamb Free Throw 1 of 2 (4 PTS),50 - 61,11,Rodney Lamb,OKC,,,,
148,FTMAKE,2,8:14,Lamb Free Throw 2 of 2 (5 PTS),51 - 61,10,Rodney Lamb,OKC,,,,
149,2POINT.ASSIST,2,8:03,Poole 5' Driving Finger Roll Layup (22 PTS) (Curry 8 AST),51 - 63,12,Jordan Poole,GSW,Stephen Curry,GSW,,
150,2POINTMISS,2,7:50,MISS Green 8' Hook Shot,51 - 63,12,Josh Green,OKC,,,,
151,REBOUND,2,7:47,Poole REBOUND (Off:0 Def:3),51 - 63,12,Jordan Poole,GSW,,,,
152,2POINTMISS,2,7:42,MISS Poole 14' Step Back Jump Shot,51 - 63,12,Jordan Poole,GSW,,,,
153,REBOUND,2,7:40,Muscala REBOUND (Off:0 Def:4),51 - 63,12,Mike Muscala,OKC,,,,
154,3POINTMISS,2,7:33,MISS Lamb 26' 3PT Jump Shot,51 - 63,12,Rodney Lamb,OKC,,,,
155,REBOUND,2,7:30,Curry REBOUND (Off:0 Def:4),51 - 63,12,Stephen Curry,GSW,,,,
156,TURNOVER,2,7:25,Lamb Discontinue Dribble Turnover (P1.T7),51 - 63,12,Rodney Lamb,OKC,,,,
157,SUB,2,7:25,SUB: Gilgeous-Alexander FOR Lamb,51 - 63,12,Rodney Lamb,OKC,Shai Gilgeous-Alexander,OKC,,
158,2POINT.ASSIST,2,7:04,Poole 5' Driving Finger Roll Layup (24 PTS) (Curry 9 AST),51 - 65,14,Jordan Poole,GSW,Stephen Curry,GSW,,
159,2POINTMISS,2,6:47,MISS Green 12' Jump Shot,51 - 65,14,Josh Green,OKC,,,,
160,REBOUND,2,6:44,Curry REBOUND (Off:0 Def:5),51 - 65,14,Stephen Curry,GSW,,,,
161,3POINTMISS,2,6:40,MISS DiVincenzo 25' 3PT Jump Shot,51 - 65,14,Donte DiVincenzo,GSW,,,,
162,REBOUND,2,6:37,Gilgeous-Alexander REBOUND (Off:0 Def:1),51 - 65,14,Shai Gilgeous-Alexander,OKC,,,,
163,2POINTMISS,2,6:27,MISS Gilgeous-Alexander 1' Driving Layup,51 - 65,14,Shai Gilgeous-Alexander,OKC,,,,
164,REBOUND,2,6:26,Curry REBOUND (Off:0 Def:6),51 - 65,14,Stephen Curry,GSW,,,,
165,3POINT.ASSIST,2,6:21,DiVincenzo 27' 3PT Jump Shot (3 PTS) (Curry 10 AST),51 - 68,17,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
166,2POINTMISS,2,6:08,MISS Green 10' Pullup Jump Shot,51 - 68,17,Josh Green,OKC,,,,
167,REBOUND,2,6:05,Curry REBOUND (Off:0 Def:7),51 - 68,17,Stephen Curry,GSW,,,,
168,2POINT,2,5:57,Poole 8' Turnaround Fadeaway (26 PTS),51 - 70,19,Jordan Poole,GSW,,,,
169,FOUL,2,5:43,DiVincenzo S.FOUL (P2.T3) (D.Guthrie),51 - 70,19,Donte DiVincenzo,GSW,Williams,OKC,,
170,FTMAKE,2,5:43,Williams Free Throw 1 of 2 (13 PTS),52 - 70,18,Jalen Williams,OKC,,,,
171,FTMAKE,2,5:43,Williams Free Throw 2 of 2 (14 PTS),53 - 70,17,Jalen Williams,OKC,,,,
172,TURNOVER,2,5:28,Gilgeous-Alexander Lost Ball Turnover (P2.T8),53 - 70,17,Shai Gilgeous-Alexander,OKC,,,,
173,STEAL,2,5:27,Curry STEAL (1 STL),53 - 70,17,Stephen Curry,GSW,,,,
174,2POINT.ASSIST,2,5:23,Curry 2' Driving Layup (17 PTS) (Looney 2 AST),53 - 72,19,Stephen Curry,GSW,Kevon Looney,GSW,,
175,FOUL,2,5:10,Green P.FOUL (P2.T3) (J.Capers),53 - 72,19,Josh Green,OKC,Curry,GSW,,
176,SUB,2,5:10,SUB: Holmgren FOR Green,53 - 72,19,Josh Green,OKC,Chet Holmgren,OKC,,
177,FTMAKE,2,5:10,Curry Free Throw 1 of 2 (18 PTS),53 - 73,20,Stephen Curry,GSW,,,,
178,FTMAKE,2,5:10,Curry Free Throw 2 of 2 (19 PTS),53 - 74,21,Stephen Curry,GSW,,,,
179,2POINT.ASSIST,2,4:54,Holmgren 2' Cutting Dunk Shot (6 PTS) (Gilgeous-Alexander 4 AST),55 - 74,19,Chet Holmgren,OKC,Shai Gilgeous-Alexander,OKC,,
180,2POINT,2,4:35,DiVincenzo 12' Step Back Jump Shot (5 PTS),55 - 76,21,Donte DiVincenzo,GSW,,,,
181,TURNOVER,2,4:20,Gilgeous-Alexander Out of Bounds - Bad Pass Turnover (P3.T9),55 - 76,21,Shai Gilgeous-Alexander,OKC,,,,
182,SUB,2,4:20,SUB: Williams FOR Muscala,55 - 76,21,Mike Muscala,OKC,Jalen Williams,OKC,,
183,2POINT.ASSIST,2,4:06,Looney 5' Layup (15 PTS) (Curry 11 AST),55 - 78,23,Kevon Looney,GSW,Stephen Curry,GSW,,
184,2POINTMISS,2,3:55,MISS Holmgren 6' Hook Shot,55 - 78,23,Chet Holmgren,OKC,,,,
185,REBOUND,2,3:53,Looney REBOUND (Off:2 Def:2),55 - 78,23,Kevon Looney,GSW,,,,
186,3POINTMISS,2,3:50,MISS Curry 26' 3PT Jump Shot,55 - 78,23,Stephen Curry,GSW,,,,
187,REBOUND,2,3:47,Holmgren REBOUND (Off:0 Def:3),55 - 78,23,Chet Holmgren,OKC,,,,
188,2POINT.ASSIST,2,3:38,Gilgeous-Alexander 6' Driving Floating Jump Shot (12 PTS) (Williams 3 AST),57 - 78,21,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
189,FOUL,2,3:23,Holmgren P.FOUL (P3.T4) (J.Capers),57 - 78,21,Chet Holmgren,OKC,Looney,GSW,,
190,FTMAKE,2,3:23,Looney Free Throw 1 of 2 (16 PTS),57 - 79,22,Kevon Looney,GSW,,,,
191,SUB,2,3:23,SUB: Kuminga FOR Looney,57 - 79,22,Kevon Looney,GSW,Jonathan Kuminga,GSW,,
192,FTMAKE,2,3:23,Looney Free Throw 2 of 2 (17 PTS),57 - 80,23,Kevon Looney,GSW,,,,
193,FOUL,2,3:10,Gilgeous-Alexander S.FOUL (P4.T5) (J.Capers),57 - 80,23,Shai Gilgeous-Alexander,OKC,Curry,GSW,,
194,SUB,2,3:10,SUB: Kennard FOR Gilgeous-Alexander,57 - 80,23,Shai Gilgeous-Alexander,OKC,Luke Kennard,OKC,,
195,FTMAKE,2,3:10,Curry Free Throw 1 of 2 (20 PTS),57 - 81,24,Stephen Curry,GSW,,,,
196,FTMAKE,2,3:10,Curry Free Throw 2 of 2 (21 PTS),57 - 82,25,Stephen Curry,GSW,,,,
197,3POINT.ASSIST,2,2:54,Kennard 26' 3PT Jump Shot (9 PTS) (Williams 4 AST),60 - 82,22,Luke Kennard,OKC,Jalen Williams,OKC,,
198,3POINT,2,2:40,Poole 26' 3PT Pull-Up Jump Shot (29 PTS),60 - 85,25,Jordan Poole,GSW,,,,
199,2POINTMISS,2,2:29,MISS Williams 13' Step Back Jump Shot,60 - 85,25,Jalen Williams,OKC,,,,
200,REBOUND,2,2:26,Kuminga REBOUND (Off:1 Def:1),60 - 85,25,Jonathan Kuminga,GSW,,,,
201,2POINT,2,2:14,Kuminga 10' Turnaround Jump Shot (4 PTS),60 - 87,27,Jonathan Kuminga,GSW,,,,
202,FOUL,2,2:08,Holmgren P.FOUL (P4.T5) (D.Guthrie),60 - 87,27,Chet Holmgren,OKC,Kuminga,GSW,,
203,TURNOVER,2,2:08,Holmgren Personal Foul Turnover (P2.T10),60 - 87,27,Chet Holmgren,OKC,,,,
