,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
85,2POINT.ASSIST,1,4:25,Gilgeous-Alexander 2' Driving Layup (28 PTS) (Jalen Williams 3 AST),48 - 24,-24,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
86,FOUL,1,4:15,Jalen Williams S.FOUL (P4.T11) (J.Goble),48 - 24,-24,Jalen Williams,OKC,Haliburton,IND,,
87,SUB,1,4:15,SUB: Kenrich Williams FOR Jalen Williams,48 - 24,-24,Jalen Williams,OKC,Kenrich Williams,OKC,,
88,FTMAKE,1,4:15,Haliburton Free Throw 1 of 2 (17 PTS),48 - 25,-23,Tyrese Haliburton,IND,,,,
89,FTMAKE,1,4:15,Haliburton Free Throw 2 of 2 (18 PTS),48 - 26,-22,Tyrese Haliburton,IND,,,,
90,2POINT.ASSIST,1,4:01,Gilgeous-Alexander 2' Driving Layup (30 PTS) (Kenrich Williams 1 AST),50 - 26,-24,Shai Gilgeous-Alexander,OKC,Kenrich Williams,OKC,,
91,FOUL,1,3:51,Kenrich Williams S.FOUL (P1.T12) (J.Goble),50 - 26,-24,Kenrich Williams,OKC,Haliburton,IND,,
92,FTMAKE,1,3:51,Haliburton Free Throw 1 of 2 (19 PTS),50 - 27,-23,Tyrese Haliburton,IND,,,,
93,FTMAKE,1,3:51,Haliburton Free Throw 2 of 2 (20 PTS),50 - 28,-22,Tyrese Haliburton,IND,,,,
94,2POINT.ASSIST,1,3:38,Dort 2' Driving Layup (16 PTS) (Gilgeous-Alexander 10 AST),52 - 28,-24,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
95,FOUL,1,3:28,Kenrich Williams S.FOUL (P2.T13) (J.Goble),52 - 28,-24,Kenrich Williams,OKC,Haliburton,IND,,
96,FTMAKE,1,3:28,Haliburton Free Throw 1 of 2 (21 PTS),52 - 29,-23,Tyrese Haliburton,IND,,,,
97,FTMAKE,1,3:28,Haliburton Free Throw 2 of 2 (22 PTS),52 - 30,-22,Tyrese Haliburton,IND,,,,
98,2POINT.ASSIST,1,3:15,Gilgeous-Alexander 2' Driving Layup (32 PTS) (Kenrich Williams 2 AST),54 - 30,-24,Shai Gilgeous-Alexander,OKC,Kenrich Williams,OKC,,
99,FOUL,1,3:05,Kenrich Williams S.FOUL (P3.T14) (J.Goble),54 - 30,-24,Kenrich Williams,OKC,Haliburton,IND,,
100,SUB,1,3:05,SUB: Muscala FOR Kenrich Williams,54 - 30,-24,Kenrich Williams,OKC,Mike Muscala,OKC,,
101,FTMAKE,1,3:05,Haliburton Free Throw 1 of 2 (23 PTS),54 - 31,-23,Tyrese Haliburton,IND,,,,
102,FTMAKE,1,3:05,Haliburton Free Throw 2 of 2 (24 PTS),54 - 32,-22,Tyrese Haliburton,IND,,,,
103,2POINT.ASSIST,1,2:52,Gilgeous-Alexander 2' Driving Layup (34 PTS) (Muscala 3 AST),56 - 32,-24,Shai Gilgeous-Alexander,OKC,Mike Muscala,OKC,,
104,FOUL,1,2:42,Muscala S.FOUL (P5.T15) (J.Goble),56 - 32,-24,Mike Muscala,OKC,Haliburton,IND,,
105,SUB,1,2:42,SUB: Jalen Williams FOR Muscala,56 - 32,-24,Mike Muscala,OKC,Jalen Williams,OKC,,
106,FTMAKE,1,2:42,Haliburton Free Throw 1 of 2 (25 PTS),56 - 33,-23,Tyrese Haliburton,IND,,,,
107,FTMAKE,1,2:42,Haliburton Free Throw 2 of 2 (26 PTS),56 - 34,-22,Tyrese Haliburton,IND,,,,
108,2POINT.ASSIST,1,2:29,Gilgeous-Alexander 2' Driving Layup (36 PTS) (Jalen Williams 4 AST),58 - 34,-24,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
109,FOUL,1,2:19,Nesmith S.FOUL (P4.T6) (J.Goble),58 - 34,-24,Aaron Nesmith,IND,Gilgeous-Alexander,OKC,,
110,FTMAKE,1,2:19,Gilgeous-Alexander Free Throw 1 of 2 (37 PTS),59 - 34,-25,Shai Gilgeous-Alexander,OKC,,,,
111,FTMAKE,1,2:19,Gilgeous-Alexander Free Throw 2 of 2 (38 PTS),60 - 34,-26,Shai Gilgeous-Alexander,OKC,,,,
112,2POINT.ASSIST,1,2:06,Dort 2' Driving Layup (18 PTS) (Gilgeous-Alexander 11 AST),62 - 34,-28,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
113,FOUL,1,1:56,Jalen Williams S.FOUL (P5.T16) (J.Goble),62 - 34,-28,Jalen Williams,OKC,Haliburton,IND,,
114,SUB,1,1:56,SUB: Kenrich Williams FOR Jalen Williams,62 - 34,-28,Jalen Williams,OKC,Kenrich Williams,OKC,,
115,FTMAKE,1,1:56,Haliburton Free Throw 1 of 2 (27 PTS),62 - 35,-27,Tyrese Haliburton,IND,,,,
116,FTMAKE,1,1:56,Haliburton Free Throw 2 of 2 (28 PTS),62 - 36,-26,Tyrese Haliburton,IND,,,,
117,2POINT.ASSIST,1,1:43,Gilgeous-Alexander 2' Driving Layup (40 PTS) (Kenrich Williams 3 AST),64 - 36,-28,Shai Gilgeous-Alexander,OKC,Kenrich Williams,OKC,,
118,FOUL,1,1:33,Kenrich Williams S.FOUL (P4.T17) (J.Goble),64 - 36,-28,Kenrich Williams,OKC,Haliburton,IND,,
119,SUB,1,1:33,SUB: Muscala FOR Kenrich Williams,64 - 36,-28,Kenrich Williams,OKC,Mike Muscala,OKC,,
120,FTMAKE,1,1:33,Haliburton Free Throw 1 of 2 (29 PTS),64 - 37,-27,Tyrese Haliburton,IND,,,,
121,FTMAKE,1,1:33,Haliburton Free Throw 2 of 2 (30 PTS),64 - 38,-26,Tyrese Haliburton,IND,,,,
122,2POINT.ASSIST,1,1:20,Gilgeous-Alexander 2' Driving Layup (42 PTS) (Muscala 4 AST),66 - 38,-28,Shai Gilgeous-Alexander,OKC,Mike Muscala,OKC,,
123,FOUL,1,1:10,Muscala S.FOUL (P6.T18) (J.Goble),66 - 38,-28,Mike Muscala,OKC,Haliburton,IND,,
124,SUB,1,1:10,SUB: Jalen Williams FOR Muscala,66 - 38,-28,Mike Muscala,OKC,Jalen Williams,OKC,,
125,FTMAKE,1,1:10,Haliburton Free Throw 1 of 2 (31 PTS),66 - 39,-27,Tyrese Haliburton,IND,,,,
126,FTMAKE,1,1:10,Haliburton Free Throw 2 of 2 (32 PTS),66 - 40,-26,Tyrese Haliburton,IND,,,,
127,2POINT.ASSIST,1,0:57,Gilgeous-Alexander 2' Driving Layup (44 PTS) (Jalen Williams 5 AST),68 - 40,-28,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
128,FOUL,1,0:47,Jalen Williams S.FOUL (P6.T19) (J.Goble),68 - 40,-28,Jalen Williams,OKC,Haliburton,IND,,
129,SUB,1,0:47,SUB: Bazley FOR Jalen Williams,68 - 40,-28,Jalen Williams,OKC,Darius Bazley,OKC,,
130,FTMAKE,1,0:47,Haliburton Free Throw 1 of 2 (33 PTS),68 - 41,-27,Tyrese Haliburton,IND,,,,
131,FTMAKE,1,0:47,Haliburton Free Throw 2 of 2 (34 PTS),68 - 42,-26,Tyrese Haliburton,IND,,,,
132,2POINT.ASSIST,1,0:34,Gilgeous-Alexander 2' Driving Layup (46 PTS) (Bazley 1 AST),70 - 42,-28,Shai Gilgeous-Alexander,OKC,Darius Bazley,OKC,,
133,FOUL,1,0:24,Nesmith S.FOUL (P5.T7) (J.Goble),70 - 42,-28,Aaron Nesmith,IND,Gilgeous-Alexander,OKC,,
134,SUB,1,0:24,SUB: Mathurin FOR Nesmith,70 - 42,-28,Aaron Nesmith,IND,Bennedict Mathurin,IND,,
135,FTMAKE,1,0:24,Gilgeous-Alexander Free Throw 1 of 2 (47 PTS),71 - 42,-29,Shai Gilgeous-Alexander,OKC,,,,
136,FTMAKE,1,0:24,Gilgeous-Alexander Free Throw 2 of 2 (48 PTS),72 - 42,-30,Shai Gilgeous-Alexander,OKC,,,,
137,2POINT.ASSIST,1,0:12,Dort 2' Driving Layup (20 PTS) (Gilgeous-Alexander 12 AST),74 - 42,-32,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
138,FOUL,1,0:02,Mathurin S.FOUL (P2.T8) (J.Goble),74 - 42,-32,Bennedict Mathurin,IND,Gilgeous-Alexander,OKC,,
139,FTMAKE,1,0:02,Gilgeous-Alexander Free Throw 1 of 2 (49 PTS),75 - 42,-33,Shai Gilgeous-Alexander,OKC,,,,
140,FTMAKE,1,0:02,Gilgeous-Alexander Free Throw 2 of 2 (50 PTS),76 - 42,-34,Shai Gilgeous-Alexander,OKC,,,,
141,ENDOFPERIOD,1,0:00,End of 1st Period (7:15 PM EST),76 - 42,-34,,,,,,
142,STARTOFPERIOD,2,12:00,Start of 2nd Period (7:18 PM EST),76 - 42,-34,,,,,,
143,2POINT.ASSIST,2,11:48,Bazley 2' Driving Layup (2 PTS) (Gilgeous-Alexander 13 AST),78 - 42,-36,Darius Bazley,OKC,Shai Gilgeous-Alexander,OKC,,
144,2POINTMISS,2,11:35,MISS Haliburton 12' Pullup Jump Shot,78 - 42,-36,Tyrese Haliburton,IND,,,,
145,REBOUND,2,11:32,Dort REBOUND (Off:0 Def:2),78 - 42,-36,Luguentz Dort,OKC,,,,
146,2POINT.ASSIST,2,11:27,Gilgeous-Alexander 2' Driving Layup (52 PTS) (Dort 2 AST),80 - 42,-38,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
147,FOUL,2,11:17,Mathurin S.FOUL (P3.T9) (J.Goble),80 - 42,-38,Bennedict Mathurin,IND,Gilgeous-Alexander,OKC,,
148,FTMAKE,2,11:17,Gilgeous-Alexander Free Throw 1 of 2 (53 PTS),81 - 42,-39,Shai Gilgeous-Alexander,OKC,,,,
149,FTMAKE,2,11:17,Gilgeous-Alexander Free Throw 2 of 2 (54 PTS),82 - 42,-40,Shai Gilgeous-Alexander,OKC,,,,
150,2POINT.ASSIST,2,11:03,Dort 2' Driving Layup (22 PTS) (Gilgeous-Alexander 14 AST),84 - 42,-42,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
151,FOUL,2,10:53,Bazley S.FOUL (P4.T20) (J.Goble),84 - 42,-42,Darius Bazley,OKC,Haliburton,IND,,
152,FTMAKE,2,10:53,Haliburton Free Throw 1 of 2 (35 PTS),84 - 43,-41,Tyrese Haliburton,IND,,,,
153,FTMAKE,2,10:53,Haliburton Free Throw 2 of 2 (36 PTS),84 - 44,-40,Tyrese Haliburton,IND,,,,
154,2POINT.ASSIST,2,10:41,Gilgeous-Alexander 2' Driving Layup (56 PTS) (Dort 3 AST),86 - 44,-42,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
155,FOUL,2,10:31,Bazley S.FOUL (P5.T21) (J.Goble),86 - 44,-42,Darius Bazley,OKC,Haliburton,IND,,
156,SUB,2,10:31,SUB: Kenrich Williams FOR Bazley,86 - 44,-42,Darius Bazley,OKC,Kenrich Williams,OKC,,
157,FTMAKE,2,10:31,Haliburton Free Throw 1 of 2 (37 PTS),86 - 45,-41,Tyrese Haliburton,IND,,,,
158,FTMAKE,2,10:31,Haliburton Free Throw 2 of 2 (38 PTS),86 - 46,-40,Tyrese Haliburton,IND,,,,
159,2POINT.ASSIST,2,10:18,Gilgeous-Alexander 2' Driving Layup (58 PTS) (Kenrich Williams 4 AST),88 - 46,-42,Shai Gilgeous-Alexander,OKC,Kenrich Williams,OKC,,
160,FOUL,2,10:08,Kenrich Williams S.FOUL (P5.T22) (J.Goble),88 - 46,-42,Kenrich Williams,OKC,Haliburton,IND,,
161,SUB,2,10:08,SUB: Muscala FOR Kenrich Williams,88 - 46,-42,Kenrich Williams,OKC,Mike Muscala,OKC,,
162,FTMAKE,2,10:08,Haliburton Free Throw 1 of 2 (39 PTS),88 - 47,-41,Tyrese Haliburton,IND,,,,
163,FTMAKE,2,10:08,Haliburton Free Throw 2 of 2 (40 PTS),88 - 48,-40,Tyrese Haliburton,IND,,,,
164,2POINT.ASSIST,2,9:55,Gilgeous-Alexander 2' Driving Layup (60 PTS) (Muscala 5 AST),90 - 48,-42,Shai Gilgeous-Alexander,OKC,Mike Muscala,OKC,,
165,FOUL,2,9:45,Muscala S.FOUL (P7.T23) (J.Goble),90 - 48,-42,Mike Muscala,OKC,Haliburton,IND,,
166,SUB,2,9:45,SUB: Jalen Williams FOR Muscala,90 - 48,-42,Mike Muscala,OKC,Jalen Williams,OKC,,
167,FTMAKE,2,9:45,Haliburton Free Throw 1 of 2 (41 PTS),90 - 49,-41,Tyrese Haliburton,IND,,,,
168,FTMAKE,2,9:45,Haliburton Free Throw 2 of 2 (42 PTS),90 - 50,-40,Tyrese Haliburton,IND,,,,
169,2POINT.ASSIST,2,9:32,Gilgeous-Alexander 2' Driving Layup (62 PTS) (Jalen Williams 6 AST),92 - 50,-42,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
170,FOUL,2,9:22,Mathurin S.FOUL (P4.T10) (J.Goble),92 - 50,-42,Bennedict Mathurin,IND,Gilgeous-Alexander,OKC,,
171,SUB,2,9:22,SUB: Nesmith FOR Mathurin,92 - 50,-42,Bennedict Mathurin,IND,Aaron Nesmith,IND,,
172,FTMAKE,2,9:22,Gilgeous-Alexander Free Throw 1 of 2 (63 PTS),93 - 50,-43,Shai Gilgeous-Alexander,OKC,,,,
173,FTMAKE,2,9:22,Gilgeous-Alexander Free Throw 2 of 2 (64 PTS),94 - 50,-44,Shai Gilgeous-Alexander,OKC,,,,
174,2POINT.ASSIST,2,9:09,Dort 2' Driving Layup (24 PTS) (Gilgeous-Alexander 15 AST),96 - 50,-46,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
175,FOUL,2,8:59,Jalen Williams S.FOUL (P7.T24) (J.Goble),96 - 50,-46,Jalen Williams,OKC,Haliburton,IND,,
176,SUB,2,8:59,SUB: Kenrich Williams FOR Jalen Williams,96 - 50,-46,Jalen Williams,OKC,Kenrich Williams,OKC,,
177,FTMAKE,2,8:59,Haliburton Free Throw 1 of 2 (43 PTS),96 - 51,-45,Tyrese Haliburton,IND,,,,
178,FTMAKE,2,8:59,Haliburton Free Throw 2 of 2 (44 PTS),96 - 52,-44,Tyrese Haliburton,IND,,,,
179,2POINT.ASSIST,2,8:46,Gilgeous-Alexander 2' Driving Layup (66 PTS) (Kenrich Williams 5 AST),98 - 52,-46,Shai Gilgeous-Alexander,OKC,Kenrich Williams,OKC,,
180,FOUL,2,8:36,Kenrich Williams S.FOUL (P6.T25) (J.Goble),98 - 52,-46,Kenrich Williams,OKC,Haliburton,IND,,
181,SUB,2,8:36,SUB: Muscala FOR Kenrich Williams,98 - 52,-46,Kenrich Williams,OKC,Mike Muscala,OKC,,
