,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
25,2POINTMISS.BLOCK,1,7:51,MISS Gilgeous-Alexander 19' Pullup Jump ShotMISS Gilgeous-Alexander 19' Pullup Jump ShotMISS Gilgeous-Alexander 19' Pullup Jump Shot,16 - 9,-7,Shai Gilgeous-Alexander,OKC,,,,
26,REBOUND,1,7:49,Green REBOUND (Off:0 Def:1)Green REBOUND (Off:0 Def:1)Green REBOUND (Off:0 Def:1),16 - 9,-7,Josh Green,DAL,,,,
27,STEAL.TURNOVER,1,7:41,Doncic Bad Pass Turnover (P3.T4)Dort STEAL (2 STL)Doncic Bad Pass Turnover (P3.T4)Dort STEAL (2 STL)Doncic Bad Pass Turnover (P3.T4)Dort STEAL (2 STL),16 - 9,-7,Luka Doncic,DAL,Luguentz Dort,OKC,,
28,3POINTMISS.BLOCK,1,7:35,MISS Jal. Williams 3PT Running Jump ShotMISS Jal. Williams 3PT Running Jump ShotMISS Jal. Williams 3PT Running Jump Shot,16 - 9,-7,Jalen Williams,OKC,,,,
29,REBOUND,1,7:32,Gafford REBOUND (Off:1 Def:1)Gafford REBOUND (Off:1 Def:1)Gafford REBOUND (Off:1 Def:1),16 - 9,-7,Daniel Gafford,DAL,,,,
30,2POINT.ASSIST,1,7:20,Irving 5' Pullup Jump Shot (2 PTS)Irving 5' Pullup Jump Shot (2 PTS)Irving 5' Pullup Jump Shot (2 PTS),16 - 11,-5,Kyrie Irving,DAL,,,,
31,2POINTMISS.BLOCK,1,6:56,MISS Jal. Williams 14' Fadeaway JumperMISS Jal. Williams 14' Fadeaway JumperMISS Jal. Williams 14' Fadeaway Jumper,16 - 11,-5,Jalen Williams,OKC,,,,
32,REBOUND,1,6:55,Doncic REBOUND (Off:0 Def:2)Doncic REBOUND (Off:0 Def:2)Doncic REBOUND (Off:0 Def:2),16 - 11,-5,Luka Doncic,DAL,,,,
33,3POINT.ASSIST,1,6:43,Doncic 26' 3PT Step Back Jump Shot (8 PTS)Doncic 26' 3PT Step Back Jump Shot (8 PTS)Doncic 26' 3PT Step Back Jump Shot (8 PTS),16 - 14,-2,Luka Doncic,DAL,,,,
34,2POINT.ASSIST,1,6:25,Gilgeous-Alexander 13' Turnaround Fadeaway (2 PTS)Gilgeous-Alexander 13' Turnaround Fadeaway (2 PTS)Gilgeous-Alexander 13' Turnaround Fadeaway (2 PTS),18 - 14,-4,Shai Gilgeous-Alexander,OKC,,,,
35,FOUL,1,6:14,Jal. Williams P.FOUL (P1.T3) (T.Brothers)Jal. Williams P.FOUL (P1.T3) (T.Brothers)Jal. Williams P.FOUL (P1.T3) (T.Brothers),18 - 14,-4,Jalen Williams,OKC,Kyrie Irving,DAL,,
36,SUB,1,6:14,SUB: Lively II FOR GaffordSUB: Lively II FOR GaffordSUB: Lively II FOR Gafford,18 - 14,-4,Daniel Gafford,DAL,Dereck Lively II,DAL,,
37,SUB,1,6:14,SUB: Giddey FOR Gilgeous-AlexanderSUB: Giddey FOR Gilgeous-AlexanderSUB: Giddey FOR Gilgeous-Alexander,18 - 14,-4,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
38,SUB,1,6:14,SUB: Jay. Williams FOR HolmgrenSUB: Jay. Williams FOR HolmgrenSUB: Jay. Williams FOR Holmgren,18 - 14,-4,Chet Holmgren,OKC,Jaylin Williams,OKC,,
39,2POINT.ASSIST,1,5:59,Green 10' Turnaround Fadeaway (2 PTS)Green 10' Turnaround Fadeaway (2 PTS)Green 10' Turnaround Fadeaway (2 PTS),18 - 16,-2,Josh Green,DAL,,,,
40,3POINTMISS.BLOCK,1,5:43,MISS Dort 25' 3PT Pullup Jump ShotMISS Dort 25' 3PT Pullup Jump ShotMISS Dort 25' 3PT Pullup Jump Shot,18 - 16,-2,Luguentz Dort,OKC,,,,
41,REBOUND,1,5:43,Jal. Williams REBOUND (Off:1 Def:0)Jal. Williams REBOUND (Off:1 Def:0)Jal. Williams REBOUND (Off:1 Def:0),18 - 16,-2,Jalen Williams,OKC,,,,
42,2POINTMISS.BLOCK,1,5:34,MISS Joe 20' Jump ShotMISS Joe 20' Jump ShotMISS Joe 20' Jump Shot,18 - 16,-2,Isaiah Joe,OKC,,,,
43,REBOUND,1,5:32,Lively II REBOUND (Off:0 Def:1)Lively II REBOUND (Off:0 Def:1)Lively II REBOUND (Off:0 Def:1),18 - 16,-2,Dereck Lively II,DAL,,,,
44,3POINTMISS.BLOCK,1,5:23,MISS Green 3PT Jump ShotMISS Green 3PT Jump ShotMISS Green 3PT Jump Shot,18 - 16,-2,Josh Green,DAL,,,,
45,REBOUND,1,5:19,Joe REBOUND (Off:0 Def:1)Joe REBOUND (Off:0 Def:1)Joe REBOUND (Off:0 Def:1),18 - 16,-2,Isaiah Joe,OKC,,,,
46,2POINT.ASSIST,1,5:15,Joe 11' Running Pull-Up Jump Shot (2 PTS)Joe 11' Running Pull-Up Jump Shot (2 PTS)Joe 11' Running Pull-Up Jump Shot (2 PTS),20 - 16,-4,Isaiah Joe,OKC,,,,
47,2POINTMISS.BLOCK,1,5:00,MISS Lively II 7' Hook ShotMISS Lively II 7' Hook ShotMISS Lively II 7' Hook Shot,20 - 16,-4,Dereck Lively II,DAL,,,,
48,REBOUND,1,4:59,Joe REBOUND (Off:0 Def:2)Joe REBOUND (Off:0 Def:2)Joe REBOUND (Off:0 Def:2),20 - 16,-4,Isaiah Joe,OKC,,,,
49,3POINTMISS.BLOCK,1,4:52,MISS Jay. Williams 26' 3PT Jump ShotMISS Jay. Williams 26' 3PT Jump ShotMISS Jay. Williams 26' 3PT Jump Shot,20 - 16,-4,Jaylin Williams,OKC,,,,
50,REBOUND,1,4:49,Jones Jr. REBOUND (Off:0 Def:1)Jones Jr. REBOUND (Off:0 Def:1)Jones Jr. REBOUND (Off:0 Def:1),20 - 16,-4,Derrick Jones Jr.,DAL,,,,
51,FOUL,1,4:31,Giddey S.FOUL (P1.T4) (M.Ervin)Giddey S.FOUL (P1.T4) (M.Ervin)Giddey S.FOUL (P1.T4) (M.Ervin),20 - 16,-4,Josh Giddey,OKC,Josh Green,DAL,,
52,FTMISS,1,4:31,MISS Green Free Throw 1 of 2MISS Green Free Throw 1 of 2MISS Green Free Throw 1 of 2,20 - 16,-4,Josh Green,DAL,,,,
53,REBOUND,1,4:31,MAVERICKS ReboundMAVERICKS ReboundMAVERICKS Rebound,20 - 16,-4,,,,,,
54,SUB,1,4:31,SUB: Hardy FOR DoncicSUB: Hardy FOR DoncicSUB: Hardy FOR Doncic,20 - 16,-4,Luka Doncic,DAL,Jaden Hardy,DAL,,
55,SUB,1,4:31,SUB: Wiggins FOR DortSUB: Wiggins FOR DortSUB: Wiggins FOR Dort,20 - 16,-4,Luguentz Dort,OKC,Aaron Wiggins,OKC,,
56,SUB,1,4:31,SUB: Wallace FOR JoeSUB: Wallace FOR JoeSUB: Wallace FOR Joe,20 - 16,-4,Isaiah Joe,OKC,Cason Wallace,OKC,,
57,FTMAKE,1,4:31,Green Free Throw 2 of 2 (3 PTS)Green Free Throw 2 of 2 (3 PTS)Green Free Throw 2 of 2 (3 PTS),20 - 17,-3,Josh Green,DAL,,,,
58,2POINTMISS.BLOCK,1,4:13,MISS Wallace 9' Driving Floating Jump ShotMISS Wallace 9' Driving Floating Jump ShotMISS Wallace 9' Driving Floating Jump Shot,20 - 17,-3,Cason Wallace,OKC,,,,
59,REBOUND,1,4:11,Lively II REBOUND (Off:0 Def:2)Lively II REBOUND (Off:0 Def:2)Lively II REBOUND (Off:0 Def:2),20 - 17,-3,Dereck Lively II,DAL,,,,
60,2POINT.ASSIST,1,4:02,Lively II 1' Cutting Dunk Shot (2 PTS) (Hardy 1 AST)Lively II 1' Cutting Dunk Shot (2 PTS) (Hardy 1 AST)Lively II 1' Cutting Dunk Shot (2 PTS) (Hardy 1 AST),20 - 19,-1,Dereck Lively II,DAL,Jaden Hardy,DAL,,
61,3POINTMISS.BLOCK,1,3:42,MISS Giddey 25' 3PT Jump ShotMISS Giddey 25' 3PT Jump ShotMISS Giddey 25' 3PT Jump Shot,20 - 19,-1,Josh Giddey,OKC,,,,
62,REBOUND,1,3:40,MAVERICKS ReboundMAVERICKS ReboundMAVERICKS Rebound,20 - 19,-1,,,,,,
63,2POINTMISS.BLOCK,1,3:36,MISS Hardy 4' Driving Floating Jump ShotMISS Hardy 4' Driving Floating Jump ShotMISS Hardy 4' Driving Floating Jump Shot,20 - 19,-1,Jaden Hardy,DAL,,,,
64,REBOUND,1,3:35,Hardy REBOUND (Off:1 Def:0)Hardy REBOUND (Off:1 Def:0)Hardy REBOUND (Off:1 Def:0),20 - 19,-1,Jaden Hardy,DAL,,,,
65,STEAL.TURNOVER,1,3:24,Jones Jr. Out of Bounds Lost Ball Turnover (P2.T5)Jones Jr. Out of Bounds Lost Ball Turnover (P2.T5)Jones Jr. Out of Bounds Lost Ball Turnover (P2.T5),20 - 19,-1,Derrick Jones Jr.,DAL,,,,
66,SUB,1,3:24,SUB: Hardaway Jr. FOR Jones Jr.SUB: Hardaway Jr. FOR Jones Jr.SUB: Hardaway Jr. FOR Jones Jr.,20 - 19,-1,Derrick Jones Jr.,DAL,Tim Hardaway Jr.,DAL,,
67,SUB,1,3:24,SUB: Gilgeous-Alexander FOR Jal. WilliamsSUB: Gilgeous-Alexander FOR Jal. WilliamsSUB: Gilgeous-Alexander FOR Jal. Williams,20 - 19,-1,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
68,3POINTMISS.BLOCK,1,2:51,MISS Irving 25' 3PT Pullup Jump ShotMISS Irving 25' 3PT Pullup Jump ShotMISS Irving 25' 3PT Pullup Jump Shot,23 - 19,-4,Kyrie Irving,DAL,,,,
69,REBOUND,1,2:48,Gilgeous-Alexander REBOUND (Off:0 Def:2)Gilgeous-Alexander REBOUND (Off:0 Def:2)Gilgeous-Alexander REBOUND (Off:0 Def:2),23 - 19,-4,Shai Gilgeous-Alexander,OKC,,,,
70,2POINTMISS.BLOCK,1,2:40,MISS Gilgeous-Alexander 9' Fadeaway JumperMISS Gilgeous-Alexander 9' Fadeaway JumperMISS Gilgeous-Alexander 9' Fadeaway Jumper,23 - 19,-4,Shai Gilgeous-Alexander,OKC,,,,
71,REBOUND,1,2:38,Lively II REBOUND (Off:0 Def:3)Lively II REBOUND (Off:0 Def:3)Lively II REBOUND (Off:0 Def:3),23 - 19,-4,Dereck Lively II,DAL,,,,
72,3POINTMISS.BLOCK,1,2:29,MISS Hardy 25' 3PT Jump ShotMISS Hardy 25' 3PT Jump ShotMISS Hardy 25' 3PT Jump Shot,23 - 19,-4,Jaden Hardy,DAL,,,,
73,REBOUND,1,2:27,Hardaway Jr. REBOUND (Off:1 Def:0)Hardaway Jr. REBOUND (Off:1 Def:0)Hardaway Jr. REBOUND (Off:1 Def:0),23 - 19,-4,Tim Hardaway Jr.,DAL,,,,
74,2POINT.ASSIST,1,2:20,Lively II 1' Alley Oop Dunk (4 PTS) (Hardy 2 AST)Lively II 1' Alley Oop Dunk (4 PTS) (Hardy 2 AST)Lively II 1' Alley Oop Dunk (4 PTS) (Hardy 2 AST),23 - 21,-2,Dereck Lively II,DAL,Jaden Hardy,DAL,,
75,2POINT.ASSIST,1,1:58,Gilgeous-Alexander 13' Pullup Jump Shot (7 PTS) (Giddey 1 AST)Gilgeous-Alexander 13' Pullup Jump Shot (7 PTS) (Giddey 1 AST)Gilgeous-Alexander 13' Pullup Jump Shot (7 PTS) (Giddey 1 AST),25 - 21,-4,Shai Gilgeous-Alexander,OKC,Josh Giddey,OKC,,
76,3POINTMISS.BLOCK,1,1:39,MISS Hardaway Jr. 3PT Jump ShotMISS Hardaway Jr. 3PT Jump ShotMISS Hardaway Jr. 3PT Jump Shot,25 - 21,-4,Tim Hardaway Jr.,DAL,,,,
77,REBOUND,1,1:37,Jay. Williams REBOUND (Off:0 Def:1)Jay. Williams REBOUND (Off:0 Def:1)Jay. Williams REBOUND (Off:0 Def:1),25 - 21,-4,Jaylin Williams,OKC,,,,
78,FOUL,1,1:32,Hardy P.FOUL (P1.T3) (M.Ervin)Hardy P.FOUL (P1.T3) (M.Ervin)Hardy P.FOUL (P1.T3) (M.Ervin),25 - 21,-4,Jaden Hardy,DAL,Shai Gilgeous-Alexander,OKC,,
79,SUB,1,1:32,SUB: Doncic FOR IrvingSUB: Doncic FOR IrvingSUB: Doncic FOR Irving,25 - 21,-4,Kyrie Irving,DAL,Luka Doncic,DAL,,
80,SUB,1,1:32,SUB: Holmgren FOR Jay. WilliamsSUB: Holmgren FOR Jay. WilliamsSUB: Holmgren FOR Jay. Williams,25 - 21,-4,Jaylin Williams,OKC,Chet Holmgren,OKC,,
81,3POINTMISS.BLOCK,1,1:21,MISS Giddey 24' 3PT Jump ShotMISS Giddey 24' 3PT Jump ShotMISS Giddey 24' 3PT Jump Shot,25 - 21,-4,Josh Giddey,OKC,,,,
82,REBOUND,1,1:21,Thunder ReboundThunder ReboundThunder Rebound,25 - 21,-4,,,,,,
83,FOUL,1,1:21,Hardaway Jr. L.B.FOUL (P1.PN) (J.Tiven)Hardaway Jr. L.B.FOUL (P1.PN) (J.Tiven)Hardaway Jr. L.B.FOUL (P1.PN) (J.Tiven),25 - 21,-4,Tim Hardaway Jr.,DAL,Chet Holmgren,OKC,,
84,FTMAKE,1,1:21,Holmgren Free Throw 1 of 2 (4 PTS)Holmgren Free Throw 1 of 2 (4 PTS)Holmgren Free Throw 1 of 2 (4 PTS),26 - 21,-5,Chet Holmgren,OKC,,,,
85,SUB,1,1:21,SUB: Dort FOR WigginsSUB: Dort FOR WigginsSUB: Dort FOR Wiggins,26 - 21,-5,Aaron Wiggins,OKC,Luguentz Dort,OKC,,
86,FTMAKE,1,1:21,Holmgren Free Throw 2 of 2 (5 PTS)Holmgren Free Throw 2 of 2 (5 PTS)Holmgren Free Throw 2 of 2 (5 PTS),27 - 21,-6,Chet Holmgren,OKC,,,,
87,STEAL.TURNOVER,1,1:07,Lively II Lost Ball Turnover (P1.T6)Holmgren STEAL (2 STL)Lively II Lost Ball Turnover (P1.T6)Holmgren STEAL (2 STL)Lively II Lost Ball Turnover (P1.T6)Holmgren STEAL (2 STL),27 - 21,-6,Dereck Lively II,DAL,Chet Holmgren,OKC,,
88,3POINTMISS.BLOCK,1,0:59,MISS Dort 3PT Jump ShotMISS Dort 3PT Jump ShotMISS Dort 3PT Jump Shot,27 - 21,-6,Luguentz Dort,OKC,,,,
89,REBOUND,1,0:56,Lively II REBOUND (Off:0 Def:4)Lively II REBOUND (Off:0 Def:4)Lively II REBOUND (Off:0 Def:4),27 - 21,-6,Dereck Lively II,DAL,,,,
90,2POINTMISS.BLOCK,1,0:32,MISS Hardy 23' Floating Jump ShotMISS Hardy 23' Floating Jump ShotMISS Hardy 23' Floating Jump Shot,27 - 21,-6,Jaden Hardy,DAL,,,,
91,REBOUND,1,0:30,Giddey REBOUND (Off:0 Def:1)Giddey REBOUND (Off:0 Def:1)Giddey REBOUND (Off:0 Def:1),27 - 21,-6,Josh Giddey,OKC,,,,
92,STEAL.TURNOVER,1,0:21,Green STEAL (1 STL)Giddey Lost Ball Turnover (P1.T2)Green STEAL (1 STL)Giddey Lost Ball Turnover (P1.T2)Green STEAL (1 STL)Giddey Lost Ball Turnover (P1.T2),27 - 21,-6,Josh Giddey,OKC,Josh Green,DAL,,
93,2POINT.ASSIST,1,0:04,Hardy 2' Driving Layup (2 PTS) (Doncic 1 AST)Hardy 2' Driving Layup (2 PTS) (Doncic 1 AST)Hardy 2' Driving Layup (2 PTS) (Doncic 1 AST),27 - 23,-4,Jaden Hardy,DAL,Luka Doncic,DAL,,
94,FOUL,1,0:04,Holmgren S.FOUL (P2.PN) (T.Brothers)Holmgren S.FOUL (P2.PN) (T.Brothers)Holmgren S.FOUL (P2.PN) (T.Brothers),27 - 23,-4,Chet Holmgren,OKC,Jaden Hardy,DAL,,
95,SUB,1,0:04,SUB: Jones Jr. FOR DoncicSUB: Jones Jr. FOR DoncicSUB: Jones Jr. FOR Doncic,27 - 23,-4,Luka Doncic,DAL,Derrick Jones Jr.,DAL,,
96,SUB,1,0:04,SUB: Joe FOR GiddeySUB: Joe FOR GiddeySUB: Joe FOR Giddey,27 - 23,-4,Josh Giddey,OKC,Isaiah Joe,OKC,,
97,SUB,1,0:04,SUB: Jal. Williams FOR DortSUB: Jal. Williams FOR DortSUB: Jal. Williams FOR Dort,27 - 23,-4,Luguentz Dort,OKC,Jalen Williams,OKC,,
98,FTMISS,1,0:04,MISS Hardy Free Throw 1 of 1MISS Hardy Free Throw 1 of 1MISS Hardy Free Throw 1 of 1,27 - 23,-4,Jaden Hardy,DAL,,,,
99,REBOUND,1,0:03,Jal. Williams REBOUND (Off:1 Def:1)Jal. Williams REBOUND (Off:1 Def:1)Jal. Williams REBOUND (Off:1 Def:1),27 - 23,-4,Jalen Williams,OKC,,,,
100,3POINT.ASSIST,1,0:00,Jal. Williams 40' 3PT Pullup Jump Shot (7 PTS)Jal. Williams 40' 3PT Pullup Jump Shot (7 PTS)Jal. Williams 40' 3PT Pullup Jump Shot (7 PTS),30 - 23,-7,Jalen Williams,OKC,,,,
101,3POINTMISS.BLOCK,2,11:39,MISS Jones Jr. 3PT Jump ShotMISS Jones Jr. 3PT Jump ShotMISS Jones Jr. 3PT Jump Shot,30 - 23,-7,Derrick Jones Jr.,DAL,,,,
102,REBOUND,2,11:36,Dort REBOUND (Off:0 Def:1)Dort REBOUND (Off:0 Def:1)Dort REBOUND (Off:0 Def:1),30 - 23,-7,Luguentz Dort,OKC,,,,
103,FOUL,2,11:32,Jones Jr. P.FOUL (P1.T1) (T.Brothers)Jones Jr. P.FOUL (P1.T1) (T.Brothers)Jones Jr. P.FOUL (P1.T1) (T.Brothers),30 - 23,-7,Derrick Jones Jr.,DAL,Shai Gilgeous-Alexander,OKC,,
104,SUB,2,11:32,SUB: Joe FOR WallaceSUB: Joe FOR WallaceSUB: Joe FOR Wallace,30 - 23,-7,Cason Wallace,OKC,Isaiah Joe,OKC,,
105,3POINTMISS.BLOCK,2,11:18,Hardaway Jr. BLOCK (1 BLK)MISS Joe 26' 3PT Jump ShotHardaway Jr. BLOCK (1 BLK)MISS Joe 26' 3PT Jump ShotHardaway Jr. BLOCK (1 BLK)MISS Joe 26' 3PT Jump Shot,30 - 23,-7,Isaiah Joe,OKC,,,Tim Hardaway Jr.,DAL
106,REBOUND,2,11:15,Gafford REBOUND (Off:1 Def:2)Gafford REBOUND (Off:1 Def:2)Gafford REBOUND (Off:1 Def:2),30 - 23,-7,Daniel Gafford,DAL,,,,
107,2POINT.ASSIST,2,11:07,Doncic 14' Step Back Jump Shot (10 PTS)Doncic 14' Step Back Jump Shot (10 PTS)Doncic 14' Step Back Jump Shot (10 PTS),30 - 25,-5,Luka Doncic,DAL,,,,
108,2POINTMISS.BLOCK,2,10:47,MISS Dort 1' Driving Reverse LayupMISS Dort 1' Driving Reverse LayupMISS Dort 1' Driving Reverse Layup,30 - 25,-5,Luguentz Dort,OKC,,,,
109,REBOUND,2,10:45,K. Williams REBOUND (Off:1 Def:0)K. Williams REBOUND (Off:1 Def:0)K. Williams REBOUND (Off:1 Def:0),30 - 25,-5,Kenrich Williams,OKC,,,,
110,2POINT.ASSIST,2,10:44,K. Williams 1' Putback Layup (2 PTS)K. Williams 1' Putback Layup (2 PTS)K. Williams 1' Putback Layup (2 PTS),32 - 25,-7,Kenrich Williams,OKC,,,,
111,2POINT.ASSIST,2,10:31,Hardaway Jr. 4' Turnaround Jump Shot (2 PTS) (Doncic 2 AST)Hardaway Jr. 4' Turnaround Jump Shot (2 PTS) (Doncic 2 AST)Hardaway Jr. 4' Turnaround Jump Shot (2 PTS) (Doncic 2 AST),32 - 27,-5,Tim Hardaway Jr.,DAL,Luka Doncic,DAL,,
112,2POINTMISS.BLOCK,2,10:13,MISS Gilgeous-Alexander 9' Driving Floating Jump ShotMISS Gilgeous-Alexander 9' Driving Floating Jump ShotMISS Gilgeous-Alexander 9' Driving Floating Jump Shot,32 - 27,-5,Shai Gilgeous-Alexander,OKC,,,,
113,REBOUND,2,10:12,Thunder ReboundThunder ReboundThunder Rebound,32 - 27,-5,,,,,,
114,FOUL,2,10:12,Doncic T.FOUL (P0.T1) (M.Ervin)Doncic T.FOUL (P0.T1) (M.Ervin)Doncic T.FOUL (P0.T1) (M.Ervin),32 - 27,-5,Luka Doncic,DAL,,,,
115,FTMAKE,2,10:12,Gilgeous-Alexander Free Throw Technical (8 PTS)Gilgeous-Alexander Free Throw Technical (8 PTS)Gilgeous-Alexander Free Throw Technical (8 PTS),33 - 27,-6,Shai Gilgeous-Alexander,OKC,,,,
116,3POINTMISS.BLOCK,2,10:03,MISS Dort 25' 3PT Jump ShotMISS Dort 25' 3PT Jump ShotMISS Dort 25' 3PT Jump Shot,33 - 27,-6,Luguentz Dort,OKC,,,,
117,REBOUND,2,9:59,Joe REBOUND (Off:1 Def:2)Joe REBOUND (Off:1 Def:2)Joe REBOUND (Off:1 Def:2),33 - 27,-6,Isaiah Joe,OKC,,,,
