,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
24,FOUL,1,8:16,Barnes P.FOUL (P1.T1) (R.Hussey),13 - 8,-5,Scottie Barnes,TOR,Draymond Green,GSW,,
25,3POINTMISS,1,8:09,MISS Curry 28' 3PT Jump Shot,13 - 8,-5,Stephen Curry,GSW,,,,
26,REBOUND,1,8:07,Barnes REBOUND (Off:0 Def:2),13 - 8,-5,Scottie Barnes,TOR,,,,
27,2POINT,1,8:00,Barnes 4' Driving Layup (4 PTS),15 - 8,-7,Scottie Barnes,TOR,,,,
28,FOUL,1,8:00,Looney S.FOUL (P1.T2) (K.Scott),15 - 8,-7,Kevon Looney,GSW,Scottie Barnes,TOR,,
29,TIMEOUT,1,8:00,WARRIORS Timeout: Regular (Full 1 Short 0),15 - 8,-7,,,,,,
30,FTMAKE,1,8:00,Barnes Free Throw 1 of 1 (5 PTS),16 - 8,-8,Scottie Barnes,TOR,,,,
31,3POINTMISS,1,7:43,MISS Thompson 25' 3PT Fadeaway Jumper,16 - 8,-8,Klay Thompson,GSW,,,,
32,REBOUND,1,7:40,Barnes REBOUND (Off:0 Def:3),16 - 8,-8,Scottie Barnes,TOR,,,,
33,2POINTMISS,1,7:31,MISS Anunoby 5' Driving Layup,16 - 8,-8,OG Anunoby,TOR,,,,
34,REBOUND,1,7:29,D. Green REBOUND (Off:0 Def:1),16 - 8,-8,Draymond Green,GSW,,,,
35,2POINT.ASSIST,1,7:25,Curry 5' Running Layup (6 PTS) (D. Green 3 AST),16 - 10,-6,Stephen Curry,GSW,Draymond Green,GSW,,
36,3POINTMISS,1,7:04,MISS Siakam 24' 3PT Jump Shot,16 - 10,-6,Pascal Siakam,TOR,,,,
37,REBOUND,1,7:01,D. Green REBOUND (Off:0 Def:2),16 - 10,-6,Draymond Green,GSW,,,,
38,2POINT.ASSIST,1,6:54,Looney 4' Cutting Dunk Shot (2 PTS) (Curry 1 AST),16 - 12,-4,Kevon Looney,GSW,Stephen Curry,GSW,,
39,3POINT.ASSIST,1,6:38,VanVleet 26' 3PT Jump Shot (9 PTS) (Anunoby 1 AST),19 - 12,-7,Fred VanVleet,TOR,OG Anunoby,TOR,,
40,3POINT.ASSIST,1,6:29,Curry 29' 3PT Jump Shot (9 PTS) (Poole 1 AST),19 - 15,-4,Stephen Curry,GSW,Jordan Poole,GSW,,
41,2POINTMISS,1,6:14,MISS Siakam 18' Jump Shot,19 - 15,-4,Pascal Siakam,TOR,,,,
42,REBOUND,1,6:12,Looney REBOUND (Off:0 Def:2),19 - 15,-4,Kevon Looney,GSW,,,,
43,2POINT,1,6:05,Thompson 4' Running Dunk (6 PTS),19 - 17,-2,Klay Thompson,GSW,,,,
44,2POINTMISS,1,5:52,MISS Barnes 5' Cutting Layup Shot,19 - 17,-2,Scottie Barnes,TOR,,,,
45,REBOUND,1,5:50,Poole REBOUND (Off:0 Def:2),19 - 17,-2,Jordan Poole,GSW,,,,
46,2POINTMISS,1,5:40,MISS Looney 4' Cutting Layup Shot,19 - 17,-2,Kevon Looney,GSW,,,,
47,REBOUND,1,5:38,Barnes REBOUND (Off:0 Def:4),19 - 17,-2,Scottie Barnes,TOR,,,,
48,3POINT.ASSIST,1,5:35,Trent Jr. 25' 3PT Running Jump Shot (5 PTS) (Siakam 1 AST),22 - 17,-5,Gary Trent Jr.,TOR,Pascal Siakam,TOR,,
49,2POINT.ASSIST,1,5:17,Looney 4' Cutting Dunk Shot (4 PTS) (Curry 2 AST),22 - 19,-3,Kevon Looney,GSW,Stephen Curry,GSW,,
50,2POINT.ASSIST,1,5:05,Barnes 6' Cutting Layup Shot (7 PTS) (VanVleet 1 AST),24 - 19,-5,Scottie Barnes,TOR,Fred VanVleet,TOR,,
51,FOUL,1,5:05,Looney S.FOUL (P2.T3) (K.Scott),24 - 19,-5,Kevon Looney,GSW,Scottie Barnes,TOR,,
52,SUB,1,5:05,SUB: DiVincenzo FOR Poole,24 - 19,-5,Jordan Poole,GSW,Donte DiVincenzo,GSW,,
53,SUB,1,5:05,SUB: Boucher FOR Anunoby,24 - 19,-5,OG Anunoby,TOR,Chris Boucher,TOR,,
54,FTMISS,1,5:05,MISS Barnes Free Throw 1 of 1,24 - 19,-5,Scottie Barnes,TOR,,,,
55,REBOUND,1,5:03,Thompson REBOUND (Off:0 Def:1),24 - 19,-5,Klay Thompson,GSW,,,,
56,3POINT.ASSIST,1,4:57,DiVincenzo 27' 3PT Jump Shot (3 PTS) (Curry 3 AST),24 - 22,-2,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
57,2POINTMISS,1,4:36,MISS Siakam 13' Floating Jump Shot,24 - 22,-2,Pascal Siakam,TOR,,,,
58,REBOUND,1,4:35,Looney REBOUND (Off:0 Def:3),24 - 22,-2,Kevon Looney,GSW,,,,
59,3POINTMISS,1,4:30,MISS Thompson 26' 3PT Running Pull-Up Jump Shot,24 - 22,-2,Klay Thompson,GSW,,,,
60,REBOUND,1,4:28,Siakam REBOUND (Off:0 Def:1),24 - 22,-2,Pascal Siakam,TOR,,,,
61,FOUL,1,4:17,Looney S.FOUL (P3.T4) (K.Scott),24 - 22,-2,Kevon Looney,GSW,Chris Boucher,TOR,,
62,FTMISS,1,4:17,MISS Boucher Free Throw 1 of 2,24 - 22,-2,Chris Boucher,TOR,,,,
63,REBOUND,1,4:17,Raptors Rebound,24 - 22,-2,,,,,,
64,SUB,1,4:17,SUB: J. Green FOR Looney,24 - 22,-2,Kevon Looney,GSW,JaMychal Green,GSW,,
65,SUB,1,4:17,SUB: Kuminga FOR D. Green,24 - 22,-2,Draymond Green,GSW,Jonathan Kuminga,GSW,,
66,SUB,1,4:17,SUB: Achiuwa FOR Barnes,24 - 22,-2,Scottie Barnes,TOR,Precious Achiuwa,TOR,,
67,FTMAKE,1,4:17,Boucher Free Throw 2 of 2 (1 PTS),25 - 22,-3,Chris Boucher,TOR,,,,
68,3POINTMISS,1,4:04,MISS Thompson 27' 3PT Jump Shot,25 - 22,-3,Klay Thompson,GSW,,,,
69,REBOUND,1,4:01,Achiuwa REBOUND (Off:0 Def:1),25 - 22,-3,Precious Achiuwa,TOR,,,,
70,2POINT,1,3:57,VanVleet 5' Running Finger Roll Layup (11 PTS),27 - 22,-5,Fred VanVleet,TOR,,,,
71,3POINTMISS,1,3:46,MISS Thompson 3PT Jump Shot,27 - 22,-5,Klay Thompson,GSW,,,,
72,REBOUND,1,3:44,Achiuwa REBOUND (Off:0 Def:2),27 - 22,-5,Precious Achiuwa,TOR,,,,
73,2POINTMISS,1,3:28,MISS Siakam 6' Driving Layup,27 - 22,-5,Pascal Siakam,TOR,,,,
74,REBOUND,1,3:25,Siakam REBOUND (Off:1 Def:1),27 - 22,-5,Pascal Siakam,TOR,,,,
75,2POINTMISS,1,3:25,MISS Siakam Tip Layup Shot,27 - 22,-5,Pascal Siakam,TOR,,,,
76,REBOUND,1,3:24,Achiuwa REBOUND (Off:1 Def:2),27 - 22,-5,Precious Achiuwa,TOR,,,,
77,STEAL.TURNOVER,1,3:19,Curry STEAL (1 STL)Achiuwa Lost Ball Turnover (P1.T1),27 - 22,-5,Precious Achiuwa,TOR,Stephen Curry,GSW,,
78,FOUL,1,3:16,Siakam P.FOUL (P1.T2) (B.Barnaky),27 - 22,-5,Pascal Siakam,TOR,Jonathan Kuminga,GSW,,
79,SUB,1,3:16,SUB: Lamb FOR Thompson,27 - 22,-5,Klay Thompson,GSW,Anthony Lamb,GSW,,
80,3POINTMISS,1,3:11,MISS Lamb 26' 3PT Jump Shot,27 - 22,-5,Anthony Lamb,GSW,,,,
81,REBOUND,1,3:07,Trent Jr. REBOUND (Off:0 Def:1),27 - 22,-5,Gary Trent Jr.,TOR,,,,
82,2POINT,1,2:58,Trent Jr. 17' Turnaround Fadeaway (7 PTS),29 - 22,-7,Gary Trent Jr.,TOR,,,,
83,2POINT.ASSIST,1,2:45,DiVincenzo 5' Cutting Layup Shot (5 PTS) (Kuminga 1 AST),29 - 24,-5,Donte DiVincenzo,GSW,Jonathan Kuminga,GSW,,
84,TIMEOUT,1,2:44,Raptors Timeout: Regular (Reg.1 Short 0),29 - 24,-5,,,,,,
85,SUB,1,2:44,SUB: Hernangomez FOR Trent Jr.,29 - 24,-5,Gary Trent Jr.,TOR,Juancho Hernangomez,TOR,,
86,SUB,1,2:44,SUB: Barnes FOR Siakam,29 - 24,-5,Pascal Siakam,TOR,Scottie Barnes,TOR,,
87,STEAL.TURNOVER,1,2:31,DiVincenzo STEAL (1 STL)VanVleet Lost Ball Turnover (P1.T2),29 - 24,-5,Fred VanVleet,TOR,Donte DiVincenzo,GSW,,
88,2POINT.ASSIST,1,2:25,Curry 5' Running Finger Roll Layup (11 PTS) (DiVincenzo 1 AST),29 - 26,-3,Stephen Curry,GSW,Donte DiVincenzo,GSW,,
89,2POINT.ASSIST,1,2:06,Barnes 4' Layup (9 PTS) (Achiuwa 1 AST),31 - 26,-5,Scottie Barnes,TOR,Precious Achiuwa,TOR,,
90,2POINT.ASSIST,1,1:54,J. Green 5' Cutting Layup Shot (2 PTS) (Lamb 1 AST),31 - 28,-3,JaMychal Green,GSW,Anthony Lamb,GSW,,
91,FOUL,1,1:54,Barnes S.FOUL (P2.T3) (K.Scott),31 - 28,-3,Scottie Barnes,TOR,JaMychal Green,GSW,,
92,FTMAKE,1,1:54,J. Green Free Throw 1 of 1 (3 PTS),31 - 29,-2,JaMychal Green,GSW,,,,
93,2POINTMISS,1,1:44,MISS Barnes 9' Pullup Jump Shot,31 - 29,-2,Scottie Barnes,TOR,,,,
94,REBOUND,1,1:42,Curry REBOUND (Off:0 Def:2),31 - 29,-2,Stephen Curry,GSW,,,,
95,3POINTMISS,1,1:35,MISS Lamb 25' 3PT Running Jump Shot,31 - 29,-2,Anthony Lamb,GSW,,,,
96,REBOUND,1,1:33,Hernangomez REBOUND (Off:0 Def:1),31 - 29,-2,Juancho Hernangomez,TOR,,,,
97,STEAL.TURNOVER,1,1:24,Curry STEAL (2 STL)VanVleet Bad Pass Turnover (P2.T3),31 - 29,-2,Fred VanVleet,TOR,Stephen Curry,GSW,,
98,2POINT.ASSIST,1,1:18,Curry 5' Driving Reverse Layup (13 PTS) (DiVincenzo 2 AST),31 - 31,TIE,Stephen Curry,GSW,Donte DiVincenzo,GSW,,
99,2POINT.ASSIST,1,0:58,Achiuwa 4' Cutting Dunk Shot (2 PTS) (Barnes 3 AST),33 - 31,-2,Precious Achiuwa,TOR,Scottie Barnes,TOR,,
100,3POINT.ASSIST,1,0:48,J. Green 3PT Jump Shot (6 PTS) (Kuminga 2 AST),33 - 34,1,JaMychal Green,GSW,Jonathan Kuminga,GSW,,
101,2POINTMISS,1,0:39,MISS VanVleet 7' Driving Floating Jump Shot,33 - 34,1,Fred VanVleet,TOR,,,,
102,REBOUND,1,0:37,Achiuwa REBOUND (Off:2 Def:2),33 - 34,1,Precious Achiuwa,TOR,,,,
103,2POINTMISS,1,0:35,MISS Achiuwa 5' Layup,33 - 34,1,Precious Achiuwa,TOR,,,,
104,REBOUND,1,0:33,Lamb REBOUND (Off:0 Def:1),33 - 34,1,Anthony Lamb,GSW,,,,
105,3POINTMISS,1,0:29,MISS Kuminga 3PT Running Jump Shot,33 - 34,1,Jonathan Kuminga,GSW,,,,
106,REBOUND,1,0:26,Boucher REBOUND (Off:0 Def:1),33 - 34,1,Chris Boucher,TOR,,,,
107,2POINT,1,0:23,VanVleet 5' Running Layup (13 PTS),35 - 34,-1,Fred VanVleet,TOR,,,,
108,FOUL,1,0:23,Curry S.FOUL (P1.PN) (R.Hussey),35 - 34,-1,Stephen Curry,GSW,Fred VanVleet,TOR,,
109,SUB,1,0:23,SUB: Thompson FOR Kuminga,35 - 34,-1,Jonathan Kuminga,GSW,Klay Thompson,GSW,,
110,SUB,1,0:23,SUB: Poole FOR J. Green,35 - 34,-1,JaMychal Green,GSW,Jordan Poole,GSW,,
111,SUB,1,0:23,SUB: Anunoby FOR Barnes,35 - 34,-1,Scottie Barnes,TOR,OG Anunoby,TOR,,
112,FTMAKE,1,0:23,VanVleet Free Throw 1 of 1 (14 PTS),36 - 34,-2,Fred VanVleet,TOR,,,,
113,2POINTMISS,1,0:03,MISS Curry 4' Cutting Layup Shot,36 - 34,-2,Stephen Curry,GSW,,,,
114,REBOUND,1,0:02,Boucher REBOUND (Off:0 Def:2),36 - 34,-2,Chris Boucher,TOR,,,,
115,3POINTMISS,1,0:00,MISS Boucher 55' 3PT Jump Shot,36 - 34,-2,Chris Boucher,TOR,,,,
116,REBOUND,1,0:00,Raptors Rebound,36 - 34,-2,,,,,,
117,ENDOFPERIOD,1,0:00,End of 1st Period (10:35 PM EST),36 - 34,-2,,,,,,
118,STARTOFPERIOD,2,12:00,Start of 2nd Period (10:38 PM EST),36 - 34,-2,,,,,,
119,2POINT.ASSIST,2,11:43,Achiuwa 6' Alley Oop Dunk (4 PTS) (Barnes 4 AST),38 - 34,-4,Precious Achiuwa,TOR,Scottie Barnes,TOR,,
120,2POINTMISS,2,11:25,MISS DiVincenzo 7' Floating Jump Shot,38 - 34,-4,Donte DiVincenzo,GSW,,,,
121,REBOUND,2,11:23,J. Green REBOUND (Off:1 Def:0),38 - 34,-4,JaMychal Green,GSW,,,,
122,3POINTMISS.BLOCK,2,11:22,MISS J. Green 24' 3PT Jump ShotBoucher BLOCK (1 BLK),38 - 34,-4,JaMychal Green,GSW,,,Chris Boucher,TOR
123,REBOUND,2,11:22,WARRIORS Rebound,38 - 34,-4,,,,,,
124,3POINTMISS,2,11:19,MISS Lamb 27' 3PT Pullup Jump Shot,38 - 34,-4,Anthony Lamb,GSW,,,,
125,REBOUND,2,11:16,Boucher REBOUND (Off:0 Def:3),38 - 34,-4,Chris Boucher,TOR,,,,
126,3POINTMISS,2,11:01,MISS Achiuwa 3PT Jump Shot,38 - 34,-4,Precious Achiuwa,TOR,,,,
127,REBOUND,2,10:58,WARRIORS Rebound,38 - 34,-4,,,,,,
128,2POINT,2,10:48,Lamb 8' Turnaround Fadeaway (2 PTS),38 - 36,-2,Anthony Lamb,GSW,,,,
129,3POINTMISS,2,10:29,MISS Anunoby 27' 3PT Pullup Jump Shot,38 - 36,-2,OG Anunoby,TOR,,,,
130,REBOUND,2,10:27,Boucher REBOUND (Off:1 Def:3),38 - 36,-2,Chris Boucher,TOR,,,,
131,2POINTMISS,2,10:26,MISS Boucher Putback Layup,38 - 36,-2,Chris Boucher,TOR,,,,
132,REBOUND,2,10:25,DiVincenzo REBOUND (Off:0 Def:1),38 - 36,-2,Donte DiVincenzo,GSW,,,,
133,2POINT.ASSIST,2,10:13,J. Green 4' Cutting Layup Shot (8 PTS) (DiVincenzo 3 AST),38 - 38,TIE,JaMychal Green,GSW,Donte DiVincenzo,GSW,,
134,3POINT,2,9:50,Barnes 27' 3PT Step Back Jump Shot (12 PTS),41 - 38,-3,Scottie Barnes,TOR,,,,
135,3POINTMISS,2,9:35,MISS DiVincenzo 25' 3PT Jump Shot,41 - 38,-3,Donte DiVincenzo,GSW,,,,
136,REBOUND,2,9:31,Achiuwa REBOUND (Off:2 Def:3),41 - 38,-3,Precious Achiuwa,TOR,,,,
137,FOUL,2,9:20,J. Green S.FOUL (P1.T1) (K.Scott),41 - 38,-3,JaMychal Green,GSW,OG Anunoby,TOR,,
138,TIMEOUT,2,9:20,Raptors Timeout: Regular (Reg.2 Short 0),41 - 38,-3,,,,,,
139,SUB,2,9:20,SUB: Thompson FOR Lamb,41 - 38,-3,Anthony Lamb,GSW,Klay Thompson,GSW,,
140,SUB,2,9:20,SUB: Kuminga FOR J. Green,41 - 38,-3,JaMychal Green,GSW,Jonathan Kuminga,GSW,,
141,FTMAKE,2,9:20,Anunoby Free Throw 1 of 2 (1 PTS),42 - 38,-4,OG Anunoby,TOR,,,,
142,FTMISS,2,9:20,MISS Anunoby Free Throw 2 of 2,42 - 38,-4,OG Anunoby,TOR,,,,
143,REBOUND,2,9:18,D. Green REBOUND (Off:0 Def:3),42 - 38,-4,Draymond Green,GSW,,,,
144,FOUL,2,9:18,Hernangomez P.FOUL (P1.T1) (B.Barnaky),42 - 38,-4,Juancho Hernangomez,TOR,Draymond Green,GSW,,
145,SUB,2,9:18,SUB: Siakam FOR Anunoby,42 - 38,-4,OG Anunoby,TOR,Pascal Siakam,TOR,,
146,FOUL,2,9:08,Hernangomez S.FOUL (P2.T2) (K.Scott),42 - 38,-4,Juancho Hernangomez,TOR,Jonathan Kuminga,GSW,,
147,FTMISS,2,9:08,MISS Kuminga Free Throw 1 of 2,42 - 38,-4,Jonathan Kuminga,GSW,,,,
148,REBOUND,2,9:08,WARRIORS Rebound,42 - 38,-4,,,,,,
149,FTMAKE,2,9:08,Kuminga Free Throw 2 of 2 (1 PTS),42 - 39,-3,Jonathan Kuminga,GSW,,,,
150,3POINTMISS,2,8:46,MISS Siakam 25' 3PT Jump Shot,42 - 39,-3,Pascal Siakam,TOR,,,,
151,REBOUND,2,8:43,Boucher REBOUND (Off:2 Def:3),42 - 39,-3,Chris Boucher,TOR,,,,
152,2POINTMISS,2,8:43,MISS Boucher 4' Tip Layup Shot,42 - 39,-3,Chris Boucher,TOR,,,,
153,REBOUND,2,8:42,D. Green REBOUND (Off:0 Def:4),42 - 39,-3,Draymond Green,GSW,,,,
154,TURNOVER,2,8:23,Kuminga Out of Bounds - Bad Pass Turnover Turnover (P1.T3),42 - 39,-3,Jonathan Kuminga,GSW,,,,
155,2POINT,2,8:07,Siakam 11' Fadeaway Jumper (5 PTS),44 - 39,-5,Pascal Siakam,TOR,,,,
156,3POINTMISS,2,7:48,MISS Poole 25' 3PT Step Back Jump Shot,44 - 39,-5,Jordan Poole,GSW,,,,
157,REBOUND,2,7:45,Hernangomez REBOUND (Off:0 Def:2),44 - 39,-5,Juancho Hernangomez,TOR,,,,
158,2POINTMISS,2,7:35,MISS Siakam 10' Turnaround Fadeaway Shot,44 - 39,-5,Pascal Siakam,TOR,,,,
159,REBOUND,2,7:33,Achiuwa REBOUND (Off:3 Def:3),44 - 39,-5,Precious Achiuwa,TOR,,,,
160,2POINT,2,7:33,Achiuwa Putback Layup (6 PTS),46 - 39,-7,Precious Achiuwa,TOR,,,,
161,FOUL,2,7:33,DiVincenzo S.FOUL (P1.T2) (K.Scott),46 - 39,-7,Donte DiVincenzo,GSW,Precious Achiuwa,TOR,,
162,SUB,2,7:33,SUB: Looney FOR D. Green,46 - 39,-7,Draymond Green,GSW,Kevon Looney,GSW,,
163,FTMISS,2,7:33,MISS Achiuwa Free Throw 1 of 1,46 - 39,-7,Precious Achiuwa,TOR,,,,
164,REBOUND,2,7:31,WARRIORS Rebound,46 - 39,-7,,,,,,
165,3POINT,2,7:07,Poole 30' 3PT Pullup Jump Shot (3 PTS),46 - 42,-4,Jordan Poole,GSW,,,,
166,SUB,2,6:52,SUB: Curry FOR DiVincenzo,46 - 42,-4,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
167,SUB,2,6:52,SUB: VanVleet FOR Boucher,46 - 42,-4,Chris Boucher,TOR,Fred VanVleet,TOR,,
168,SUB,2,6:52,SUB: Trent Jr. FOR Hernangomez,46 - 42,-4,Juancho Hernangomez,TOR,Gary Trent Jr.,TOR,,
169,2POINTMISS,2,6:46,MISS Siakam 10' Driving Floating Jump Shot,46 - 42,-4,Pascal Siakam,TOR,,,,
170,REBOUND,2,6:44,Curry REBOUND (Off:0 Def:3),46 - 42,-4,Stephen Curry,GSW,,,,
171,3POINTMISS,2,6:40,MISS Thompson 27' 3PT Running Jump Shot,46 - 42,-4,Klay Thompson,GSW,,,,
172,REBOUND,2,6:37,Siakam REBOUND (Off:1 Def:2),46 - 42,-4,Pascal Siakam,TOR,,,,
173,2POINTMISS,2,6:32,MISS VanVleet 6' Running Layup,46 - 42,-4,Fred VanVleet,TOR,,,,
174,REBOUND,2,6:32,WARRIORS Rebound,46 - 42,-4,,,,,,
175,FOUL,2,6:32,Siakam L.B.FOUL (P2.T3) (K.Scott),46 - 42,-4,Pascal Siakam,TOR,Jonathan Kuminga,GSW,,
176,2POINTMISS,2,6:11,MISS Thompson 10' Driving Floating Jump Shot,46 - 42,-4,Klay Thompson,GSW,,,,
177,REBOUND,2,6:06,Siakam REBOUND (Off:1 Def:3),46 - 42,-4,Pascal Siakam,TOR,,,,
178,2POINTMISS,2,5:58,MISS Trent Jr. 7' Driving Layup,46 - 42,-4,Gary Trent Jr.,TOR,,,,
179,REBOUND,2,5:56,Looney REBOUND (Off:0 Def:4),46 - 42,-4,Kevon Looney,GSW,,,,
180,2POINT,2,5:50,Poole 4' Running Reverse Layup (5 PTS),46 - 44,-2,Jordan Poole,GSW,,,,
181,3POINTMISS,2,5:34,MISS VanVleet 28' 3PT Pullup Jump Shot,46 - 44,-2,Fred VanVleet,TOR,,,,
182,REBOUND,2,5:32,Curry REBOUND (Off:0 Def:4),46 - 44,-2,Stephen Curry,GSW,,,,
183,2POINTMISS,2,5:26,MISS Curry 5' Driving Layup,46 - 44,-2,Stephen Curry,GSW,,,,
184,REBOUND,2,5:26,Looney REBOUND (Off:1 Def:4),46 - 44,-2,Kevon Looney,GSW,,,,
185,FOUL,2,5:26,VanVleet P.FOUL (P1.T4) (K.Scott),46 - 44,-2,Fred VanVleet,TOR,Kevon Looney,GSW,,
186,3POINTMISS,2,5:17,MISS Kuminga 25' 3PT Pullup Jump Shot,46 - 44,-2,Jonathan Kuminga,GSW,,,,
187,REBOUND,2,5:14,Trent Jr. REBOUND (Off:0 Def:2),46 - 44,-2,Gary Trent Jr.,TOR,,,,
188,2POINT,2,5:04,Siakam 7' Driving Floating Jump Shot (7 PTS),48 - 44,-4,Pascal Siakam,TOR,,,,
189,FOUL,2,5:04,Kuminga S.FOUL (P1.T3) (R.Hussey),48 - 44,-4,Jonathan Kuminga,GSW,Pascal Siakam,TOR,,
190,SUB,2,5:04,SUB: Young FOR Achiuwa,48 - 44,-4,Precious Achiuwa,TOR,Thaddeus Young,TOR,,
191,SUB,2,5:04,SUB: D. Green FOR Kuminga,48 - 44,-4,Jonathan Kuminga,GSW,Draymond Green,GSW,,
192,SUB,2,5:04,SUB: Boucher FOR Barnes,48 - 44,-4,Scottie Barnes,TOR,Chris Boucher,TOR,,
193,FTMAKE,2,5:04,Siakam Free Throw 1 of 1 (8 PTS),49 - 44,-5,Pascal Siakam,TOR,,,,
194,2POINT.ASSIST,2,4:53,D. Green 5' Cutting Layup Shot (2 PTS) (Curry 4 AST),49 - 46,-3,Draymond Green,GSW,Stephen Curry,GSW,,
195,3POINT.ASSIST,2,4:35,Boucher 24' 3PT Jump Shot (4 PTS) (VanVleet 2 AST),52 - 46,-6,Chris Boucher,TOR,Fred VanVleet,TOR,,
196,2POINT.ASSIST,2,4:26,Poole 4' Driving Layup (7 PTS) (Curry 5 AST),52 - 48,-4,Jordan Poole,GSW,Stephen Curry,GSW,,
197,3POINTMISS,2,4:11,MISS Young 24' 3PT Jump Shot,52 - 48,-4,Thaddeus Young,TOR,,,,
198,REBOUND,2,4:07,Thompson REBOUND (Off:0 Def:2),52 - 48,-4,Klay Thompson,GSW,,,,
199,STEAL.TURNOVER,2,3:59,Poole Bad Pass Turnover (P2.T4)Young STEAL (1 STL),52 - 48,-4,Jordan Poole,GSW,Thaddeus Young,TOR,,
200,2POINT,2,3:55,Boucher 5' Driving Floating Jump Shot (6 PTS),54 - 48,-6,Chris Boucher,TOR,,,,
201,FOUL,2,3:55,Poole S.FOUL (P2.T4) (B.Barnaky),54 - 48,-6,Jordan Poole,GSW,Chris Boucher,TOR,,
202,SUB,2,3:55,SUB: DiVincenzo FOR Poole,54 - 48,-6,Jordan Poole,GSW,Donte DiVincenzo,GSW,,
203,FTMISS,2,3:55,MISS Boucher Free Throw 1 of 1,54 - 48,-6,Chris Boucher,TOR,,,,
204,REBOUND,2,3:51,D. Green REBOUND (Off:0 Def:5),54 - 48,-6,Draymond Green,GSW,,,,
205,3POINT.ASSIST,2,3:48,Thompson 25' 3PT Running Pull-Up Jump Shot (9 PTS) (D. Green 4 AST),54 - 51,-3,Klay Thompson,GSW,Draymond Green,GSW,,
