,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
27,STEAL.TURNOVER,1,8:29,Gilgeous-Alexander STEAL (1 STL)Looney Bad Pass Turnover (P1.T1),9 - 5,-4,Looney,GSW,Shai Gilgeous-Alexander,OKC,,  
28,3POINT.ASSIST,1,8:25,Dort 27' 3PT Jump Shot (6 PTS) (Gilgeous-Alexander 2 AST),12 - 5,-7,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
29,2POINT.ASSIST,1,8:09,Kuminga 5' Cutting Layup (2 PTS) (Curry 1 AST),12 - 7,-5,Jonathan Kuminga,GSW,Stephen Curry,GSW,,
30,2POINT,1,7:54,Giddey 11' Driving Floating Bank Jump Shot (4 PTS),14 - 7,-7,Josh Giddey,OKC,,,,
31,3POINTMISS,1,7:43,MISS Curry 25' 3PT Jump Shot,14 - 7,-7,Stephen Curry,GSW,,,,
32,REBOUND,1,7:40,Gilgeous-Alexander REBOUND (Off:0 Def:1),14 - 7,-7,Shai Gilgeous-Alexander,OKC,,,,
33,2POINTMISS,1,7:33,MISS Gilgeous-Alexander 6' Driving Floating Bank Jump Shot,14 - 7,-7,Shai Gilgeous-Alexander,OKC,,,,
34,REBOUND,1,7:30,Dort REBOUND (Off:1 Def:0),14 - 7,-7,Luguentz Dort,OKC,,,,
35,3POINT.ASSIST,1,7:25,Dort 26' 3PT Jump Shot (9 PTS) (Giddey 3 AST),17 - 7,-10,Luguentz Dort,OKC,Josh Giddey,OKC,,
36,TIMEOUT,1,7:24,GSW Timeout: Regular (Full 2 Short 0),17 - 7,-10,,,,,,
37,SUB,1,7:24,SUB: DiVincenzo FOR Kuminga,17 - 7,-10,Jonathan Kuminga,GSW,Donte DiVincenzo,GSW,,
38,2POINT,1,7:05,Curry 15' Pullup Jump Shot (2 PTS),17 - 9,-8,Stephen Curry,GSW,,,,
39,2POINT,1,6:43,Jal. Williams 14' Pullup Jump Shot (4 PTS),19 - 9,-10,Jalen Williams,OKC,,,,
40,3POINT.ASSIST,1,6:23,DiVincenzo 26' 3PT Jump Shot (3 PTS) (Curry 2 AST),19 - 12,-7,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
41,3POINTMISS,1,6:05,MISS Dort 24' 3PT Jump Shot,19 - 12,-7,Luguentz Dort,OKC,,,,
42,REBOUND,1,6:02,Green REBOUND (Off:0 Def:2),19 - 12,-7,Draymond Green,GSW,,,,
43,2POINT,1,5:55,Looney 4' Cutting Layup (2 PTS),19 - 14,-5,Kevon Looney,GSW,,,,
44,FOUL,1,5:40,Looney S.FOUL (P1.T1) (M.Boland),19 - 14,-5,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
45,FTMISS,1,5:40,MISS Gilgeous-Alexander Free Throw 1 of 2,19 - 14,-5,Shai Gilgeous-Alexander,OKC,,,,
46,REBOUND,1,5:40,OKC Rebound,19 - 14,-5,,,,,,
47,SUB,1,5:40,SUB: Joe FOR Giddey,19 - 14,-5,Josh Giddey,OKC,Isaiah Joe,OKC,,
48,FTMAKE,1,5:40,Gilgeous-Alexander Free Throw 2 of 2 (3 PTS),20 - 14,-6,Shai Gilgeous-Alexander,OKC,,,,
49,2POINT.ASSIST,1,5:26,Poole 5' Driving Finger Roll Layup (2 PTS) (DiVincenzo 1 AST),20 - 16,-4,Jordan Poole,GSW,Donte DiVincenzo,GSW,,
50,3POINTMISS,1,5:11,MISS Joe 25' 3PT Jump Shot,20 - 16,-4,Isaiah Joe,OKC,,,,  
51,REBOUND,1,5:08,DiVincenzo REBOUND (Off:0 Def:1),20 - 16,-4,Donte DiVincenzo,GSW,,,,
52,2POINT.ASSIST,1,4:59,Poole 8' Driving Layup (4 PTS) (Curry 3 AST),20 - 18,-2,Jordan Poole,GSW,Stephen Curry,GSW,,
53,2POINTMISS,1,4:46,MISS Gilgeous-Alexander 11' Driving Floating Bank Jump Shot,20 - 18,-2,Shai Gilgeous-Alexander,OKC,,,,
54,REBOUND,1,4:43,Looney REBOUND (Off:0 Def:2),20 - 18,-2,Kevon Looney,GSW,,,, 
55,2POINT.ASSIST,1,4:37,DiVincenzo 5' Driving Layup (5 PTS) (Poole 1 AST),20 - 20,TIE,Donte DiVincenzo,GSW,Jordan Poole,GSW,,
56,3POINT.ASSIST,1,4:16,Joe 28' 3PT Jump Shot (3 PTS) (Jal. Williams 1 AST),23 - 20,-3,Isaiah Joe,OKC,Jalen Williams,OKC,,
57,3POINTMISS,1,4:06,MISS Curry 26' 3PT Jump Shot,23 - 20,-3,Stephen Curry,GSW,,,,
58,REBOUND,1,4:03,Jal. Williams REBOUND (Off:0 Def:3),23 - 20,-3,Jalen Williams,OKC,,,,
59,3POINT.ASSIST,1,3:53,Joe 26' 3PT Jump Shot (6 PTS) (Jal. Williams 2 AST),26 - 20,-6,Isaiah Joe,OKC,Jalen Williams,OKC,, 
60,TIMEOUT,1,3:52,GSW Timeout: Regular (Full 3 Short 0),26 - 20,-6,,,,,,
61,SUB,1,3:52,SUB: Thompson FOR Curry,26 - 20,-6,Stephen Curry,GSW,Klay Thompson,GSW,,
62,SUB,1,3:52,SUB: Green FOR Looney,26 - 20,-6,Kevon Looney,GSW,Draymond Green,GSW,,
63,SUB,1,3:52,SUB: Wiggins FOR Poole,26 - 20,-6,Jordan Poole,GSW,Andrew Wiggins,GSW,,
64,2POINT,1,3:39,Thompson 15' Pull-Up Jump Shot (5 PTS), 26 - 22,-4,Klay Thompson,GSW,,,,
65,3POINT.ASSIST,1,3:20,Dort 27' 3PT Jump Shot (12 PTS) (Gilgeous-Alexander 3 AST),29 - 22,-7,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
66,2POINT.ASSIST,1,3:02,Wiggins 3' Cutting Layup (2 PTS) (DiVincenzo 2 AST),29 - 24,-5,Andrew Wiggins,GSW,Donte DiVincenzo,GSW,,
67,3POINT.ASSIST,1,2:48,Joe 28' 3PT Jump Shot (9 PTS) (Dort 1 AST),32 - 24,-8,Isaiah Joe,OKC,Luguentz Dort,OKC,,
68,2POINT.ASSIST,1,2:33,Green 5' Driving Reverse Layup (4 PTS) (DiVincenzo 3 AST),32 - 26,-6,Draymond Green,GSW,Donte DiVincenzo,GSW,,
69,3POINT.ASSIST,1,2:15,Thompson 26' 3PT Jump Shot (8 PTS) (Wiggins 1 AST),32 - 29,-3,Klay Thompson,GSW,Andrew Wiggins,GSW,,
70,2POINTMISS,1,1:58,MISS Jal. Williams 13' Pullup Jump Shot,32 - 29,-3,Jalen Williams,OKC,,,,
71,REBOUND,1,1:55,Green REBOUND (Off:0 Def:3),32 - 29,-3,Draymond Green,GSW,,,,
72,2POINTMISS,1,1:49,MISS DiVincenzo 12' Driving Floating Jump Shot,32 - 29,-3,Donte DiVincenzo,GSW,,,,
73,REBOUND,1,1:46,Dort REBOUND (Off:1 Def:1),32 - 29,-3,Luguentz Dort,OKC,,,,
74,2POINTMISS,1,1:41,MISS Gilgeous-Alexander 5' Driving Finger Roll Layup,32 - 29,-3,Shai Gilgeous-Alexander,OKC,,,,
75,REBOUND,1,1:38,Wiggins REBOUND (Off:0 Def:2),32 - 29,-3,Andrew Wiggins,GSW,,,,
76,3POINTMISS,1,1:32,MISS Thompson 26' 3PT Jump Shot,32 - 29,-3,Klay Thompson,GSW,,,,
77,REBOUND,1,1:29,Joe REBOUND (Off:0 Def:1),32 - 29,-3,Isaiah Joe,OKC,,,,
78,2POINT,1,1:24,Gilgeous-Alexander 7' Pullup Jump Shot (5 PTS),34 - 29,-5,Shai Gilgeous-Alexander,OKC,,,,
79,2POINTMISS,1,1:06,MISS Wiggins 18' Pullup Jump Shot,34 - 29,-5,Andrew Wiggins,GSW,,,,
80,REBOUND,1,1:03,Green REBOUND (Off:1 Def:3),34 - 29,-5,Draymond Green,GSW,,,,
81,2POINT,1,1:00,Green 5' Cutting Layup (6 PTS),34 - 31,-3,Draymond Green,GSW,,,,
82,STEAL.TURNOVER,1,0:44,DiVincenzo STEAL (1 STL)Gilgeous-Alexander Bad Pass Turnover (P1.T1),34 - 31,-3,Shai Gilgeous-Alexander,OKC,Donte DiVincenzo,GSW,,
83,3POINTMISS,1,0:39,MISS Thompson 26' 3PT Jump Shot,34 - 31,-3,Klay Thompson,GSW,,,,
84,REBOUND,1,0:36,Dort REBOUND (Off:1 Def:2),34 - 31,-3,Luguentz Dort,OKC,,,,
85,3POINT.ASSIST,1,0:32,Dort 25' 3PT Jump Shot (15 PTS) (Joe 1 AST),37 - 31,-6,Luguentz Dort,OKC,Isaiah Joe,OKC,,
86,TIMEOUT,1,0:31,GSW Timeout: Short (Short 1 Full 0),37 - 31,-6,,,,,,
87,SUB,1,0:31,SUB: Curry FOR DiVincenzo,37 - 31,-6,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
88,2POINT,1,0:23,Curry 6' Driving Floating Bank Jump Shot (4 PTS),37 - 33,-4,Stephen Curry,GSW,,,,
89,3POINTMISS,1,0:07,MISS Joe 27' 3PT Step Back Jump Shot,37 - 33,-4,Isaiah Joe,OKC,,,,
90,REBOUND,1,0:04,Wiggins REBOUND (Off:0 Def:3),37 - 33,-4,Andrew Wiggins,GSW,,,,
91,3POINT.ASSIST,1,0:01,Thompson 25' 3PT Jump Shot (11 PTS) (Curry 4 AST),37 - 36,-1,Klay Thompson,GSW,Stephen Curry,GSW,,
92,ENDOFPERIOD,1,0:00,End of 1st Period (7:24 PM CST),37 - 36,-1,,,,,,
93,STARTOFPERIOD,2,12:00,Start of 2nd Period (7:27 PM CST),37 - 36,-1,,,,,,  
94,2POINT,2,11:41,Murray 5' Driving Finger Roll Layup (2 PTS),39 - 36,-3,Dejounte Murray,OKC,,,,
95,3POINTMISS,2,11:20,MISS DiVincenzo 25' 3PT Jump Shot,39 - 36,-3,Donte DiVincenzo,GSW,,,,
96,REBOUND,2,11:17,Bazley REBOUND (Off:0 Def:1),39 - 36,-3,Darius Bazley,OKC,,,,
97,3POINTMISS,2,11:07,MISS Murray 26' 3PT Jump Shot,39 - 36,-3,Dejounte Murray,OKC,,,,  
98,REBOUND,2,11:04,Green REBOUND (Off:1 Def:4),39 - 36,-3,Draymond Green,GSW,,,,
99,2POINT.ASSIST,2,10:58,DiVincenzo 4' Reverse Layup (7 PTS) (Green 1 AST),39 - 38,-1,Donte DiVincenzo,GSW,Draymond Green,GSW,,
100,FOUL,2,10:45,Muscala S.FOUL (P1.T1) (J.Talen),39 - 38,-1,Mike Muscala,OKC,Donte DiVincenzo,GSW,,
101,FTMAKE,2,10:45,DiVincenzo Free Throw 1 of 2 (8 PTS),39 - 39,TIE,Donte DiVincenzo,GSW,,,,
102,FTMAKE,2,10:45,DiVincenzo Free Throw 2 of 2 (9 PTS),39 - 40,1,Donte DiVincenzo,GSW,,,,
103,2POINT,2,10:29,Murray 8' Driving Layup (4 PTS),41 - 40,-1,Dejounte Murray,OKC,,,,
104,2POINT,2,10:14,Bjelica 5' Driving Finger Roll Layup (2 PTS),41 - 42,1,Nemanja Bjelica,GSW,,,,
105,3POINT.ASSIST,2,10:03,Murray 27' 3PT Jump Shot (7 PTS) (Poku 1 AST),44 - 42,-2,Dejounte Murray,OKC,Aleksej Pokuševski,OKC,,
106,2POINT,2,9:49,Bjelica 6' Driving Floating Bank Jump Shot (4 PTS),44 - 44,TIE,Nemanja Bjelica,GSW,,,,
107,3POINTMISS,2,9:25,MISS Poku 27' 3PT Jump Shot,44 - 44,TIE,Aleksej Pokuševski,OKC,,,,
108,REBOUND,2,9:22,Iguodala REBOUND (Off:0 Def:1),44 - 44,TIE,Andre Iguodala,GSW,,,,
109,2POINTMISS,2,9:13,MISS DiVincenzo 17' Pull-Up Jump Shot,44 - 44,TIE,Donte DiVincenzo,GSW,,,,
110,REBOUND,2,9:10,Muscala REBOUND (Off:0 Def:1),44 - 44,TIE,Mike Muscala,OKC,,,,
111,2POINTMISS,2,9:03,MISS Poku 14' Pullup Jump Shot,44 - 44,TIE,Aleksej Pokuševski,OKC,,,,
112,REBOUND,2,9:00,Bjelica REBOUND (Off:0 Def:1),44 - 44,TIE,Nemanja Bjelica,GSW,,,,
113,3POINT.ASSIST,2,8:53,Moody 24' 3PT Jump Shot (3 PTS) (Bjelica 1 AST),44 - 47,3,Moses Moody,GSW,Nemanja Bjelica,GSW,,
114,2POINT.ASSIST,2,8:37,Murray 5' Driving Floating Bank Jump Shot (9 PTS) (Bazley 1 AST),46 - 47,1,Dejounte Murray,OKC,Darius Bazley,OKC,,
115,3POINT.ASSIST,2,8:23,Iguodala 26' 3PT Jump Shot (3 PTS) (Bjelica 2 AST),46 - 50,4,Andre Iguodala,GSW,Nemanja Bjelica,GSW,,  
116,FOUL,2,8:03,DiVincenzo P.FOUL (P1.T1) (D.Taylor),46 - 50,4,Donte DiVincenzo,GSW,Dejounte Murray,OKC,,
117,FTMAKE,2,8:03,Murray Free Throw 1 of 2 (10 PTS),47 - 50,3,Dejounte Murray,OKC,,,,
118,SUB,2,8:03,SUB: K. Williams FOR Poku,47 - 50,3,Aleksej Pokuševski,OKC,Kenrich Williams,OKC,,
119,SUB,2,8:03,SUB: Lamb FOR Iguodala,47 - 50,3,Andre Iguodala,GSW,Anthony Lamb,GSW,,
120,FTMAKE,2,8:03,Murray Free Throw 2 of 2 (11 PTS),48 - 50,2,Dejounte Murray,OKC,,,,
121,3POINTMISS,2,7:49,MISS DiVincenzo 26' 3PT Jump Shot,48 - 50,2,Donte DiVincenzo,GSW,,,,
122,REBOUND,2,7:46,Bazley REBOUND (Off:0 Def:2),48 - 50,2,Darius Bazley,OKC,,,,
123,2POINT,2,7:35,Murray 13' Pullup Jump Shot (13 PTS),50 - 50,TIE,Dejounte Murray,OKC,,,,
124,3POINTMISS,2,7:18,MISS Moody 25' 3PT Jump Shot,50 - 50,TIE,Moses Moody,GSW,,,,
125,REBOUND,2,7:15,Muscala REBOUND (Off:0 Def:2),50 - 50,TIE,Mike Muscala,OKC,,,,
126,2POINT.ASSIST,2,7:03,Bazley 6' Driving Finger Roll Layup (2 PTS) (K. Williams 1 AST),52 - 50,-2,Darius Bazley,OKC,Kenrich Williams,OKC,,
127,FOUL,2,6:50,Bjelica S.FOUL (P1.T2) (R.Crawford),52 - 50,-2,Nemanja Bjelica,GSW,Darius Bazley,OKC,,
128,FTMISS,2,6:50,MISS Bazley Free Throw 1 of 2,52 - 50,-2,Darius Bazley,OKC,,,,
129,REBOUND,2,6:50,OKC Rebound,52 - 50,-2,,,,,,
130,FTMAKE,2,6:50,Bazley Free Throw 2 of 2 (3 PTS),53 - 50,-3,Darius Bazley,OKC,,,,
131,2POINT.ASSIST,2,6:34,Moody 2' Cutting Layup (5 PTS) (Lamb 1 AST),53 - 52,-1,Moses Moody,GSW,Anthony Lamb,GSW,, 
132,2POINT,2,6:16,Murray 7' Pullup Jump Shot (15 PTS),55 - 52,-3,Dejounte Murray,OKC,,,,
133,FOUL,2,6:03,Muscala P.FOUL (P2.T2) (G.Zielinski),55 - 52,-3,Mike Muscala,OKC,Donte DiVincenzo,GSW,,
134,FTMAKE,2,6:03,DiVincenzo Free Throw 1 of 2 (10 PTS),55 - 53,-2,Donte DiVincenzo,GSW,,,,
135,SUB,2,6:03,SUB: Gilgeous-Alexander FOR Murray,55 - 53,-2,Dejounte Murray,OKC,Shai Gilgeous-Alexander,OKC,,
136,SUB,2,6:03,SUB: Thompson FOR Bjelica,55 - 53,-2,Nemanja Bjelica,GSW,Klay Thompson,GSW,,
137,FTMAKE,2,6:03,DiVincenzo Free Throw 2 of 2 (11 PTS),55 - 54,-1,Donte DiVincenzo,GSW,,,,
138,2POINT.ASSIST,2,5:43,Gilgeous-Alexander 2' Driving Finger Roll Layup (7 PTS) (K. Williams 2 AST),57 - 54,-3,Shai Gilgeous-Alexander,OKC,Kenrich Williams,OKC,,
139,3POINTMISS,2,5:31,MISS DiVincenzo 25' 3PT Jump Shot,57 - 54,-3,Donte DiVincenzo,GSW,,,,
140,REBOUND,2,5:28,Muscala REBOUND (Off:0 Def:3),57 - 54,-3,Mike Muscala,OKC,,,,
141,3POINT.ASSIST,2,5:20,K. Williams 24' 3PT Jump Shot (3 PTS) (Bazley 2 AST),60 - 54,-6,Kenrich Williams,OKC,Darius Bazley,OKC,,
142,TIMEOUT,2,5:19,GSW Timeout: Regular (Full 4 Short 1),60 - 54,-6,,,,,,
143,2POINTMISS,2,5:05,MISS Thompson 17' Pull-Up Jump Shot,60 - 54,-6,Klay Thompson,GSW,,,,
144,REBOUND,2,5:02,Bazley REBOUND (Off:0 Def:3),60 - 54,-6,Darius Bazley,OKC,,,,
145,2POINT.ASSIST,2,4:54,Gilgeous-Alexander 7' Pullup Jump Shot (9 PTS) (Bazley 3 AST),62 - 54,-8,Shai Gilgeous-Alexander,OKC,Darius Bazley,OKC,,
146,2POINTMISS,2,4:36,MISS Lamb 12' Turnaround Jump Shot,62 - 54,-8,Anthony Lamb,GSW,,,,
147,REBOUND,2,4:33,Muscala REBOUND (Off:0 Def:4),62 - 54,-8,Mike Muscala,OKC,,,,
148,FOUL,2,4:19,DiVincenzo P.FOUL (P2.T3) (B.Nanzer),62 - 54,-8,Donte DiVincenzo,GSW,Shai Gilgeous-Alexander,OKC,,
149,FTMAKE,2,4:19,Gilgeous-Alexander Free Throw 1 of 2 (10 PTS),63 - 54,-9,Shai Gilgeous-Alexander,OKC,,,,
150,SUB,2,4:19,SUB: Green FOR Lamb,63 - 54,-9,Anthony Lamb,GSW,Draymond Green,GSW,,
151,FTMAKE,2,4:19,Gilgeous-Alexander Free Throw 2 of 2 (11 PTS),64 - 54,-10,Shai Gilgeous-Alexander,OKC,,,,  
152,2POINTMISS,2,3:58,MISS DiVincenzo 13' Pullup Jump Shot,64 - 54,-10,Donte DiVincenzo,GSW,,,,
153,REBOUND,2,3:55,K. Williams REBOUND (Off:0 Def:1),64 - 54,-10,Kenrich Williams,OKC,,,,
154,2POINT.ASSIST,2,3:48,Bazley 1' Cutting Dunk (5 PTS) (Gilgeous-Alexander 1 AST),66 - 54,-12,Darius Bazley,OKC,Shai Gilgeous-Alexander,OKC,,
155,2POINT.ASSIST,2,3:32,Thompson 3' Cutting Layup (13 PTS) (Green 2 AST),66 - 56,-10,Klay Thompson,GSW,Draymond Green,GSW,,
156,3POINT.ASSIST,2,3:18,Dort 26' 3PT Jump Shot (18 PTS) (Gilgeous-Alexander 2 AST),69 - 56,-13,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
157,2POINT,2,3:03,Green 3' Driving Reverse Layup (8 PTS),69 - 58,-11,Draymond Green,GSW,,,,
158,2POINT,2,2:46,Gilgeous-Alexander 13' Pullup Jump Shot (13 PTS), 71 - 58,-13,Shai Gilgeous-Alexander,OKC,,,,
159,3POINTMISS,2,2:24,MISS Thompson 26' 3PT Jump Shot,71 - 58,-13,Klay Thompson,GSW,,,,
160,REBOUND,2,2:21,K. Williams REBOUND (Off:0 Def:2),71 - 58,-13,Kenrich Williams,OKC,,,,
161,2POINT,2,2:12,Dort 5' Driving Finger Roll Layup (20 PTS),73 - 58,-15,Luguentz Dort,OKC,,,,
162,2POINTMISS,2,1:57,MISS Thompson 15' Pull-Up Jump Shot,73 - 58,-15,Klay Thompson,GSW,,,,  
163,REBOUND,2,1:54,Muscala REBOUND (Off:0 Def:5),73 - 58,-15,Mike Muscala,OKC,,,,
164,2POINT,2,1:42,Gilgeous-Alexander 6' Driving Floating Bank Jump Shot (15 PTS),75 - 58,-17,Shai Gilgeous-Alexander,OKC,,,,
165,TIMEOUT,2,1:41,GSW Timeout: Regular (Full 5 Short 1),75 - 58,-17,,,,,,
166,SUB,2,1:41,SUB: Curry FOR DiVincenzo,75 - 58,-17,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
167,SUB,2,1:41,SUB: Wiggins FOR Moody,75 - 58,-17,Moses Moody,GSW,Andrew Wiggins,GSW,,
168,SUB,2,1:41,SUB: Poole FOR Thompson,75 - 58,-17,Klay Thompson,GSW,Jordan Poole,GSW,,
169,2POINT.ASSIST,2,1:26,Curry 8' Driving Floater (6 PTS) (Green 3 AST),75 - 60,-15,Stephen Curry,GSW,Draymond Green,GSW,,
170,2POINT,2,1:11,Dort 14' Pull-Up Jump Shot (22 PTS),77 - 60,-17,Luguentz Dort,OKC,,,,
171,3POINT.ASSIST,2,0:59,Wiggins 24' 3PT Jump Shot (5 PTS) (Curry 5 AST),77 - 63,-14,Andrew Wiggins,GSW,Stephen Curry,GSW,,
172,2POINT,2,0:42,Gilgeous-Alexander 6' Driving Finger Roll Layup (17 PTS),79 - 63,-16,Shai Gilgeous-Alexander,OKC,,,,
173,2POINTMISS,2,0:28,MISS Curry 18' Pull-Up Jump Shot,79 - 63,-16,Stephen Curry,GSW,,,,
174,REBOUND,2,0:25,Green REBOUND (Off:2 Def:4),79 - 63,-16,Draymond Green,GSW,,,,
175,3POINT.ASSIST,2,0:18,Poole 25' 3PT Jump Shot (7 PTS) (Green 4 AST),79 - 66,-13,Jordan Poole,GSW,Draymond Green,GSW,, 
176,3POINTMISS,2,0:03,MISS K. Williams 26' 3PT Jump Shot,79 - 66,-13,Kenrich Williams,OKC,,,,
177,REBOUND,2,0:00,Wiggins REBOUND (Off:0 Def:4),79 - 66,-13,Andrew Wiggins,GSW,,,,
178,ENDOFPERIOD,2,0:00,End of 2nd Period (7:51 PM CST),79 - 66,-13,,,,,,
179,STARTOFPERIOD,3,12:00,Start of 3rd Period (8:11 PM CST),79 - 66,-13,,,,,,
180,3POINTMISS,3,11:42,MISS Curry 25' 3PT Pull-Up Jump Shot,79 - 66,-13,Stephen Curry,GSW,,,,
181,REBOUND,3,11:39,Thompson REBOUND (Off:1 Def:1),79 - 66,-13,Klay Thompson,GSW,,,,
182,3POINT.ASSIST,3,11:34,Wiggins 23' 3PT Jump Shot (8 PTS) (Green 5 AST),79 - 69,-10,Andrew Wiggins,GSW,Draymond Green,GSW,,
183,2POINT,3,11:15,Gilgeous-Alexander 13' Pull-Up Jump Shot (19 PTS),81 - 69,-12,Shai Gilgeous-Alexander,OKC,,,,
184,2POINTMISS,3,10:56,MISS Green 10' Driving Floating Bank Jump Shot,81 - 69,-12,Draymond Green,GSW,,,,
185,REBOUND,3,10:53,Giddey REBOUND (Off:0 Def:3), 81 - 69,-12,Josh Giddey,OKC,,,,
186,3POINT.ASSIST,3,10:43,Dort 24' 3PT Jump Shot (25 PTS) (Giddey 4 AST),84 - 69,-15,Luguentz Dort,OKC,Josh Giddey,OKC,,
187,2POINT,3,10:27,Thompson 9' Driving Floating Bank Jump Shot (15 PTS),84 - 71,-13,Klay Thompson,GSW,,,,
188,FOUL,3,10:14,Looney S.FOUL (P2.T1) (M.Smith),84 - 71,-13,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
189,SUB,3,10:14,SUB: Kuminga FOR Green,84 - 71,-13,Draymond Green,GSW,Jonathan Kuminga,GSW,,
190,FTMAKE,3,10:14,Gilgeous-Alexander Free Throw 1 of 2 (20 PTS),85 - 71,-14,Shai Gilgeous-Alexander,OKC,,,,
191,FTMAKE,3,10:14,Gilgeous-Alexander Free Throw 2 of 2 (21 PTS),86 - 71,-15,Shai Gilgeous-Alexander,OKC,,,,
192,2POINT,3,9:56,Wiggins 4' Cutting Reverse Layup (10 PTS), 86 - 73,-13,Andrew Wiggins,GSW,,,,
193,2POINT.ASSIST,3,9:39,Dort 3' Cutting Reverse Layup (27 PTS) (Giddey 5 AST),88 - 73,-15,Luguentz Dort,OKC,Josh Giddey,OKC,,
194,2POINTMISS,3,9:21,MISS Thompson 13' Pull-Up Jump Shot,88 - 73,-15,Klay Thompson,GSW,,,,
195,REBOUND,3,9:18,Curry REBOUND (Off:0 Def:1),88 - 73,-15,Stephen Curry,GSW,,,,
196,3POINT.ASSIST,3,9:12,Curry 25' 3PT Pull-Up Jump Shot (9 PTS) (Wiggins 2 AST),88 - 76,-12,Stephen Curry,GSW,Andrew Wiggins,GSW,,
