,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
60,2POINTMISS,1,0:05,MISS Gilgeous-Alexander 18' Jump Shot,23 - 18,5,Shai Gilgeous-Alexander,OKC,,,,
61,REBOUND,1,0:03,Turner REBOUND (Def:3),23 - 18,5,Myles Turner,IND,,,,
62,ENDOFPERIOD,1,0:00,End of 1st Period,23 - 18,5,,,,,,
63,STARTOFPERIOD,2,12:00,Start of 2nd Period,23 - 18,5,,,,,,
64,SUB,2,12:00,SUB: Jerome FOR Gilgeous-Alexander,23 - 18,5,Shai Gilgeous-Alexander,OKC,Ty Jerome,OKC,,
65,SUB,2,12:00,SUB: Jackson FOR Giddey,23 - 18,5,Josh Giddey,OKC,Isaiah Jackson,OKC,,
66,2POINT,2,11:45,Jerome 15' Jump Shot (2 PTS),25 - 18,7,Ty Jerome,OKC,,,,
67,3POINTMISS,2,11:30,MISS McConnell 24' 3PT Jump Shot,25 - 18,7,T.J. McConnell,IND,,,,
68,REBOUND,2,11:28,Williams REBOUND (Def:1),25 - 18,7,Kenrich Williams,OKC,,,,
69,3POINT,2,11:10,Williams 3PT Jump Shot (3 PTS),28 - 18,10,Kenrich Williams,OKC,,,,
70,FOUL,2,10:55,Robinson-Earl Personal Foul (P2),28 - 18,10,Jeremiah Robinson-Earl,OKC,Myles Turner,IND,,
71,FTMAKE,2,10:55,Turner Free Throw 1 of 1 (8 PTS),28 - 19,9,Myles Turner,IND,,,,
72,FTMAKE,2,10:55,Turner Free Throw 2 of 2 (9 PTS),28 - 20,8,Myles Turner,IND,,,,
73,TURNOVER,2,10:40,Jerome Bad Pass Turnover (P1.T2),28 - 20,8,Ty Jerome,OKC,,,,
74,STEAL,2,10:39,McConnell STEAL (2 STL),28 - 20,8,T.J. McConnell,IND,,,,
75,2POINT,2,10:24,McConnell Layup (7 PTS),28 - 22,6,T.J. McConnell,IND,,,,
76,3POINTMISS,2,10:05,MISS Williams 27' 3PT Pullup Jump Shot,28 - 22,6,Kenrich Williams,OKC,,,,
77,REBOUND,2,10:03,Turner REBOUND (Def:4),28 - 22,6,Myles Turner,IND,,,,
78,2POINT,2,9:50,Hield 18' Pullup Jump Shot (7 PTS),28 - 24,4,Buddy Hield,IND,,,,
79,SUB,2,9:30,SUB: Gilgeous-Alexander FOR Jerome,28 - 24,4,Ty Jerome,OKC,Shai Gilgeous-Alexander,OKC,,
80,SUB,2,9:30,SUB: Giddey FOR Jackson,28 - 24,4,Isaiah Jackson,OKC,Josh Giddey,OKC,,
81,TURNOVER,2,9:15,Giddey Lost Ball Turnover (P1.T3),28 - 24,4,Josh Giddey,OKC,,,,
82,STEAL,2,9:14,Bitadze STEAL (1 STL),28 - 24,4,Goga Bitadze,IND,,,,
83,2POINT,2,9:00,Bitadze Layup (4 PTS),28 - 26,2,Goga Bitadze,IND,,,,
84,FOUL,2,8:45,Muscala Personal Foul (P1),28 - 26,2,Mike Muscala,OKC,Goga Bitadze,IND,,
85,FTMISS,2,8:45,MISS Bitadze Free Throw 1 of 1,28 - 26,2,Goga Bitadze,IND,,,,
86,REBOUND,2,8:43,Muscala REBOUND (Def:1),28 - 26,2,Mike Muscala,OKC,,,,
87,3POINT,2,8:30,Muscala 3PT Jump Shot (3 PTS),31 - 26,5,Mike Muscala,OKC,,,,
88,TURNOVER,2,8:15,McConnell Bad Pass Turnover (P1.T3),31 - 26,5,T.J. McConnell,IND,,,,
89,STEAL,2,8:14,Gilgeous-Alexander STEAL (3 STL),31 - 26,5,Shai Gilgeous-Alexander,OKC,,,,
90,2POINT,2,8:00,Gilgeous-Alexander Fast Break Layup (11 PTS),33 - 26,7,Shai Gilgeous-Alexander,OKC,,,,
91,3POINT,2,7:45,Hield 3PT Jump Shot (10 PTS),33 - 29,4,Buddy Hield,IND,,,,
92,FOUL,2,7:30,Muscala Personal Foul (P2),33 - 29,4,Mike Muscala,OKC,Hield,IND,,
93,FTMAKE,2,7:30,Hield Free Throw 1 of 1 (11 PTS),33 - 30,3,Buddy Hield,IND,,,,
94,SUB,2,7:15,SUB: Williams FOR Muscala,33 - 30,3,Mike Muscala,OKC,Kenrich Williams,OKC,,
95,2POINTMISS,2,7:00,MISS Giddey Layup,33 - 30,3,Josh Giddey,OKC,,,,
96,REBOUND,2,6:58,Turner REBOUND (Def:5),33 - 30,3,Myles Turner,IND,,,,
97,2POINT,2,6:45,Turner Layup (11 PTS),33 - 32,1,Myles Turner,IND,,,,
98,TURNOVER,2,6:30,Giddey Lost Ball Turnover (P2.T4),33 - 32,1,Josh Giddey,OKC,,,,
99,STEAL,2,6:29,McConnell STEAL (3 STL),33 - 32,1,T.J. McConnell,IND,,,,
100,2POINT,2,6:15,McConnell Layup (9 PTS),33 - 34,-1,T.J. McConnell,IND,,,,
101,TIMEOUT,2,6:00,OKC Timeout: Regular,33 - 34,-1,,,,,,
102,SUB,2,6:00,SUB: Gilgeous-Alexander FOR Williams,33 - 34,-1,Kenrich Williams,OKC,Shai Gilgeous-Alexander,OKC,,
103,3POINT,2,5:45,Gilgeous-Alexander 3PT Jump Shot (14 PTS),36 - 34,2,Shai Gilgeous-Alexander,OKC,,,,
104,FOUL,2,5:30,Robinson-Earl Personal Foul (P3),36 - 34,2,Jeremiah Robinson-Earl,OKC,Turner,IND,,
105,FTMISS,2,5:30,MISS Turner Free Throw 1 of 1,36 - 34,2,Myles Turner,IND,,,,
106,REBOUND,2,5:28,Giddey REBOUND (Def:2),36 - 34,2,Josh Giddey,OKC,,,,
107,2POINT,2,5:15,Giddey Layup (6 PTS),38 - 34,4,Josh Giddey,OKC,,,,
108,3POINTMISS,2,5:00,MISS McConnell 26' 3PT Pullup Jump Shot,38 - 34,4,T.J. McConnell,IND,,,,
109,REBOUND,2,4:58,Turner REBOUND (Def:6),38 - 34,4,Myles Turner,IND,,,,
110,2POINT,2,4:45,Hield Layup (13 PTS),38 - 36,2,Buddy Hield,IND,,,,
111,SUB,2,4:30,SUB: Jackson FOR Robinson-Earl,38 - 36,2,Jeremiah Robinson-Earl,OKC,Isaiah Jackson,OKC,,
112,TURNOVER,2,4:15,Gilgeous-Alexander Bad Pass Turnover (P2.T2),38 - 36,2,Shai Gilgeous-Alexander,OKC,,,,
113,STEAL,2,4:14,McConnell STEAL (4 STL),38 - 36,2,T.J. McConnell,IND,,,,
114,2POINT,2,4:00,McConnell Fast Break Layup (11 PTS),38 - 38,TIE,T.J. McConnell,IND,,,,
115,FOUL,2,3:45,Turner Personal Foul (P2),38 - 38,TIE,Myles Turner,IND,Gilgeous-Alexander,OKC,,
116,FTMAKE,2,3:45,Gilgeous-Alexander Free Throw 1 of 1 (15 PTS),39 - 38,1,Shai Gilgeous-Alexander,OKC,,,,
117,3POINT,2,3:30,Giddey 3PT Jump Shot (9 PTS),42 - 38,4,Josh Giddey,OKC,,,,
118,TURNOVER,2,3:15,Hield Lost Ball Turnover (P3.T6),42 - 38,4,Buddy Hield,IND,,,,
119,STEAL,2,3:14,Gilgeous-Alexander STEAL (4 STL),42 - 38,4,Shai Gilgeous-Alexander,OKC,,,,
120,2POINT,2,3:00,Gilgeous-Alexander Layup (17 PTS),44 - 38,6,Shai Gilgeous-Alexander,OKC,,,,
121,FOUL,2,2:45,Williams Personal Foul (P1),44 - 38,6,Kenrich Williams,OKC,Hield,IND,,
122,FTMAKE,2,2:45,Hield Free Throw 1 of 1 (14 PTS),44 - 39,5,Buddy Hield,IND,,,,
123,3POINTMISS,2,2:30,MISS Giddey 24' 3PT Pullup Jump Shot,44 - 39,5,Josh Giddey,OKC,,,,
124,REBOUND,2,2:28,Turner REBOUND (Def:7),44 - 39,5,Myles Turner,IND,,,,
125,2POINT,2,2:15,Hield Layup (16 PTS),44 - 41,3,Buddy Hield,IND,,,,
126,TURNOVER,2,2:00,Gilgeous-Alexander Lost Ball Turnover (P3.T3),44 - 41,3,Shai Gilgeous-Alexander,OKC,,,,
127,STEAL,2,1:59,McConnell STEAL (5 STL),44 - 41,3,T.J. McConnell,IND,,,,
128,2POINT,2,1:45,McConnell Layup (13 PTS),44 - 43,1,T.J. McConnell,IND,,,,
129,SUB,2,1:30,SUB: Jerome FOR Gilgeous-Alexander,44 - 43,1,Shai Gilgeous-Alexander,OKC,Ty Jerome,OKC,,
130,FOUL,2,1:15,Turner Personal Foul (P3),44 - 43,1,Myles Turner,IND,Jerome,OKC,,
131,FTMISS,2,1:15,MISS Jerome Free Throw 1 of 1,44 - 43,1,Ty Jerome,OKC,,,,
132,REBOUND,2,1:13,Hield REBOUND (Def:1),44 - 43,1,Buddy Hield,IND,,,,
133,3POINT,2,1:00,Hield 3PT Jump Shot (19 PTS),44 - 46,-2,Buddy Hield,IND,,,,
134,TURNOVER,2,0:45,Jerome Bad Pass Turnover (P2.T4),44 - 46,-2,Ty Jerome,OKC,,,,
135,STEAL,2,0:44,Turner STEAL (1 STL),44 - 46,-2,Myles Turner,IND,,,,
136,2POINT,2,0:30,Turner Layup (13 PTS),44 - 48,-4,Myles Turner,IND,,,,
137,TIMEOUT,2,0:15,OKC Timeout: Short,44 - 48,-4,,,,,,
138,SUB,2,0:15,SUB: Gilgeous-Alexander FOR Jerome,44 - 48,-4,Ty Jerome,OKC,Shai Gilgeous-Alexander,OKC,,
139,3POINT,2,0:10,Gilgeous-Alexander 3PT Jump Shot (20 PTS),47 - 48,-1,Shai Gilgeous-Alexander,OKC,,,,
140,FOUL,2,0:05,Williams Personal Foul (P2),47 - 48,-1,Kenrich Williams,OKC,McConnell,IND,,
141,FTMAKE,2,0:05,McConnell Free Throw 1 of 1 (14 PTS),47 - 49,-2,T.J. McConnell,IND,,,,
142,FTMAKE,2,0:05,McConnell Free Throw 2 of 2 (15 PTS),47 - 50,-3,T.J. McConnell,IND,,,,
143,2POINTMISS,2,0:01,MISS Giddey 18' Jump Shot,47 - 50,-3,Josh Giddey,OKC,,,,
144,REBOUND,2,0:00,Turner REBOUND (Def:8),47 - 50,-3,Myles Turner,IND,,,,
145,ENDOFPERIOD,2,0:00,End of 2nd Period,47 - 50,-3,,,,,,
146,STARTOFPERIOD,3,12:00,Start of 3rd Period,47 - 50,-3,,,,,,
147,SUB,3,12:00,SUB: Jerome FOR Gilgeous-Alexander,47 - 50,-3,Shai Gilgeous-Alexander,OKC,Ty Jerome,OKC,,
148,SUB,3,12:00,SUB: Williams FOR Giddey,47 - 50,-3,Josh Giddey,OKC,Kenrich Williams,OKC,,
149,2POINT,3,11:45,Turner Layup (15 PTS),47 - 52,-5,Myles Turner,IND,,,,
150,3POINTMISS,3,11:30,MISS Jerome 26' 3PT Pullup Jump Shot,47 - 52,-5,Ty Jerome,OKC,,,,
151,REBOUND,3,11:28,Hield REBOUND (Def:2),47 - 52,-5,Buddy Hield,IND,,,,
152,3POINT,3,11:15,Hield 3PT Jump Shot (22 PTS),47 - 55,-8,Buddy Hield,IND,,,,
153,TURNOVER,3,11:00,Williams Bad Pass Turnover (P1.T1),47 - 55,-8,Kenrich Williams,OKC,,,,
154,STEAL,3,10:59,McConnell STEAL (6 STL),47 - 55,-8,T.J. McConnell,IND,,,,
155,2POINT,3,10:45,McConnell Layup (17 PTS),47 - 57,-10,T.J. McConnell,IND,,,,
156,FOUL,3,10:30,Turner Personal Foul (P4),47 - 57,-10,Myles Turner,IND,Jerome,OKC,,
157,FTMAKE,3,10:30,Jerome Free Throw 1 of 1 (3 PTS),48 - 57,-9,Ty Jerome,OKC,,,,
158,2POINT,3,10:15,Jerome Layup (5 PTS),50 - 57,-7,Ty Jerome,OKC,,,,
159,TURNOVER,3,10:00,McConnell Bad Pass Turnover (P2.T4),50 - 57,-7,T.J. McConnell,IND,,,,
160,STEAL,3,9:59,Gilgeous-Alexander STEAL (5 STL),50 - 57,-7,Shai Gilgeous-Alexander,OKC,,,,
161,3POINT,3,9:45,Gilgeous-Alexander 3PT Jump Shot (23 PTS),53 - 57,-4,Shai Gilgeous-Alexander,OKC,,,,
162,SUB,3,9:30,SUB: Giddey FOR Williams,53 - 57,-4,Kenrich Williams,OKC,Josh Giddey,OKC,,
163,2POINT,3,9:15,Hield Layup (24 PTS),53 - 59,-6,Buddy Hield,IND,,,,
164,FOUL,3,9:00,Giddey Personal Foul (P2),53 - 59,-6,Josh Giddey,OKC,Hield,IND,,
165,FTMAKE,3,9:00,Hield Free Throw 1 of 1 (25 PTS),53 - 60,-7,Buddy Hield,IND,,,,
166,3POINTMISS,3,8:45,MISS Giddey 24' 3PT Pullup Jump Shot,53 - 60,-7,Josh Giddey,OKC,,,,
167,REBOUND,3,8:43,Turner REBOUND (Def:9),53 - 60,-7,Myles Turner,IND,,,,
168,2POINT,3,8:30,Bitadze Layup (6 PTS),53 - 62,-9,Goga Bitadze,IND,,,,
169,TURNOVER,3,8:15,Gilgeous-Alexander Bad Pass Turnover (P4.T5),53 - 62,-9,Shai Gilgeous-Alexander,OKC,,,,
170,STEAL,3,8:14,McConnell STEAL (7 STL),53 - 62,-9,T.J. McConnell,IND,,,,
171,2POINT,3,8:00,McConnell Layup (19 PTS),53 - 64,-11,T.J. McConnell,IND,,,,
172,FOUL,3,7:45,Jerome Personal Foul (P1),53 - 64,-11,Ty Jerome,OKC,McConnell,IND,,
173,FTMAKE,3,7:45,McConnell Free Throw 1 of 1 (20 PTS),53 - 65,-12,T.J. McConnell,IND,,,,
174,3POINT,3,7:30,Gilgeous-Alexander 3PT Jump Shot (26 PTS),56 - 65,-9,Shai Gilgeous-Alexander,OKC,,,,
175,TURNOVER,3,7:15,Hield Lost Ball Turnover (P4.T7),56 - 65,-9,Buddy Hield,IND,,,,
176,STEAL,3,7:14,Gilgeous-Alexander STEAL (6 STL),56 - 65,-9,Shai Gilgeous-Alexander,OKC,,,,
177,2POINT,3,7:00,Gilgeous-Alexander Layup (28 PTS),58 - 65,-7,Shai Gilgeous-Alexander,OKC,,,,
178,TIMEOUT,3,6:45,IND Timeout: Regular,58 - 65,-7,,,,,,
179,SUB,3,6:45,SUB: Muscala FOR Jerome,58 - 65,-7,Ty Jerome,OKC,Mike Muscala,OKC,,
180,3POINT,3,6:30,Hield 3PT Jump Shot (28 PTS),58 - 68,-10,Buddy Hield,IND,,,,
181,TURNOVER,3,6:15,Muscala Bad Pass Turnover (P1.T2),58 - 68,-10,Mike Muscala,OKC,,,,
182,STEAL,3,6:14,Turner STEAL (2 STL),58 - 68,-10,Myles Turner,IND,,,,
183,2POINT,3,6:00,Turner Layup (17 PTS),58 - 70,-12,Myles Turner,IND,,,,
184,3POINTMISS,3,5:45,MISS Gilgeous-Alexander 24' 3PT Pullup Jump Shot,58 - 70,-12,Shai Gilgeous-Alexander,OKC,,,,
185,REBOUND,3,5:43,Bitadze REBOUND (Def:1),58 - 70,-12,Goga Bitadze,IND,,,,
186,2POINT,3,5:30,Bitadze Layup (8 PTS),58 - 72,-14,Goga Bitadze,IND,,,,
187,SUB,3,5:15,SUB: Giddey FOR Muscala,58 - 72,-14,Mike Muscala,OKC,Josh Giddey,OKC,,
188,FOUL,3,5:00,Giddey Personal Foul (P3),58 - 72,-14,Josh Giddey,OKC,Bitadze,IND,,
189,FTMISS,3,5:00,MISS Bitadze Free Throw 1 of 1,58 - 72,-14,Goga Bitadze,IND,,,,
190,REBOUND,3,4:58,Gilgeous-Alexander REBOUND (Def:3),58 - 72,-14,Shai Gilgeous-Alexander,OKC,,,,
191,3POINT,3,4:45,Gilgeous-Alexander 3PT Jump Shot (31 PTS),61 - 72,-11,Shai Gilgeous-Alexander,OKC,,,,
192,2POINTMISS,3,4:30,MISS McConnell Layup,61 - 72,-11,T.J. McConnell,IND,,,,
193,REBOUND,3,4:28,Giddey REBOUND (Def:3),61 - 72,-11,Josh Giddey,OKC,,,,
194,2POINT,3,4:15,Giddey Layup (8 PTS),63 - 72,-9,Josh Giddey,OKC,,,,
195,FOUL,3,4:00,Turner Personal Foul (P5),63 - 72,-9,Myles Turner,IND,Giddey,OKC,,
196,FTMAKE,3,4:00,Giddey Free Throw 1 of 1 (9 PTS),64 - 72,-8,Josh Giddey,OKC,,,,
197,3POINTMISS,3,3:45,MISS Hield 26' 3PT Pullup Jump Shot,64 - 72,-8,Buddy Hield,IND,,,,
198,REBOUND,3,3:43,Williams REBOUND (Def:2),64 - 72,-8,Kenrich Williams,OKC,,,,
199,2POINT,3,3:30,Williams Layup (2 PTS),66 - 72,-6,Kenrich Williams,OKC,,,,
200,TURNOVER,3,3:15,McConnell Bad Pass Turnover (P3.T5),66 - 72,-6,T.J. McConnell,IND,,,,
201,STEAL,3,3:14,Gilgeous-Alexander STEAL (7 STL),66 - 72,-6,Shai Gilgeous-Alexander,OKC,,,,
202,3POINT,3,3:00,Gilgeous-Alexander 3PT Jump Shot (34 PTS),69 - 72,-3,Shai Gilgeous-Alexander,OKC,,,,
203,TIMEOUT,3,2:45,IND Timeout: Short,69 - 72,-3,,,,,,
204,SUB,3,2:45,SUB: McConnell FOR Bitadze,69 - 72,-3,Goga Bitadze,IND,T.J. McConnell,IND,,
205,2POINT,3,2:30,McConnell Layup (21 PTS),69 - 74,-5,T.J. McConnell,IND,,,,
206,FOUL,3,2:15,Williams Personal Foul (P2),69 - 74,-5,Kenrich Williams,OKC,McConnell,IND,,
207,FTMAKE,3,2:15,McConnell Free Throw 1 of 1 (22 PTS),69 - 75,-6,T.J. McConnell,IND,,,,
208,2POINTMISS,3,2:00,MISS Gilgeous-Alexander Layup,69 - 75,-6,Shai Gilgeous-Alexander,OKC,,,,
209,REBOUND,3,1:58,Turner REBOUND (Def:10),69 - 75,-6,Myles Turner,IND,,,,
210,3POINT,3,1:45,McConnell 3PT Jump Shot (25 PTS),69 - 78,-9,T.J. McConnell,IND,,,,
211,TURNOVER,3,1:30,Giddey Bad Pass Turnover (P4.T6),69 - 78,-9,Josh Giddey,OKC,,,,
212,STEAL,3,1:29,Turner STEAL (3 STL),69 - 78,-9,Myles Turner,IND,,,,
213,2POINT,3,1:15,Turner Layup (19 PTS),69 - 80,-11,Myles Turner,IND,,,,
214,TIMEOUT,3,1:00,OKC Timeout: Regular,69 - 80,-11,,,,,,
215,SUB,3,1:00,SUB: Gilgeous-Alexander FOR Williams,69 - 80,-11,Kenrich Williams,OKC,Shai Gilgeous-Alexander,OKC,,
216,3POINT,3,0:45,Gilgeous-Alexander 3PT Jump Shot (37 PTS),72 - 80,-8,Shai Gilgeous-Alexander,OKC,,,,
217,FOUL,3,0:30,McConnell Personal Foul (P1),72 - 80,-8,T.J. McConnell,IND,Gilgeous-Alexander,OKC,,
218,FTMAKE,3,0:30,Gilgeous-Alexander Free Throw 1 of 1 (38 PTS),73 - 80,-7,Shai Gilgeous-Alexander,OKC,,,,
219,ENDOFPERIOD,3,0:00,End of 3rd Period,73 - 80,-7,,,,,,
220,STARTOFPERIOD,4,12:00,Start of 4th Period,73 - 80,-7,,,,,,
221,SUB,4,12:00,SUB: Jerome FOR Gilgeous-Alexander,73 - 80,-7,Shai Gilgeous-Alexander,OKC,Ty Jerome,OKC,,
222,SUB,4,12:00,SUB: Williams FOR Giddey,73 - 80,-7,Josh Giddey,OKC,Kenrich Williams,OKC,,
223,2POINT,4,11:45,Williams Layup (4 PTS),75 - 80,-5,Kenrich Williams,OKC,,,,
224,3POINTMISS,4,11:30,MISS Hield 26' 3PT Pullup Jump Shot,75 - 80,-5,Buddy Hield,IND,,,,
225,REBOUND,4,11:28,Jerome REBOUND (Def:1),75 - 80,-5,Ty Jerome,OKC,,,,
226,3POINT,4,11:15,Jerome 3PT Jump Shot (8 PTS),78 - 80,-2,Ty Jerome,OKC,,,,
227,TURNOVER,4,11:00,McConnell Bad Pass Turnover (P4.T6),78 - 80,-2,T.J. McConnell,IND,,,,
228,STEAL,4,10:59,Williams STEAL (3 STL),78 - 80,-2,Kenrich Williams,OKC,,,,
229,2POINT,4,10:45,Williams Layup (6 PTS),80 - 80,TIE,Kenrich Williams,OKC,,,,
230,FOUL,4,10:30,Jerome Personal Foul (P2),80 - 80,TIE,Ty Jerome,OKC,McConnell,IND,,
