,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
36,REBOUND,1,00:23,Shai Gilgeous-Alexander REBOUND (Off:4 Def:1),1 - 2,1,Shai Gilgeous-Alexander,OKC,Mike Muscala,GSW,,
37,FOUL,1,-1:57,Jalen Williams S.FOUL (P1.T1) (T.Brothers),1 - 2,1,Jalen Williams,GSW,Mike Muscala,GSW,,
38,FOUL,2,11:31,Jalen Williams S.FOUL (P1.T1) (T.Brothers),1 - 2,1,Jalen Williams,GSW,Isaiah Joe,OKC,,
39,3POINTER,2,11:04,Shai Gilgeous-Alexander OKC 3PT Jump Shot (3 PTS),4 - 2,2,Shai Gilgeous-Alexander,OKC,Mike Muscala,GSW,,
40,FTMAKE,2,10:45,Isaiah Joe Free Throw Make (1 PTS),5 - 2,3,Isaiah Joe,OKC,Tre Mann,GSW,,
41,2POINTER,2,10:24,Mike Muscala GSW 2PT Field Goal (2 PTS),5 - 4,1,Mike Muscala,GSW,Kevon Looney,GSW,,
42,FTMISS,2,09:54,Kevon Looney Free Throw Miss (1 PTS),5 - 4,1,Kevon Looney,GSW,Jordan Poole,OKC,,
43,FTMAKE,2,09:25,Mike Muscala Free Throw Make (1 PTS),5 - 5,0,Mike Muscala,GSW,Isaiah Joe,OKC,,
44,2POINTMISS,2,09:13,MISS Jordan Poole OKC 2PT Field Goal (2 PTS),5 - 5,0,Jordan Poole,OKC,Shai Gilgeous-Alexander,OKC,,
45,REBOUND,2,08:55,Isaiah Joe REBOUND (Off:3 Def:1),5 - 5,0,Isaiah Joe,OKC,Shai Gilgeous-Alexander,OKC,,
46,3POINTER,2,08:25,Jordan Poole OKC 3PT Jump Shot (3 PTS),8 - 5,3,Jordan Poole,OKC,Jalen Williams,GSW,,
47,TURNOVER,2,07:57,GSW Turnover: Bad Pass,8 - 5,3,Jaylin Williams,GSW,Jalen Williams,GSW,,
48,FOUL,2,07:27,Jaylin Williams S.FOUL (P1.T1) (T.Brothers),8 - 5,3,Jaylin Williams,GSW,Josh Giddey,OKC,,
49,FOUL,2,07:17,Luguentz Dort S.FOUL (P1.T1) (T.Brothers),8 - 5,3,Luguentz Dort,GSW,Jaylin Williams,GSW,,
50,3POINTMISS,2,07:01,MISS Jordan Poole OKC 2PT Field Goal (2 PTS),8 - 5,3,Jordan Poole,OKC,Lindy Waters III,GSW,,
51,2POINTMISS,2,06:42,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),8 - 5,3,Kevon Looney,GSW,Lindy Waters III,GSW,,
52,2POINTMISS,2,06:21,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),8 - 5,3,Lindy Waters III,GSW,Josh Giddey,OKC,,
53,2POINTMISS,2,06:02,MISS Josh Giddey OKC 2PT Field Goal (2 PTS),8 - 5,3,Josh Giddey,OKC,Lindy Waters III,GSW,,
54,2POINTER,2,05:43,Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),10 - 5,5,Shai Gilgeous-Alexander,OKC,Lindy Waters III,GSW,,
55,2POINTMISS,2,05:22,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),10 - 5,5,Kevon Looney,GSW,Lindy Waters III,GSW,,
56,2POINTMISS,2,05:00,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),10 - 5,5,Lindy Waters III,GSW,Josh Giddey,OKC,,
57,2POINTMISS,2,04:41,MISS Josh Giddey OKC 2PT Field Goal (2 PTS),10 - 5,5,Josh Giddey,OKC,Lindy Waters III,GSW,,
58,2POINTMISS,2,04:23,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),10 - 5,5,Kevon Looney,GSW,Lindy Waters III,GSW,,
59,2POINTMISS,2,04:00,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),10 - 5,5,Lindy Waters III,GSW,Josh Giddey,OKC,,
60,2POINTMISS,2,03:41,MISS Josh Giddey OKC 2PT Field Goal (2 PTS),10 - 5,5,Josh Giddey,OKC,Lindy Waters III,GSW,,
61,2POINTMISS,2,03:20,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),10 - 5,5,Kevon Looney,GSW,Lindy Waters III,GSW,,
62,2POINTMISS,2,02:59,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),10 - 5,5,Lindy Waters III,GSW,Josh Giddey,OKC,,
63,2POINTMISS,2,02:38,MISS Josh Giddey OKC 2PT Field Goal (2 PTS),10 - 5,5,Josh Giddey,OKC,Lindy Waters III,GSW,,
64,2POINTMISS,2,02:19,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),10 - 5,5,Kevon Looney,GSW,Lindy Waters III,GSW,,
65,2POINTMISS,2,01:58,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),10 - 5,5,Lindy Waters III,GSW,Josh Giddey,OKC,,
66,2POINTMISS,2,01:39,MISS Josh Giddey OKC 2PT Field Goal (2 PTS),10 - 5,5,Josh Giddey,OKC,Lindy Waters III,GSW,,
67,2POINTMISS,2,01:18,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),10 - 5,5,Kevon Looney,GSW,Lindy Waters III,GSW,,
68,2POINTMISS,2,00:59,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),10 - 5,5,Lindy Waters III,GSW,Josh Giddey,OKC,,
69,2POINTMISS,2,00:38,MISS Josh Giddey OKC 2PT Field Goal (2 PTS),10 - 5,5,Josh Giddey,OKC,Lindy Waters III,GSW,,
70,2POINTMISS,2,00:19,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),10 - 5,5,Kevon Looney,GSW,Lindy Waters III,GSW,,
71,2POINTMISS,2,00:00,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),10 - 5,5,Lindy Waters III,GSW,Josh Giddey,OKC,,
71,REBOUND,3,11:38,Tre Mann REBOUND (Off:2 Def:0),20 - 6,14,Tre Mann,OKC,Tre Mann,OKC,,
72,STEAL,3,11:14,Josh Giddey STEAL (1 STL),20 - 6,14,Josh Giddey,OKC,Klay Thompson,OKC,,
73,2POINTMISS,3,10:59,MISS Aaron Wiggins GSW 2PT Field Goal (2 PTS),20 - 6,14,Aaron Wiggins,GSW,Klay Thompson,OKC,,
74,FTMAKE,3,10:39,Ty Jerome Free Throw Make (1 PTS),20 - 7,13,Ty Jerome,GSW,Patrick Baldwin Jr.,OKC,,
75,FTMAKE,3,10:12,Tre Mann Free Throw Make (1 PTS),21 - 7,14,Tre Mann,OKC,Ty Jerome,GSW,,
76,FTMAKE,3,09:47,Kevon Looney Free Throw Make (1 PTS),22 - 7,15,Kevon Looney,OKC,Lindy Waters III,GSW,,
77,2POINTMISS,3,09:23,MISS Klay Thompson OKC 2PT Field Goal (2 PTS),22 - 7,15,Klay Thompson,OKC,Tre Mann,OKC,,
78,2POINTMISS,3,08:55,MISS Klay Thompson OKC 2PT Field Goal (2 PTS),22 - 7,15,Klay Thompson,OKC,Aaron Wiggins,GSW,,
79,STEAL,3,08:34,Patrick Baldwin Jr. STEAL (1 STL),22 - 7,15,Patrick Baldwin Jr.,OKC,Klay Thompson,OKC,,
80,FTMISS,3,08:08,Ty Jerome Free Throw Miss (1 PTS),22 - 7,15,Ty Jerome,GSW,Kenrich Williams,OKC,,
81,FOUL,3,07:39,Kenrich Williams S.FOUL (P1.T1) (T.Brothers),22 - 7,15,Kenrich Williams,OKC,Tre Mann,OKC,,
82,3POINTMISS,3,07:16,MISS Kevon Looney OKC 2PT Field Goal (2 PTS),22 - 7,15,Kevon Looney,OKC,Tre Mann,OKC,,
83,FOUL,3,06:57,Klay Thompson S.FOUL (P1.T1) (T.Brothers),22 - 7,15,Klay Thompson,OKC,Aaron Wiggins,GSW,,
84,2POINTER,3,06:43,Klay Thompson OKC 2PT Field Goal (2 PTS),24 - 7,17,Klay Thompson,OKC,Aaron Wiggins,GSW,,
85,TURNOVER,3,06:28,OKC Turnover: Bad Pass,24 - 7,17,Kevon Looney,OKC,Aaron Wiggins,GSW,,
86,FOUL,3,06:06,Klay Thompson S.FOUL (P1.T1) (T.Brothers),24 - 7,17,Klay Thompson,OKC,Kevon Looney,OKC,,
87,FOUL,3,05:55,Tre Mann S.FOUL (P1.T1) (T.Brothers),24 - 7,17,Tre Mann,OKC,Lindy Waters III,GSW,,
88,REBOUND,3,05:36,Aaron Wiggins REBOUND (Off:1 Def:4),24 - 7,17,Aaron Wiggins,GSW,Lindy Waters III,GSW,,
89,2POINTER,3,05:06,Kevon Looney OKC 2PT Field Goal (2 PTS),26 - 7,19,Kevon Looney,OKC,Anthony Lamb,OKC,,
90,3POINTER,3,04:51,Josh Giddey OKC 3PT Jump Shot (3 PTS),29 - 7,22,Josh Giddey,OKC,Patrick Baldwin Jr.,OKC,,
91,TURNOVER,3,04:39,OKC Turnover: Bad Pass,29 - 7,22,Anthony Lamb,OKC,Patrick Baldwin Jr.,OKC,,
92,TURNOVER,3,04:17,OKC Turnover: Bad Pass,29 - 7,22,Josh Giddey,OKC,Patrick Baldwin Jr.,OKC,,
93,FTMAKE,3,03:52,Josh Giddey Free Throw Make (1 PTS),30 - 7,23,Josh Giddey,OKC,Ty Jerome,GSW,,
94,FTMAKE,3,03:26,Ty Jerome Free Throw Make (1 PTS),30 - 8,22,Ty Jerome,GSW,Josh Giddey,OKC,,
95,3POINTMISS,3,03:06,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),30 - 8,22,Lindy Waters III,GSW,Tre Mann,OKC,,
96,2POINTMISS,3,02:40,MISS Kenrich Williams OKC 2PT Field Goal (2 PTS),30 - 8,22,Kenrich Williams,OKC,Kevon Looney,OKC,,
97,2POINTMISS,3,02:27,MISS Kenrich Williams OKC 2PT Field Goal (2 PTS),30 - 8,22,Kenrich Williams,OKC,Patrick Baldwin Jr.,OKC,,
98,BLOCK,3,02:06,Kevon Looney BLOCK (1 BLK),30 - 8,22,Kevon Looney,OKC,Anthony Lamb,OKC,,
99,FTMAKE,3,01:38,Aaron Wiggins Free Throw Make (1 PTS),30 - 9,21,Aaron Wiggins,GSW,Anthony Lamb,OKC,,
100,FTMISS,3,01:24,Aaron Wiggins Free Throw Miss (1 PTS),30 - 9,21,Aaron Wiggins,GSW,Anthony Lamb,OKC,,
101,FTMAKE,3,01:02,Patrick Baldwin Jr. Free Throw Make (1 PTS),31 - 9,22,Patrick Baldwin Jr.,OKC,Ty Jerome,GSW,,
102,2POINTER,3,00:45,Kenrich Williams OKC 2PT Field Goal (2 PTS),33 - 9,24,Kenrich Williams,OKC,Lindy Waters III,GSW,,
103,2POINTER,3,00:21,Anthony Lamb OKC 2PT Field Goal (2 PTS),35 - 9,26,Anthony Lamb,OKC,Klay Thompson,OKC,,
104,TURNOVER,3,00:03,OKC Turnover: Bad Pass,35 - 9,26,Tre Mann,OKC,Klay Thompson,OKC,,
105,STEAL,3,-1:39,Tre Mann STEAL (1 STL),35 - 9,26,Tre Mann,OKC,Kevon Looney,OKC,,
106,REBOUND,4,11:38,Luguentz Dort REBOUND (Off:1 Def:1),37 - 23,14,Luguentz Dort,GSW,Shai Gilgeous-Alexander,OKC,,
107,2POINTMISS,4,11:21,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
108,2POINTMISS,4,11:02,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
109,2POINTMISS,4,10:43,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
110,2POINTMISS,4,10:22,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
111,2POINTMISS,4,10:03,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
112,2POINTMISS,4,09:42,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
113,2POINTMISS,4,09:23,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
114,2POINTMISS,4,09:02,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
115,2POINTMISS,4,08:43,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
116,2POINTMISS,4,08:22,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
117,2POINTMISS,4,08:03,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
118,2POINTMISS,4,07:42,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
119,2POINTMISS,4,07:23,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
120,2POINTMISS,4,07:02,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
121,2POINTMISS,4,06:43,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
122,2POINTMISS,4,06:22,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
123,2POINTMISS,4,06:03,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
124,2POINTMISS,4,05:42,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
125,2POINTMISS,4,05:23,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
126,2POINTMISS,4,05:02,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
127,2POINTMISS,4,04:43,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
128,2POINTMISS,4,04:22,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
129,2POINTMISS,4,04:03,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
130,2POINTMISS,4,03:42,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
131,2POINTMISS,4,03:23,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
132,2POINTMISS,4,03:02,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
133,2POINTMISS,4,02:43,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
134,2POINTMISS,4,02:22,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,Luguentz Dort,GSW,,
135,2POINTMISS,4,02:03,MISS Kevon Looney GSW 2PT Field Goal (2 PTS),37 - 23,14,Kevon Looney,GSW,Shai Gilgeous-Alexander,OKC,,
136,2POINTMISS,4,01:42,MISS Shai Gilgeous-Alexander OKC 2PT Field Goal (2 PTS),37 - 23,14,Shai Gilgeous-Alexander,OKC,,,,
143,BLOCK,4,11:38,Ty Jerome BLOCK (1 BLK),45 - 12,33,Ty Jerome,GSW,Tre Mann,OKC,,
144,3POINTER,4,11:19,Kevon Looney OKC 3PT Jump Shot (3 PTS),48 - 12,36,Kevon Looney,OKC,Klay Thompson,OKC,,
145,STEAL,4,10:51,Anthony Lamb STEAL (1 STL),48 - 12,36,Anthony Lamb,OKC,Lindy Waters III,GSW,,
146,FTMAKE,4,10:38,Ty Jerome Free Throw Make (1 PTS),48 - 13,35,Ty Jerome,GSW,Klay Thompson,OKC,,
147,FTMISS,4,10:08,Patrick Baldwin Jr. Free Throw Miss (1 PTS),48 - 13,35,Patrick Baldwin Jr.,OKC,Lindy Waters III,GSW,,
148,FOUL,4,09:51,Lindy Waters III S.FOUL (P1.T1) (T.Brothers),48 - 13,35,Lindy Waters III,GSW,Josh Giddey,OKC,,
149,3POINTER,4,09:22,Klay Thompson OKC 3PT Jump Shot (3 PTS),51 - 13,38,Klay Thompson,OKC,Anthony Lamb,OKC,,
150,FOUL,4,09:07,Lindy Waters III S.FOUL (P1.T1) (T.Brothers),51 - 13,38,Lindy Waters III,GSW,Aaron Wiggins,GSW,,
151,2POINTER,4,08:37,Ty Jerome GSW 2PT Field Goal (2 PTS),51 - 15,36,Ty Jerome,GSW,Josh Giddey,OKC,,
152,BLOCK,4,08:26,Lindy Waters III BLOCK (1 BLK),51 - 15,36,Lindy Waters III,GSW,Kevon Looney,OKC,,
153,2POINTER,4,08:16,Lindy Waters III GSW 2PT Field Goal (2 PTS),51 - 17,34,Lindy Waters III,GSW,Aaron Wiggins,GSW,,
154,3POINTER,4,07:55,Ty Jerome GSW 3PT Jump Shot (3 PTS),51 - 20,31,Ty Jerome,GSW,Kenrich Williams,OKC,,
155,2POINTMISS,4,07:41,MISS Klay Thompson OKC 2PT Field Goal (2 PTS),51 - 20,31,Klay Thompson,OKC,Kenrich Williams,OKC,,
156,STEAL,4,07:29,Tre Mann STEAL (1 STL),51 - 20,31,Tre Mann,OKC,Josh Giddey,OKC,,
157,FTMAKE,4,07:14,Lindy Waters III Free Throw Make (1 PTS),51 - 21,30,Lindy Waters III,GSW,Kenrich Williams,OKC,,
158,STEAL,4,06:47,Klay Thompson STEAL (1 STL),51 - 21,30,Klay Thompson,OKC,Kevon Looney,OKC,,
159,FOUL,4,06:31,Ty Jerome S.FOUL (P1.T1) (T.Brothers),51 - 21,30,Ty Jerome,GSW,Josh Giddey,OKC,,
160,FOUL,4,06:16,Klay Thompson S.FOUL (P1.T1) (T.Brothers),51 - 21,30,Klay Thompson,OKC,Anthony Lamb,OKC,,
161,FTMISS,4,05:52,Aaron Wiggins Free Throw Miss (1 PTS),51 - 21,30,Aaron Wiggins,GSW,Kenrich Williams,OKC,,
162,BLOCK,4,05:26,Kevon Looney BLOCK (1 BLK),51 - 21,30,Kevon Looney,OKC,Ty Jerome,GSW,,
163,TURNOVER,4,04:59,OKC Turnover: Bad Pass,51 - 21,30,Anthony Lamb,OKC,Ty Jerome,GSW,,
164,REBOUND,4,04:43,Josh Giddey REBOUND (Off:1 Def:3),51 - 21,30,Josh Giddey,OKC,Ty Jerome,GSW,,
165,FTMAKE,4,04:17,Patrick Baldwin Jr. Free Throw Make (1 PTS),52 - 21,31,Patrick Baldwin Jr.,OKC,Ty Jerome,GSW,,
166,2POINTER,4,03:58,Patrick Baldwin Jr. OKC 2PT Field Goal (2 PTS),54 - 21,33,Patrick Baldwin Jr.,OKC,Kenrich Williams,OKC,,
167,TURNOVER,4,03:42,GSW Turnover: Bad Pass,54 - 21,33,Lindy Waters III,GSW,Kenrich Williams,OKC,,
168,2POINTER,4,03:24,Aaron Wiggins GSW 2PT Field Goal (2 PTS),54 - 23,31,Aaron Wiggins,GSW,Lindy Waters III,GSW,,
169,TURNOVER,4,03:03,GSW Turnover: Bad Pass,54 - 23,31,Aaron Wiggins,GSW,Lindy Waters III,GSW,,
170,3POINTER,4,02:48,Lindy Waters III GSW 3PT Jump Shot (3 PTS),54 - 26,28,Lindy Waters III,GSW,Aaron Wiggins,GSW,,
171,3POINTER,4,02:38,Josh Giddey OKC 3PT Jump Shot (3 PTS),57 - 26,31,Josh Giddey,OKC,Anthony Lamb,OKC,,
172,BLOCK,4,02:18,Tre Mann BLOCK (1 BLK),57 - 26,31,Tre Mann,OKC,Anthony Lamb,OKC,,
173,2POINTMISS,4,02:01,MISS Anthony Lamb OKC 2PT Field Goal (2 PTS),57 - 26,31,Anthony Lamb,OKC,Kevon Looney,OKC,,
174,FTMAKE,4,01:49,Josh Giddey Free Throw Make (1 PTS),58 - 26,32,Josh Giddey,OKC,Ty Jerome,GSW,,
175,3POINTER,4,01:31,Kenrich Williams OKC 3PT Jump Shot (3 PTS),61 - 26,35,Kenrich Williams,OKC,Kevon Looney,OKC,,
176,FOUL,4,01:10,Aaron Wiggins S.FOUL (P1.T1) (T.Brothers),61 - 26,35,Aaron Wiggins,GSW,Anthony Lamb,OKC,,
177,2POINTMISS,4,00:50,MISS Lindy Waters III GSW 2PT Field Goal (2 PTS),61 - 26,35,Lindy Waters III,GSW,Klay Thompson,OKC,,
178,FTMAKE,4,00:26,Anthony Lamb Free Throw Make (1 PTS),62 - 26,36,Anthony Lamb,OKC,Lindy Waters III,GSW,,
179,BLOCK,4,00:04,Kenrich Williams BLOCK (1 BLK),62 - 26,36,Kenrich Williams,OKC,Patrick Baldwin Jr.,OKC,,
180,STEAL,4,-1:42,Ty Jerome STEAL (1 STL),62 - 26,36,Ty Jerome,GSW,,,,
