,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
38,FOUL,1,7:08,Green S.FOUL (P1.T1) (M.Kallio),13 - 9,-4,Josh Green,DAL,Trae Young,ATL,,
39,SUB,1,7:08,SUB: Bogdanovic FOR Johnson,13 - 9,-4,Jalen Johnson,ATL,Bogdan Bogdanovic,ATL,,
40,SUB,1,7:08,SUB: Exum FOR G. Williams,13 - 9,-4,Grant Williams,DAL,Dante Exum,DAL,,
41,FTMAKE,1,7:08,Young Free Throw 1 of 1 (3 PTS),13 - 10,-3,Trae Young,ATL,,,,
42,3POINT,1,6:55,Doncic 26' 3PT Pullup Jump Shot (11 PTS),16 - 10,-6,Luka Doncic,DAL,,,,
43,2POINTMISS,1,6:40,MISS Bogdanovic 1' Driving Finger Roll Layup,16 - 10,-6,Bogdan Bogdanovic,ATL,,,,
44,REBOUND,1,6:36,Bogdanovic REBOUND (Off:1 Def:0),16 - 10,-6,Bogdan Bogdanovic,ATL,,,,
45,2POINT.ASSIST,1,6:36,Capela 1' Layup (2 PTS) (Bey 2 AST),16 - 12,-4,Clint Capela,ATL,Saddiq Bey,ATL,,
46,FOUL,1,6:36,Lively II S.FOUL (P2.T2) (P.Ransom),16 - 12,-4,Dereck Lively II,DAL,Clint Capela,ATL,,
47,SUB,1,6:36,SUB: Mills FOR Young,16 - 12,-4,Trae Young,ATL,Patty Mills,ATL,,
48,SUB,1,6:36,SUB: G. Williams FOR Lively II,16 - 12,-4,Dereck Lively II,DAL,Grant Williams,DAL,,
49,FTMISS,1,6:36,MISS Capela Free Throw 1 of 1,16 - 12,-4,Clint Capela,ATL,,,,
50,REBOUND,1,6:32,G. Williams REBOUND (Off:0 Def:1),16 - 12,-4,Grant Williams,DAL,,,,
51,2POINT.ASSIST,1,6:20,G. Williams 1' Driving Layup (2 PTS) (Exum 1 AST),18 - 12,-6,Grant Williams,DAL,Dante Exum,DAL,,
52,2POINT,1,6:01,Bogdanovic 1' Driving Reverse Layup (2 PTS),18 - 14,-4,Bogdan Bogdanovic,ATL,,,,
53,FOUL,1,5:49,Bey P.FOUL (P1.T1) (T.Ford),18 - 14,-4,Saddiq Bey,ATL,Luka Doncic,DAL,,
54,SUB,1,5:49,SUB: Okongwu FOR Capela,18 - 14,-4,Clint Capela,ATL,Onyeka Okongwu,ATL,,
55,2POINT.ASSIST,1,5:38,Green 1' Driving Reverse Dunk Shot (7 PTS) (G. Williams 2 AST),20 - 14,-6,Josh Green,DAL,Grant Williams,DAL,,
56,TURNOVER,1,5:27,Okongwu Out of Bounds Lost Ball Turnover (P1.T2),20 - 14,-6,Onyeka Okongwu,ATL,,,,
57,2POINT,1,5:11,Doncic 1' Driving Layup (13 PTS),22 - 14,-8,Luka Doncic,DAL,,,,
58,3POINTMISS,1,5:05,MISS Bey 27' 3PT Jump Shot,22 - 14,-8,Saddiq Bey,ATL,,,,
59,REBOUND,1,5:01,Okongwu REBOUND (Off:1 Def:0),22 - 14,-8,Onyeka Okongwu,ATL,,,,
60,2POINT.ASSIST,1,4:59,Bey 1' Cutting Dunk Shot (2 PTS) (Okongwu 1 AST),22 - 16,-6,Saddiq Bey,ATL,Onyeka Okongwu,ATL,,
61,STEAL.TURNOVER,1,4:42,Bogdanovic STEAL (1 STL)Exum Lost Ball Turnover (P1.T2),22 - 16,-6,Dante Exum,DAL,Bogdan Bogdanovic,ATL,,
62,FOUL,1,4:36,Green S.FOUL (P2.T3) (P.Ransom),22 - 16,-6,Josh Green,DAL,Onyeka Okongwu,ATL,,
63,FTMAKE,1,4:36,Okongwu Free Throw 1 of 2 (1 PTS),22 - 17,-5,Onyeka Okongwu,ATL,,,,
64,SUB,1,4:36,SUB: Jones Jr. FOR Green,22 - 17,-5,Josh Green,DAL,Derrick Jones Jr.,DAL,,
65,FTMAKE,1,4:36,Okongwu Free Throw 2 of 2 (2 PTS),22 - 18,-4,Onyeka Okongwu,ATL,,,,
66,3POINT.ASSIST,1,4:29,Doncic 26' 3PT Jump Shot (16 PTS) (Exum 2 AST),25 - 18,-7,Luka Doncic,DAL,Dante Exum,DAL,,
67,2POINT,1,4:16,Murray 2' Driving Layup (2 PTS),25 - 20,-5,Dejounte Murray,ATL,,,,
68,FOUL,1,4:09,Okongwu P.FOUL (P1.T2) (M.Kallio),25 - 20,-5,Onyeka Okongwu,ATL,Dante Exum,DAL,,
69,TURNOVER,1,4:03,Doncic Out of Bounds - Bad Pass Turnover Turnover (P1.T3),25 - 20,-5,Luka Doncic,DAL,,,,
70,TIMEOUT,1,3:47,Mavericks Timeout: Regular (Reg.1 Short 0),25 - 20,-5,,,,,,
71,2POINTMISS,1,3:47,MISS Bey 3' Driving Layup,25 - 20,-5,Saddiq Bey,ATL,,,,
72,REBOUND,1,3:47,Mavericks Rebound,25 - 20,-5,,,,,,
73,SUB,1,3:47,SUB: Young FOR Murray,25 - 20,-5,Dejounte Murray,ATL,Trae Young,ATL,,
74,SUB,1,3:47,SUB: Mathews FOR Mills,25 - 20,-5,Patty Mills,ATL,Garrison Mathews,ATL,,
75,SUB,1,3:47,SUB: Johnson FOR Bey,25 - 20,-5,Saddiq Bey,ATL,Jalen Johnson,ATL,,
76,2POINT,1,3:31,Doncic 1' Driving Layup (18 PTS),27 - 20,-7,Luka Doncic,DAL,,,,
77,3POINTMISS,1,3:12,MISS Bogdanovic 24' 3PT Jump Shot,27 - 20,-7,Bogdan Bogdanovic,ATL,,,,
78,REBOUND,1,3:09,Doncic REBOUND (Off:0 Def:2),27 - 20,-7,Luka Doncic,DAL,,,,
79,3POINTMISS,1,3:05,MISS Hardaway Jr. 25' 3PT Running Jump Shot,27 - 20,-7,Tim Hardaway Jr.,DAL,,,,
80,REBOUND,1,3:04,HAWKS Rebound,27 - 20,-7,,,,,,
81,2POINT.ASSIST,1,2:53,Young 4' Driving Finger Roll Layup (5 PTS) (Bogdanovic 1 AST),27 - 22,-5,Trae Young,ATL,Bogdan Bogdanovic,ATL,,
82,2POINTMISS,1,2:38,MISS Doncic 15' Fadeaway Jumper,27 - 22,-5,Luka Doncic,DAL,,,,
83,REBOUND,1,2:35,Bogdanovic REBOUND (Off:1 Def:1),27 - 22,-5,Bogdan Bogdanovic,ATL,,,,
84,2POINTMISS,1,2:20,MISS Okongwu 1' Alley Oop Layup,27 - 22,-5,Onyeka Okongwu,ATL,,,,
85,REBOUND,1,2:18,Jones Jr. REBOUND (Off:0 Def:1),27 - 22,-5,Derrick Jones Jr.,DAL,,,,
86,2POINTMISS,1,2:06,MISS G. Williams 9' Driving Floating Jump Shot,27 - 22,-5,Grant Williams,DAL,,,,
87,REBOUND,1,2:03,Okongwu REBOUND (Off:1 Def:1),27 - 22,-5,Onyeka Okongwu,ATL,,,,
88,FOUL,1,1:57,G. Williams S.FOUL (P1.T4) (T.Ford),27 - 22,-5,Grant Williams,DAL,Onyeka Okongwu,ATL,,
89,FTMAKE,1,1:57,Okongwu Free Throw 1 of 2 (3 PTS),27 - 23,-4,Onyeka Okongwu,ATL,,,,
90,SUB,1,1:57,SUB: Hardy FOR Doncic,27 - 23,-4,Luka Doncic,DAL,Jaden Hardy,DAL,,
91,FTMAKE,1,1:57,Okongwu Free Throw 2 of 2 (4 PTS),27 - 24,-3,Onyeka Okongwu,ATL,,,,
92,3POINTMISS,1,1:48,MISS Hardaway Jr. 25' 3PT Jump Shot,27 - 24,-3,Tim Hardaway Jr.,DAL,,,,
93,REBOUND,1,1:43,Johnson REBOUND (Off:0 Def:1),27 - 24,-3,Jalen Johnson,ATL,,,,
94,3POINT.ASSIST,1,1:39,Mathews 26' 3PT Jump Shot (3 PTS) (Johnson 1 AST),27 - 27,TIE,Garrison Mathews,ATL,Jalen Johnson,ATL,,
95,FOUL,1,1:21,Young P.FOUL (P1.T3) (T.Ford),27 - 27,TIE,Trae Young,ATL,Jaden Hardy,DAL,,
96,2POINTMISS,1,1:11,MISS Hardaway Jr. 15' Step Back Jump Shot,27 - 27,TIE,Tim Hardaway Jr.,DAL,,,,
97,REBOUND,1,1:08,Johnson REBOUND (Off:0 Def:2),27 - 27,TIE,Jalen Johnson,ATL,,,,
98,FOUL,1,0:52,Jones Jr. P.FOUL (P1.PN) (P.Ransom),27 - 27,TIE,Derrick Jones Jr.,DAL,Trae Young,ATL,,
99,FTMAKE,1,0:52,Young Free Throw 1 of 2 (6 PTS),27 - 28,1,Trae Young,ATL,,,,
100,FTMAKE,1,0:52,Young Free Throw 2 of 2 (7 PTS),27 - 29,2,Trae Young,ATL,,,,
101,2POINTMISS,1,0:37,MISS Hardaway Jr. 5' Driving Layup,27 - 29,2,Tim Hardaway Jr.,DAL,,,,
102,REBOUND,1,0:33,Bogdanovic REBOUND (Off:1 Def:2),27 - 29,2,Bogdan Bogdanovic,ATL,,,,
103,2POINT.ASSIST,1,0:31,Johnson 2' Running Dunk (9 PTS) (Bogdanovic 2 AST),27 - 31,4,Jalen Johnson,ATL,Bogdan Bogdanovic,ATL,,
104,3POINTMISS,1,0:20,MISS Hardy 27' 3PT Step Back Jump Shot,27 - 31,4,Jaden Hardy,DAL,,,,
105,REBOUND,1,0:17,Mathews REBOUND (Off:0 Def:1),27 - 31,4,Garrison Mathews,ATL,,,,
106,ENDOFPERIOD,1,0:00,End of 1st Period (7:37 PM EST),27 - 31,4,,,,,,
107,STARTOFPERIOD,2,12:00,Start of 2nd Period (7:40 PM EST),27 - 31,4,,,,,,
108,STEAL.TURNOVER,2,11:43,Johnson STEAL (1 STL)Doncic Bad Pass Turnover (P2.T4),27 - 31,4,Luka Doncic,DAL,Jalen Johnson,ATL,,
109,FOUL,2,11:39,Holmes S.FOUL (P1.T1) (M.Kallio),27 - 31,4,Richaun Holmes,DAL,Jalen Johnson,ATL,,
110,FTMAKE,2,11:39,Johnson Free Throw 1 of 2 (10 PTS),27 - 32,5,Jalen Johnson,ATL,,,,
111,FTMAKE,2,11:39,Johnson Free Throw 2 of 2 (11 PTS),27 - 33,6,Jalen Johnson,ATL,,,,
112,3POINT,2,11:20,Doncic 26' 3PT Step Back Jump Shot (21 PTS),30 - 33,3,Luka Doncic,DAL,,,,
113,3POINT.ASSIST,2,11:01,Bogdanovic 26' 3PT Jump Shot (5 PTS) (Young 2 AST),30 - 36,6,Bogdan Bogdanovic,ATL,Trae Young,ATL,,
114,STEAL.TURNOVER,2,10:45,Young STEAL (1 STL)Doncic Bad Pass Turnover (P3.T5),30 - 36,6,Luka Doncic,DAL,Trae Young,ATL,,
115,3POINTMISS,2,10:31,MISS Young 26' 3PT Step Back Jump Shot,30 - 36,6,Trae Young,ATL,,,,
116,REBOUND,2,10:28,Doncic REBOUND (Off:0 Def:3),30 - 36,6,Luka Doncic,DAL,,,,
117,2POINT,2,10:21,Doncic 17' Pullup Jump Shot (23 PTS),32 - 36,4,Luka Doncic,DAL,,,,
118,2POINT,2,10:03,Bogdanovic 11' Pullup Jump Shot (7 PTS),32 - 38,6,Bogdan Bogdanovic,ATL,,,,
119,3POINT.ASSIST,2,9:46,Hardy 25' 3PT Jump Shot (3 PTS) (Holmes 1 AST),35 - 38,3,Jaden Hardy,DAL,Richaun Holmes,DAL,,
120,3POINTMISS,2,9:26,MISS Young 3PT Jump Shot,35 - 38,3,Trae Young,ATL,,,,
121,REBOUND,2,9:22,Doncic REBOUND (Off:0 Def:4),35 - 38,3,Luka Doncic,DAL,,,,
122,2POINT,2,9:17,Doncic Running Layup (25 PTS),37 - 38,1,Luka Doncic,DAL,,,,
123,2POINT,2,9:01,Young 21' Step Back Jump Shot (9 PTS),37 - 40,3,Trae Young,ATL,,,,
124,2POINTMISS,2,8:45,MISS Hardy 10' Driving Floating Jump Shot,37 - 40,3,Jaden Hardy,DAL,,,,
125,REBOUND,2,8:43,Okongwu REBOUND (Off:1 Def:2),37 - 40,3,Onyeka Okongwu,ATL,,,,
126,3POINT.ASSIST,2,8:39,Bogdanovic 26' 3PT Running Jump Shot (10 PTS) (Young 3 AST),37 - 43,6,Bogdan Bogdanovic,ATL,Trae Young,ATL,,
127,TIMEOUT,2,8:37,Mavericks Timeout: Regular (Reg.2 Short 0),37 - 43,6,,,,,,
128,SUB,2,8:37,SUB: Bey FOR Johnson,37 - 43,6,Jalen Johnson,ATL,Saddiq Bey,ATL,,
129,SUB,2,8:37,SUB: Murray FOR Young,37 - 43,6,Trae Young,ATL,Dejounte Murray,ATL,,
130,SUB,2,8:37,SUB: Exum FOR Hardy,37 - 43,6,Jaden Hardy,DAL,Dante Exum,DAL,,
131,2POINTMISS,2,8:24,MISS Green 7' Driving Floating Jump Shot,37 - 43,6,Josh Green,DAL,,,,
132,REBOUND,2,8:21,Okongwu REBOUND (Off:1 Def:3),37 - 43,6,Onyeka Okongwu,ATL,,,,
133,3POINTMISS,2,8:08,MISS Bogdanovic 26' 3PT Jump Shot,37 - 43,6,Bogdan Bogdanovic,ATL,,,,
134,REBOUND,2,8:04,Holmes REBOUND (Off:0 Def:1),37 - 43,6,Richaun Holmes,DAL,,,,
135,2POINTMISS,2,8:00,MISS Exum 3' Driving Layup,37 - 43,6,Dante Exum,DAL,,,,
136,REBOUND,2,7:57,Holmes REBOUND (Off:1 Def:1),37 - 43,6,Richaun Holmes,DAL,,,,
137,2POINT,2,7:53,Holmes 2' Putback Layup (2 PTS),39 - 43,4,Richaun Holmes,DAL,,,,
138,2POINT.ASSIST,2,7:43,Bogdanovic 3' Driving Layup (12 PTS) (Murray 2 AST),39 - 45,6,Bogdan Bogdanovic,ATL,Dejounte Murray,ATL,,
139,2POINT.ASSIST,2,7:30,Holmes Driving Layup (4 PTS) (Doncic 2 AST),41 - 45,4,Richaun Holmes,DAL,Luka Doncic,DAL,,
140,2POINT,2,7:09,Murray 11' Driving Floating Jump Shot (4 PTS),41 - 47,6,Dejounte Murray,ATL,,,,
141,3POINT.ASSIST,2,6:56,Green 24' 3PT Jump Shot (10 PTS) (Jones Jr. 1 AST),44 - 47,3,Josh Green,DAL,Derrick Jones Jr.,DAL,,
142,3POINT,2,6:30,Bogdanovic 24' 3PT Jump Shot (15 PTS),44 - 50,6,Bogdan Bogdanovic,ATL,,,,
143,2POINT.ASSIST,2,6:14,Jones Jr. Driving Dunk (2 PTS) (Green 1 AST),46 - 50,4,Derrick Jones Jr.,DAL,Josh Green,DAL,,
144,TURNOVER,2,5:58,Murray Out of Bounds - Bad Pass Turnover Turnover (P1.T3),46 - 50,4,Dejounte Murray,ATL,,,,
145,SUB,2,5:58,SUB: Hardaway Jr. FOR Jones Jr.,46 - 50,4,Derrick Jones Jr.,DAL,Tim Hardaway Jr.,DAL,,
146,2POINT,2,5:49,Doncic 10' Fadeaway Jumper (27 PTS),48 - 50,2,Luka Doncic,DAL,,,,
147,3POINTMISS,2,5:29,MISS Bogdanovic 25' 3PT Step Back Jump Shot,48 - 50,2,Bogdan Bogdanovic,ATL,,,,
148,REBOUND,2,5:26,Doncic REBOUND (Off:0 Def:5),48 - 50,2,Luka Doncic,DAL,,,,
149,3POINT,2,5:19,Doncic 26' 3PT Pullup Jump Shot (30 PTS),51 - 50,-1,Luka Doncic,DAL,,,,
150,3POINT.ASSIST,2,5:00,Mathews 3PT Jump Shot (6 PTS) (Okongwu 2 AST),51 - 53,2,Garrison Mathews,ATL,Onyeka Okongwu,ATL,,
151,3POINTMISS,2,4:49,MISS Doncic 25' 3PT Pullup Jump Shot,51 - 53,2,Luka Doncic,DAL,,,,
152,REBOUND,2,4:44,Bey REBOUND (Off:0 Def:2),51 - 53,2,Saddiq Bey,ATL,,,,
153,FOUL,2,4:43,Hardaway Jr. P.FOUL (P1.T2) (T.Ford),51 - 53,2,Tim Hardaway Jr.,DAL,Dejounte Murray,ATL,,
154,SUB,2,4:43,SUB: Johnson FOR Bogdanovic,51 - 53,2,Bogdan Bogdanovic,ATL,Jalen Johnson,ATL,,
155,SUB,2,4:43,SUB: Capela FOR Okongwu,51 - 53,2,Onyeka Okongwu,ATL,Clint Capela,ATL,,
156,SUB,2,4:43,SUB: Young FOR Mathews,51 - 53,2,Garrison Mathews,ATL,Trae Young,ATL,,
157,SUB,2,4:43,SUB: Lively II FOR Exum,51 - 53,2,Dante Exum,DAL,Dereck Lively II,DAL,,
158,SUB,2,4:43,SUB: G. Williams FOR Holmes,51 - 53,2,Richaun Holmes,DAL,Grant Williams,DAL,,
159,2POINTMISS,2,4:31,MISS Johnson 5' Driving Layup,51 - 53,2,Jalen Johnson,ATL,,,,
160,REBOUND,2,4:28,G. Williams REBOUND (Off:0 Def:2),51 - 53,2,Grant Williams,DAL,,,,
161,2POINT.ASSIST,2,4:25,Lively II Running Dunk (2 PTS) (Doncic 3 AST),53 - 53,TIE,Dereck Lively II,DAL,Luka Doncic,DAL,,
162,TIMEOUT,2,4:23,HAWKS Timeout: Regular (Full 2 Short 0),53 - 53,TIE,,,,,,
163,2POINT.ASSIST,2,4:03,Capela 1' Dunk (4 PTS) (Young 4 AST),53 - 55,2,Clint Capela,ATL,Trae Young,ATL,,
164,FOUL,2,3:46,Johnson S.FOUL (P1.T1) (M.Kallio),53 - 55,2,Jalen Johnson,ATL,Luka Doncic,DAL,,
165,FTMAKE,2,3:46,Doncic Free Throw 1 of 2 (31 PTS),54 - 55,1,Luka Doncic,DAL,,,,
166,FTMAKE,2,3:46,Doncic Free Throw 2 of 2 (32 PTS),55 - 55,TIE,Luka Doncic,DAL,,,,
167,2POINTMISS,2,3:34,MISS Capela 2' Driving Layup,55 - 55,TIE,Clint Capela,ATL,,,,
168,REBOUND,2,3:33,Capela REBOUND (Off:1 Def:2),55 - 55,TIE,Clint Capela,ATL,,,,
169,2POINTMISS,2,3:33,MISS Capela Tip Layup Shot,55 - 55,TIE,Clint Capela,ATL,,,,
170,REBOUND,2,3:32,Capela REBOUND (Off:2 Def:2),55 - 55,TIE,Clint Capela,ATL,,,,
171,FOUL,2,3:32,G. Williams S.FOUL (P2.T3) (P.Ransom),55 - 55,TIE,Grant Williams,DAL,Clint Capela,ATL,,
172,FTMAKE,2,3:32,Capela Free Throw 1 of 2 (5 PTS),55 - 56,1,Clint Capela,ATL,,,,
173,SUB,2,3:32,SUB: Jones Jr. FOR Green,55 - 56,1,Josh Green,DAL,Derrick Jones Jr.,DAL,,
174,FTMAKE,2,3:32,Capela Free Throw 2 of 2 (6 PTS),55 - 57,2,Clint Capela,ATL,,,,
175,2POINT,2,3:20,Doncic 1' Driving Layup (34 PTS),57 - 57,TIE,Luka Doncic,DAL,,,,
176,2POINTMISS,2,2:58,MISS Young 10' Driving Floating Jump Shot,57 - 57,TIE,Trae Young,ATL,,,,
177,REBOUND,2,2:54,Lively II REBOUND (Off:0 Def:4),57 - 57,TIE,Dereck Lively II,DAL,,,,
178,3POINTMISS,2,2:46,MISS Doncic 24' 3PT Step Back Jump Shot,57 - 57,TIE,Luka Doncic,DAL,,,,
179,REBOUND,2,2:41,Bey REBOUND (Off:0 Def:3),57 - 57,TIE,Saddiq Bey,ATL,,,,
180,FOUL,2,2:38,Hardaway Jr. P.FOUL (P2.T4) (P.Ransom),57 - 57,TIE,Tim Hardaway Jr.,DAL,Dejounte Murray,ATL,,
181,STEAL.TURNOVER,2,2:28,Young Bad Pass Turnover (P1.T4)Lively II STEAL (1 STL),57 - 57,TIE,Trae Young,ATL,Dereck Lively II,DAL,,
182,JUMPBALL,2,2:26,Jump Ball Capela vs. Lively II: Tip to Jones Jr.,57 - 57,TIE,Clint Capela,ATL,Dereck Lively II,DAL,Derrick Jones Jr.,DAL
183,3POINTMISS,2,2:15,MISS G. Williams 24' 3PT Jump Shot,57 - 57,TIE,Grant Williams,DAL,,,,
184,REBOUND,2,2:11,Young REBOUND (Off:0 Def:1),57 - 57,TIE,Trae Young,ATL,,,,
185,3POINT.ASSIST,2,2:06,Murray 27' 3PT Running Jump Shot (7 PTS) (Young 5 AST),57 - 60,3,Dejounte Murray,ATL,Trae Young,ATL,,
186,3POINT.ASSIST,2,1:45,Doncic 25' 3PT Jump Shot (37 PTS) (G. Williams 3 AST),60 - 60,TIE,Luka Doncic,DAL,Grant Williams,DAL,,
187,STEAL.TURNOVER,2,1:27,Murray Lost Ball Turnover (P2.T5)Doncic STEAL (1 STL),60 - 60,TIE,Dejounte Murray,ATL,Luka Doncic,DAL,,
188,FOUL,2,1:27,Murray P.FOUL (P1.T2) (M.Kallio),60 - 60,TIE,Dejounte Murray,ATL,Luka Doncic,DAL,,
189,2POINT.ASSIST,2,1:17,Lively II 1' Reverse Layup (4 PTS) (Doncic 4 AST),62 - 60,-2,Dereck Lively II,DAL,Luka Doncic,DAL,,
190,FOUL,2,1:11,Jones Jr. P.FOUL (P2.PN) (P.Ransom),62 - 60,-2,Derrick Jones Jr.,DAL,Trae Young,ATL,,
191,FTMAKE,2,1:11,Young Free Throw 1 of 2 (10 PTS),62 - 61,-1,Trae Young,ATL,,,,
192,FTMAKE,2,1:11,Young Free Throw 2 of 2 (11 PTS),62 - 62,TIE,Trae Young,ATL,,,,
193,2POINT,2,0:59,Doncic 1' Driving Layup (39 PTS),64 - 62,-2,Luka Doncic,DAL,,,,
194,2POINT.ASSIST,2,0:44,Murray 20' Pullup Jump Shot (9 PTS) (Capela 1 AST),64 - 64,TIE,Dejounte Murray,ATL,Clint Capela,ATL,,
195,FOUL,2,0:30,Jones Jr. Offensive Charge Foul (P3) (P.Ransom),64 - 64,TIE,Derrick Jones Jr.,DAL,Clint Capela,ATL,,
196,TURNOVER,2,0:30,Jones Jr. Offensive Foul Turnover (P1.T6),64 - 64,TIE,Derrick Jones Jr.,DAL,,,,
197,SUB,2,0:30,SUB: Exum FOR Jones Jr.,64 - 64,TIE,Derrick Jones Jr.,DAL,Dante Exum,DAL,,
198,2POINT.ASSIST,2,0:25,Capela 3' Alley Oop Layup (8 PTS) (Young 6 AST),64 - 66,2,Clint Capela,ATL,Trae Young,ATL,,
199,FOUL,2,0:06,Capela P.FOUL (P1.PN) (P.Ransom),64 - 66,2,Clint Capela,ATL,Luka Doncic,DAL,,
200,FTMAKE,2,0:06,Doncic Free Throw 1 of 2 (40 PTS),65 - 66,1,Luka Doncic,DAL,,,,
201,FTMAKE,2,0:06,Doncic Free Throw 2 of 2 (41 PTS),66 - 66,TIE,Luka Doncic,DAL,,,,
202,2POINTMISS,2,0:00,MISS Young 21' Pullup Jump Shot,66 - 66,TIE,Trae Young,ATL,,,,
203,REBOUND,2,0:00,HAWKS Rebound,66 - 66,TIE,,,,,,
204,ENDOFPERIOD,2,0:00,End of 2nd Period (8:06 PM EST),66 - 66,TIE,,,,,,
205,STARTOFPERIOD,3,12:00,Start of 3rd Period (8:22 PM EST),66 - 66,TIE,,,,,,
