,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
12,REBOUND,1,11:08,Kenrich Williams REBOUND (Off:0 Def:1),2 - 4,2,Kenrich Williams,OKC,,,,
13,3POINT.ASSIST,1,10:55,Jalen Williams 26' 3PT Step Back Jump Shot (3 PTS) (Shai Gilgeous-Alexander 1 AST),5 - 4,-1,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
14,FOUL,1,10:38,Donte DiVincenzo S.FOUL (P1.T2) (M.Foster),5 - 4,-1,Donte DiVincenzo,GSW,Jalen Williams,OKC,,
15,FTMAKE,1,10:38,Jalen Williams Free Throw 1 of 2 (4 PTS),5 - 5,TIE,Jalen Williams,OKC,,,,
16,FTMAKE,1,10:38,Jalen Williams Free Throw 2 of 2 (5 PTS),5 - 6,1,Jalen Williams,OKC,,,,
17,3POINTMISS,1,10:22,MISS Thompson 28' 3PT Jump Shot,5 - 6,1,Klay Thompson,GSW,,,,
18,REBOUND,1,10:20,Looney REBOUND (Off:1 Def:1),5 - 6,1,Kevon Looney,GSW,,,,
19,FOUL,1,10:16,Kenrich Williams L.B.FOUL (P1.T1) (M.Foster),5 - 6,1,Kenrich Williams,OKC,Draymond Green,GSW,,
20,FTMAKE,1,10:16,Green Free Throw 1 of 2 (1 PTS),5 - 7,2,Draymond Green,GSW,,,,
21,FTMAKE,1,10:16,Green Free Throw 2 of 2 (2 PTS),5 - 8,3,Draymond Green,GSW,,,,
22,2POINT.ASSIST,1,9:54,Gilgeous-Alexander 6' Driving Floating Bank Jump Shot (7 PTS) (Dort 2 AST),7 - 8,1,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
23,2POINTMISS,1,9:32,MISS Curry 10' Driving Floating Jump Shot,7 - 8,1,Stephen Curry,GSW,,,,
24,REBOUND,1,9:31,Thompson REBOUND (Off:1 Def:0),7 - 8,1,Klay Thompson,GSW,,,,
25,3POINT.ASSIST,1,9:22,Curry 27' 3PT Jump Shot (3 PTS) (Poole 1 AST),7 - 11,4,Stephen Curry,GSW,Jordan Poole,GSW,,
26,3POINTMISS,1,9:06,MISS Gilgeous-Alexander 30' 3PT Step Back Jump Shot,7 - 11,4,Shai Gilgeous-Alexander,OKC,,,,
27,REBOUND,1,9:04,Looney REBOUND (Off:1 Def:2),7 - 11,4,Kevon Looney,GSW,,,,
28,3POINT,1,8:56,Curry 27' 3PT Jump Shot (6 PTS),7 - 14,7,Stephen Curry,GSW,,,,
29,TIMEOUT,1,8:54,Thunder Timeout: Regular (Full 1 Short 0),7 - 14,7,,,,,,
30,2POINTMISS.BLOCK,1,8:45,MISS Dort 5' Driving Finger Roll LayupThompson BLOCK (1 BLK),7 - 14,7,Luguentz Dort,OKC,,,Klay Thompson,GSW
31,REBOUND,1,8:43,Thompson REBOUND (Off:2 Def:0),7 - 14,7,Klay Thompson,GSW,,,,
32,2POINTMISS,1,8:31,MISS Thompson 5' Putback Layup,7 - 14,7,Klay Thompson,GSW,,,,
33,REBOUND,1,8:28,Looney REBOUND (Off:2 Def:2),7 - 14,7,Kevon Looney,GSW,,,,
34,2POINT.ASSIST,1,8:19,Thompson 2' Cutting Dunk Shot (5 PTS) (Curry 2 AST),7 - 16,9,Klay Thompson,GSW,Stephen Curry,GSW,,
35,3POINT,1,8:04,Gilgeous-Alexander 28' 3PT Pullup Jump Shot (10 PTS),10 - 16,6,Shai Gilgeous-Alexander,OKC,,,,
36,3POINTMISS,1,7:52,MISS Poole 29' 3PT Jump Shot,10 - 16,6,Jordan Poole,GSW,,,,
37,REBOUND,1,7:50,Kenrich Williams REBOUND (Off:1 Def:1),10 - 16,6,Kenrich Williams,OKC,,,,
38,2POINTMISS.BLOCK,1,7:45,MISS Kenrich Williams 10' Fadeaway JumperThompson BLOCK (2 BLK),10 - 16,6,Kenrich Williams,OKC,,,Klay Thompson,GSW
39,REBOUND,1,7:43,Thompson REBOUND (Off:3 Def:0),10 - 16,6,Klay Thompson,GSW,,,,
40,3POINT.ASSIST,1,7:39,Thompson 27' 3PT Jump Shot (8 PTS) (Poole 2 AST),10 - 19,9,Klay Thompson,GSW,Jordan Poole,GSW,,
41,SUB,1,7:34,SUB: Aaron Wiggins FOR Kenrich Williams,10 - 19,9,Kenrich Williams,OKC,Aaron Wiggins,OKC,,
42,2POINT.ASSIST,1,7:17,Gilgeous-Alexander 16' Step Back Jump Shot (12 PTS) (Jalen Williams 1 AST),12 - 19,7,Shai Gilgeous-Alexander,OKC,Jalen Williams,OKC,,
43,3POINTMISS,1,7:05,MISS Curry 3PT Jump Shot,12 - 19,7,Stephen Curry,GSW,,,,
44,REBOUND,1,7:03,Looney REBOUND (Off:2 Def:3),12 - 19,7,Kevon Looney,GSW,,,,
45,3POINTMISS,1,6:57,MISS Thompson 31' 3PT Step Back Jump Shot,12 - 19,7,Klay Thompson,GSW,,,,
46,REBOUND,1,6:54,Looney REBOUND (Off:3 Def:3),12 - 19,7,Kevon Looney,GSW,,,,
47,3POINTMISS,1,6:49,MISS Jalen Williams 27' 3PT Jump Shot,12 - 19,7,Jalen Williams,OKC,,,,
48,REBOUND,1,6:46,Poole REBOUND (Off:0 Def:2),12 - 19,7,Jordan Poole,GSW,,,,
49,2POINT.ASSIST,1,6:44,Poole 6' Driving Finger Roll Layup (2 PTS) (Thompson 1 AST),12 - 21,9,Jordan Poole,GSW,Klay Thompson,GSW,,
50,SUB,1,6:40,SUB:  Donte DiVincenzo FOR Thompson,12 - 21,9,Klay Thompson,GSW,Donte DiVincenzo,GSW,,
51,2POINT.ASSIST,1,6:26,Gilgeous-Alexander 12' Driving Floating Jump Shot (14 PTS) (Dort 3 AST),14 - 21,7,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
52,2POINTMISS,1,6:04,MISS DiVincenzo 1' Layup,14 - 21,7,Donte DiVincenzo,GSW,,,,
53,REBOUND,1,6:01,Looney REBOUND (Off:4 Def:3),14 - 21,7,Kevon Looney,GSW,,,,
54,3POINTMISS,1,5:58,MISS Curry 3PT Jump Shot,14 - 21,7,Stephen Curry,GSW,,,,
55,REBOUND,1,5:55,Looney REBOUND (Off:5 Def:3),14 - 21,7,Kevon Looney,GSW,,,,
56,2POINTMISS,1,5:46,MISS Gilgeous-Alexander 12' Pullup Jump Shot,14 - 21,7,Shai Gilgeous-Alexander,OKC,,,,
57,REBOUND,1,5:43,Looney REBOUND (Off:5 Def:4),14 - 21,7,Kevon Looney,GSW,,,,
58,3POINTMISS,1,5:37,MISS Curry 27' 3PT Jump Shot,14 - 21,7,Stephen Curry,GSW,,,,
59,REBOUND,1,5:34,Wiggins REBOUND (Off:0 Def:1),14 - 21,7,Andrew Wiggins,GSW,,,,
60,3POINTMISS,1,5:21,MISS Wiggins 28' 3PT Jump Shot,14 - 21,7,Andrew Wiggins,GSW,,,,
61,REBOUND,1,5:18,Looney REBOUND (Off:6 Def:4),14 - 21,7,Kevon Looney,GSW,,,,
62,2POINT.ASSIST,1,5:12,Looney 4' Driving Layup (4 PTS) (Curry 3 AST),14 - 23,9,Kevon Looney,GSW,Stephen Curry,GSW,,
63,FOUL,1,5:02,Dort S.FOUL (P1.T3) (M.Foster),14 - 23,9,Luguentz Dort,OKC,Donte DiVincenzo,GSW,,
64,FTMAKE,1,5:02,DiVincenzo Free Throw 1 of 2 (1 PTS),14 - 24,10,Donte DiVincenzo,GSW,,,,
65,FTMISS,1,5:02,MISS DiVincenzo Free Throw 2 of 2,14 - 24,10,Donte DiVincenzo,GSW,,,,
66,REBOUND,1,5:00,Looney REBOUND (Off:7 Def:4),14 - 24,10,Kevon Looney,GSW,,,,
67,3POINTMISS,1,4:48,MISS Wiggins 29' 3PT Pullup Jump Shot,14 - 24,10,Andrew Wiggins,GSW,,,,
68,REBOUND,1,4:46,Jaylin Williams REBOUND (Off:0 Def:1),14 - 24,10,Jaylin Williams,OKC,,,,
69,2POINT.ASSIST,1,4:39,Gilgeous-Alexander 1' Running Layup (16 PTS) (Dort 4 AST),16 - 24,8,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
70,3POINTMISS,1,4:19,MISS Curry 30' 3PT Jump Shot,16 - 24,8,Stephen Curry,GSW,,,,
71,REBOUND,1,4:17,Looney REBOUND (Off:7 Def:5),16 - 24,8,Kevon Looney,GSW,,,,
72,2POINTMISS,1,4:06,MISS Gilgeous-Alexander 3' Driving Layup,16 - 24,8,Shai Gilgeous-Alexander,OKC,,,,
73,REBOUND,1,4:04,Looney REBOUND (Off:8 Def:5),16 - 24,8,Kevon Looney,GSW,,,,
74,2POINT.ASSIST,1,4:02,Looney 4' Driving Layup (6 PTS) (Curry 4 AST),16 - 26,10,Kevon Looney,GSW,Stephen Curry,GSW,,
75,3POINTMISS,1,3:49,MISS Dort 27' 3PT Jump Shot,16 - 26,10,Luguentz Dort,OKC,,,,
76,REBOUND,1,3:46,Looney REBOUND (Off:9 Def:5),16 - 26,10,Kevon Looney,GSW,,,,
77,2POINT,1,3:37,Jalen Williams 1' Driving Finger Roll Layup (17 PTS),18 - 26,8,Jalen Williams,OKC,,,,
78,2POINTMISS.BLOCK,1,3:22,MISS DiVincenzo 6' Driving LayupJaylin Williams BLOCK (1 BLK),18 - 26,8,Donte DiVincenzo,GSW,,,Jaylin Williams,OKC
79,REBOUND,1,3:20,Looney REBOUND (Off:9 Def:6),18 - 26,8,Kevon Looney,GSW,,,,
80,3POINTMISS,1,3:12,MISS Poole 28' 3PT Jump Shot,18 - 26,8,Jordan Poole,GSW,,,,
81,REBOUND,1,3:09,Looney REBOUND (Off:10 Def:6),18 - 26,8,Kevon Looney,GSW,,,,
82,2POINTMISS,1,2:51,MISS DiVincenzo 3' Driving Layup,18 - 26,8,Donte DiVincenzo,GSW,,,,
83,REBOUND,1,2:49,Looney REBOUND (Off:11 Def:6),18 - 26,8,Kevon Looney,GSW,,,,
84,2POINT,1,2:44,Looney 10' Turnaround Jump Shot (8 PTS),18 - 28,10,Kevon Looney,GSW,,,,
85,3POINTMISS,1,2:22,MISS Gilgeous-Alexander 27' 3PT Step Back Jump Shot,18 - 28,10,Shai Gilgeous-Alexander,OKC,,,,
86,REBOUND,1,2:19,Looney REBOUND (Off:11 Def:7),18 - 28,10,Kevon Looney,GSW,,,,
87,2POINT.ASSIST,1,2:08,Gilgeous-Alexander 1' Driving Layup (18 PTS) (Dort 5 AST),20 - 28,8,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
88,3POINTMISS,1,1:48,MISS DiVincenzo 25' 3PT Jump Shot,20 - 28,8,Donte DiVincenzo,GSW,,,,
89,REBOUND,1,1:45,Looney REBOUND (Off:12 Def:7),20 - 28,8,Kevon Looney,GSW,,,,
90,3POINT,1,1:42,Curry 26' 3PT Jump Shot (9 PTS),20 - 31,11,Stephen Curry,GSW,,,,
91,2POINTMISS,1,1:19,MISS Gilgeous-Alexander 14' Driving Floating Jump Shot,20 - 31,11,Shai Gilgeous-Alexander,OKC,,,,
92,REBOUND,1,1:16,Looney REBOUND (Off:13 Def:7),20 - 31,11,Kevon Looney,GSW,,,,
93,3POINTMISS,1,1:07,MISS Wiggins 26' 3PT Jump Shot,20 - 31,11,Andrew Wiggins,GSW,,,,
94,REBOUND,1,1:04,Looney REBOUND (Off:13 Def:8),20 - 31,11,Kevon Looney,GSW,,,,
95,2POINTMISS,1,0:54,MISS Curry 1' Driving Finger Roll Layup,20 - 31,11,Stephen Curry,GSW,,,,
96,REBOUND,1,0:52,Looney REBOUND (Off:14 Def:8),20 - 31,11,Kevon Looney,GSW,,,,
97,2POINT.ASSIST,1,0:49,Looney 1' Putback Layup (10 PTS) (DiVincenzo 1 AST),20 - 33,13,Kevon Looney,GSW,Donte DiVincenzo,GSW,,
98,2POINTMISS,1,0:35,MISS Wiggins 18' Pullup Jump Shot,20 - 33,13,Andrew Wiggins,GSW,,,,
99,REBOUND,1,0:32,Jaylin Williams REBOUND (Off:1 Def:4),20 - 33,13,Jaylin Williams,OKC,,,,
100,2POINTMISS,1,0:16,MISS Jaylin Williams 6' Driving Floating Jump Shot,20 - 33,13,Jaylin Williams,OKC,,,,
101,REBOUND,1,0:14,Looney REBOUND (Off:15 Def:8),20 - 33,13,Kevon Looney,GSW,,,,
102,ENDOFPERIOD,1,0:00,End of 1st Period (8:37 PM EST),20 - 33,13,,,,,,
103,STARTOFPERIOD,2,12:00,Start of 2nd Period (8:39 PM EST),20 - 33,13,,,,,,
104,2POINT.ASSIST,2,11:55,Luguentz Dort 10' Step Back Jump Shot (2 PTS) (Shai Gilgeous-Alexander 1 AST),22 - 33,11,Luguentz Dort,OKC,Shai Gilgeous-Alexander,OKC,,
105,3POINT,2,11:42,Stephen Curry 29' 3PT Jump Shot (10 PTS),22 - 36,14,Stephen Curry,GSW,,,,
106,3POINTMISS,2,11:25,MISS Gilgeous-Alexander 28' 3PT Step Back Jump Shot,22 - 36,14,Shai Gilgeous-Alexander,OKC,,,,
107,REBOUND,2,11:23,Looney REBOUND (Off:1 Def:9),22 - 36,14,Kevon Looney,GSW,,,,
108,2POINTMISS,2,11:14,MISS Jalen Williams 6' Driving Layup,22 - 36,14,Jalen Williams,OKC,,,,
109,REBOUND,2,11:12,Looney REBOUND (Off:2 Def:9),22 - 36,14,Kevon Looney,GSW,,,,
110,2POINT.ASSIST,2,10:59,Looney 6' Layup (12 PTS) (Curry 1 AST),22 - 38,16,Kevon Looney,GSW,Stephen Curry,GSW,,
111,FOUL,2,10:51,Jalen Williams S.FOUL (P1.T1) (M.Foster),22 - 38,16,Jalen Williams,OKC,Andrew Wiggins,GSW,,
112,2POINTMISS,2,10:33,MISS Wiggins 17' Pullup Jump Shot,22 - 38,16,Andrew Wiggins,GSW,,,,
113,REBOUND,2,10:31,Jaylin Williams REBOUND (Off:0 Def:1),22 - 38,16,Jaylin Williams,OKC,,,,
114,2POINTMISS,2,10:23,MISS Jaylin Williams 4' Running Layup,22 - 38,16,Jaylin Williams,OKC,,,,
115,REBOUND,2,10:20,Looney REBOUND (Off:2 Def:10),22 - 38,16,Kevon Looney,GSW,,,,
116,2POINTMISS,2,10:14,MISS Looney 15' Jump Shot,22 - 38,16,Kevon Looney,GSW,,,,
117,REBOUND,2,10:11,Wiggins REBOUND (Off:1 Def:1),22 - 38,16,Andrew Wiggins,GSW,,,,
118,3POINT,2,9:55,Curry 27' 3PT Jump Shot (13 PTS),22 - 41,19,Stephen Curry,GSW,,,,
119,TIMEOUT,2,9:53,Thunder Timeout: Regular (Reg.1 Short 0),22 - 41,19,,,,,,
120,3POINTMISS,2,9:36,MISS Gilgeous-Alexander 30' 3PT Step Back Jump Shot,22 - 41,19,Shai Gilgeous-Alexander,OKC,,,,
121,REBOUND,2,9:34,Looney REBOUND (Off:3 Def:10),22 - 41,19,Kevon Looney,GSW,,,,
122,3POINT.ASSIST,2,9:27,DiVincenzo 28' 3PT Jump Shot (4 PTS) (Poole 3 AST),22 - 44,22,Donte DiVincenzo,GSW,Jordan Poole,GSW,,
123,2POINT.ASSIST,2,9:14,Gilgeous-Alexander 2' Driving Layup (24 PTS) (Dort 1 AST),24 - 44,20,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
124,FOUL,2,8:54,Wiggins S.FOUL (P1.T1) (M.Foster),24 - 44,20,Andrew Wiggins,GSW,Shai Gilgeous-Alexander,OKC,,
125,FTMAKE,2,8:54,Gilgeous-Alexander Free Throw 1 of 2 (25 PTS),24 - 45,21,Shai Gilgeous-Alexander,OKC,,,,
126,FTMAKE,2,8:54,Gilgeous-Alexander Free Throw 2 of 2 (26 PTS),24 - 46,22,Shai Gilgeous-Alexander,OKC,,,,
127,2POINTMISS,2,8:37,MISS Jalen Williams 8' Driving Floating Jump Shot,24 - 46,22,Jalen Williams,OKC,,,,
128,REBOUND,2,8:35,Looney REBOUND (Off:4 Def:10),24 - 46,22,Kevon Looney,GSW,,,,
129,3POINTMISS,2,8:28,MISS Curry 27' 3PT Jump Shot,24 - 46,22,Stephen Curry,GSW,,,,
130,REBOUND,2,8:25,Looney REBOUND (Off:5 Def:10),24 - 46,22,Kevon Looney,GSW,,,,
131,2POINT.ASSIST,2,8:13,Looney 4' Driving Layup (14 PTS) (Curry 2 AST),24 - 48,24,Kevon Looney,GSW,Stephen Curry,GSW,,
132,SUB,2,8:08,SUB:  Anthony Lamb FOR Looney,24 - 48,24,Kevon Looney,GSW,Anthony Lamb,GSW,,
133,2POINT.ASSIST,2,7:58,Gilgeous-Alexander 1' Driving Layup (28 PTS) (Dort 2 AST),26 - 48,22,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
134,TIMEOUT,2,7:56,WARRIORS Timeout: Regular (Full 2 Short 0),26 - 48,22,,,,,,
135,3POINT.ASSIST,2,7:42,DiVincenzo 25' 3PT Jump Shot (7 PTS) (Curry 3 AST),26 - 51,25,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
136,3POINTMISS,2,7:22,MISS Jalen Williams 28' 3PT Step Back Jump Shot,26 - 51,25,Jalen Williams,OKC,,,,
137,REBOUND,2,7:19,Jaylin Williams REBOUND (Off:0 Def:2),26 - 51,25,Jaylin Williams,OKC,,,,
138,2POINTMISS,2,7:08,MISS Curry 10' Driving Floating Jump Shot,26 - 51,25,Stephen Curry,GSW,,,,
139,REBOUND,2,7:06,Jaylin Williams REBOUND (Off:0 Def:3),26 - 51,25,Jaylin Williams,OKC,,,,
140,2POINT.ASSIST,2,6:57,Gilgeous-Alexander 15' Pullup Jump Shot (30 PTS) (Dort 3 AST),28 - 51,23,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
141,2POINT.ASSIST,2,6:42,DiVincenzo 2' Driving Layup (9 PTS) (Wiggins 1 AST),28 - 53,25,Donte DiVincenzo,GSW,Andrew Wiggins,GSW,,
142,3POINT.ASSIST,2,6:29,Jalen Williams 27' 3PT Jump Shot (20 PTS) (Gilgeous-Alexander 2 AST),31 - 53,22,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
143,FOUL,2,6:10,Dort S.FOUL (P1.T4) (M.Foster),31 - 53,22,Luguentz Dort,OKC,Donte DiVincenzo,GSW,,
144,FTMAKE,2,6:10,DiVincenzo Free Throw 1 of 2 (10 PTS),31 - 54,23,Donte DiVincenzo,GSW,,,,
145,FTMISS,2,6:10,MISS DiVincenzo Free Throw 2 of 2,31 - 54,23,Donte DiVincenzo,GSW,,,,
146,REBOUND,2,6:08,Jaylin Williams REBOUND (Off:0 Def:4),31 - 54,23,Jaylin Williams,OKC,,,,
147,3POINTMISS,2,6:00,MISS Gilgeous-Alexander 29' 3PT Step Back Jump Shot,31 - 54,23,Shai Gilgeous-Alexander,OKC,,,,
148,REBOUND,2,5:58,Lamb REBOUND (Off:0 Def:1),31 - 54,23,Anthony Lamb,GSW,,,,
149,3POINTMISS,2,5:48,MISS Lamb 28' 3PT Jump Shot,31 - 54,23,Anthony Lamb,GSW,,,,
150,REBOUND,2,5:45,Wiggins REBOUND (Off:1 Def:2),31 - 54,23,Andrew Wiggins,GSW,,,,
151,2POINTMISS,2,5:37,MISS Wiggins 6' Driving Layup,31 - 54,23,Andrew Wiggins,GSW,,,,
152,REBOUND,2,5:34,Jaylin Williams REBOUND (Off:1 Def:4),31 - 54,23,Jaylin Williams,OKC,,,,
153,2POINTMISS.BLOCK,2,5:29,MISS Jaylin Williams 11' Jump ShotPoole BLOCK (1 BLK),31 - 54,23,Jaylin Williams,OKC,,,Jordan Poole,GSW
154,REBOUND,2,5:27,Poole REBOUND (Off:0 Def:3),31 - 54,23,Jordan Poole,GSW,,,,
155,3POINT.ASSIST,2,5:18,Poole 25' 3PT Jump Shot (5 PTS) (Curry 5 AST),31 - 57,26,Jordan Poole,GSW,Stephen Curry,GSW,,
156,3POINTMISS,2,5:06,MISS Gilgeous-Alexander 27' 3PT Step Back Jump Shot,31 - 57,26,Shai Gilgeous-Alexander,OKC,,,,
157,REBOUND,2,5:03,Looney REBOUND (Off:1 Def:11),31 - 57,26,Kevon Looney,GSW,,,,
158,SUB,2,5:03,SUB:  Looney FOR Lamb,31 - 57,26,Anthony Lamb,GSW,Kevon Looney,GSW,,
159,3POINTMISS,2,4:57,MISS Wiggins 29' 3PT Pullup Jump Shot,31 - 57,26,Andrew Wiggins,GSW,,,,
160,REBOUND,2,4:54,Jaylin Williams REBOUND (Off:0 Def:5),31 - 57,26,Jaylin Williams,OKC,,,,
161,2POINTMISS.BLOCK,2,4:47,MISS Jaylin Williams 1' Putback LayupWiggins BLOCK (1 BLK),31 - 57,26,Jaylin Williams,OKC,,,Andrew Wiggins,GSW
162,REBOUND,2,4:44,Wiggins REBOUND (Off:2 Def:2),31 - 57,26,Andrew Wiggins,GSW,,,,
163,3POINTMISS,2,4:31,MISS DiVincenzo 3PT Jump Shot,31 - 57,26,Donte DiVincenzo,GSW,,,,
164,REBOUND,2,4:28,Looney REBOUND (Off:2 Def:12),31 - 57,26,Kevon Looney,GSW,,,,
165,2POINT,2,4:20,Jalen Williams 4' Driving Finger Roll Layup (22 PTS),33 - 57,24,Jalen Williams,OKC,,,,
166,2POINT.ASSIST,2,4:00,Looney 3' Driving Layup (16 PTS) (Curry 6 AST),33 - 59,26,Kevon Looney,GSW,Stephen Curry,GSW,,
167,3POINTMISS,2,3:48,MISS Gilgeous-Alexander 28' 3PT Step Back Jump Shot,33 - 59,26,Shai Gilgeous-Alexander,OKC,,,,
168,REBOUND,2,3:46,Looney REBOUND (Off:3 Def:12),33 - 59,26,Kevon Looney,GSW,,,,
169,3POINTMISS,2,3:35,MISS Dort 26' 3PT Jump Shot,33 - 59,26,Luguentz Dort,OKC,,,,
170,REBOUND,2,3:32,Looney REBOUND (Off:3 Def:13),33 - 59,26,Kevon Looney,GSW,,,,
171,2POINTMISS,2,3:21,MISS Looney 6' Driving Layup,33 - 59,26,Kevon Looney,GSW,,,,
172,REBOUND,2,3:18,Wiggins REBOUND (Off:2 Def:3),33 - 59,26,Andrew Wiggins,GSW,,,,
173,3POINT.ASSIST,2,3:08,Wiggins 26' 3PT Pullup Jump Shot (3 PTS) (Poole 4 AST),33 - 62,29,Andrew Wiggins,GSW,Jordan Poole,GSW,,
174,SUB,2,2:58,SUB:  Lamb FOR Wiggins,33 - 62,29,Andrew Wiggins,GSW,Anthony Lamb,GSW,,
175,2POINT.ASSIST,2,2:51,Gilgeous-Alexander 11' Driving Floating Jump Shot (32 PTS) (Dort 4 AST),35 - 62,27,Shai Gilgeous-Alexander,OKC,Luguentz Dort,OKC,,
176,3POINTMISS,2,2:35,MISS Looney 24' 3PT Jump Shot,35 - 62,27,Kevon Looney,GSW,,,,
177,REBOUND,2,2:32,Lamb REBOUND (Off:1 Def:1),35 - 62,27,Anthony Lamb,GSW,,,,
178,FOUL,2,2:28,Lamb S.FOUL (P1.T1) (M.Foster),35 - 62,27,Anthony Lamb,GSW,Shai Gilgeous-Alexander,OKC,,
179,FTMAKE,2,2:28,Gilgeous-Alexander Free Throw 1 of 2 (33 PTS),35 - 63,28,Shai Gilgeous-Alexander,OKC,,,,
180,FTMAKE,2,2:28,Gilgeous-Alexander Free Throw 2 of 2 (34 PTS),35 - 64,29,Shai Gilgeous-Alexander,OKC,,,,
181,2POINTMISS,2,2:11,MISS DiVincenzo 10' Pullup Jump Shot,35 - 64,29,Donte DiVincenzo,GSW,,,,
182,REBOUND,2,2:08,Looney REBOUND (Off:4 Def:13),35 - 64,29,Kevon Looney,GSW,,,,
183,2POINT,2,2:07,Looney Putback Layup (18 PTS),35 - 66,31,Kevon Looney,GSW,,,,
184,2POINTMISS,2,1:50,MISS Gilgeous-Alexander 17' Pullup Jump Shot,35 - 66,31,Shai Gilgeous-Alexander,OKC,,,,
185,REBOUND,2,1:48,Looney REBOUND (Off:5 Def:13),35 - 66,31,Kevon Looney,GSW,,,,
186,FOUL,2,1:40,Jaylin Williams OFF.Foul (P2) (M.Foster),35 - 66,31,Jaylin Williams,OKC,Donte DiVincenzo,GSW,,
187,TURNOVER,2,1:40,Jaylin Williams Offensive Foul Turnover (P1.T2),35 - 66,31,Jaylin Williams,OKC,,,,
188,3POINTMISS,2,1:33,MISS Curry 28' 3PT Jump Shot,35 - 66,31,Stephen Curry,GSW,,,,
189,REBOUND,2,1:30,Dort REBOUND (Off:1 Def:3),35 - 66,31,Luguentz Dort,OKC,,,,
190,3POINTMISS,2,1:26,MISS Dort 28' 3PT Jump Shot,35 - 66,31,Luguentz Dort,OKC,,,,
191,REBOUND,2,1:23,Looney REBOUND (Off:5 Def:14),35 - 66,31,Kevon Looney,GSW,,,,
192,2POINT.ASSIST,2,1:14,Looney 6' Driving Layup (20 PTS) (DiVincenzo 2 AST),35 - 68,33,Kevon Looney,GSW,Donte DiVincenzo,GSW,,
193,2POINT,2,0:58,Gilgeous-Alexander 1' Driving Layup (36 PTS),37 - 68,31,Shai Gilgeous-Alexander,OKC,,,,
194,3POINTMISS,2,0:43,MISS DiVincenzo 29' 3PT Jump Shot,37 - 68,31,Donte DiVincenzo,GSW,,,,
195,REBOUND,2,0:40,Jaylin Williams REBOUND (Off:0 Def:6),37 - 68,31,Jaylin Williams,OKC,,,,
196,3POINT.ASSIST,2,0:31,Curry 26' 3PT Jump Shot (16 PTS) (DiVincenzo 3 AST),37 - 71,34,Stephen Curry,GSW,Donte DiVincenzo,GSW,,
197,2POINTMISS,2,0:20,MISS Jalen Williams 11' Pullup Jump Shot,37 - 71,34,Jalen Williams,OKC,,,,
198,REBOUND,2,0:17,Looney REBOUND (Off:6 Def:14),37 - 71,34,Kevon Looney,GSW,,,,
199,ENDOFPERIOD,2,0:00,End of 2nd Period (9:04 PM EST),37 - 71,34,,,,,,
